sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,content_fidelity,perceptual_enhancement,final_rr_score
PASD:ava_images___184213,PASD,ava_images___184213.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___184213.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___184213.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___184213.png,0.8203176856040955,0.8147882223129272,0.8175529539585114
PASD:ava_images___187455,PASD,ava_images___187455.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___187455.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___187455.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___187455.png,0.9463692903518677,0.9546605348587036,0.9505149126052856
PASD:ava_images___188439,PASD,ava_images___188439.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___188439.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___188439.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___188439.png,0.9058504104614258,0.8938148617744446,0.8998326361179352
PASD:ava_images___190013,PASD,ava_images___190013.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___190013.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___190013.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___190013.png,0.95564866065979,0.9617624878883362,0.9587055742740631
PASD:ava_images___192392,PASD,ava_images___192392.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___192392.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___192392.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___192392.png,0.9499315023422241,0.9622933864593506,0.9561124444007874
PASD:ava_images___192414,PASD,ava_images___192414.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___192414.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___192414.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___192414.png,0.941290020942688,0.9403026103973389,0.9407963156700134
PASD:ava_images___195496,PASD,ava_images___195496.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___195496.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___195496.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___195496.png,0.9691792726516724,0.9764249324798584,0.9728021025657654
PASD:ava_images___196330,PASD,ava_images___196330.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___196330.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___196330.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___196330.png,0.959317147731781,0.9720194339752197,0.9656682908535004
PASD:ava_images___196886,PASD,ava_images___196886.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___196886.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___196886.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___196886.png,0.8710787892341614,0.8877232074737549,0.8794009983539581
PASD:ava_images___197047,PASD,ava_images___197047.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___197047.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___197047.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___197047.png,0.9174830317497253,0.9139955043792725,0.9157392680644989
PASD:ava_images___197622,PASD,ava_images___197622.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___197622.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___197622.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___197622.png,0.948012113571167,0.9619246125221252,0.9549683630466461
PASD:ava_images___198935,PASD,ava_images___198935.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___198935.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___198935.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___198935.png,0.9545536041259766,0.959343433380127,0.9569485187530518
PASD:ava_images___200305,PASD,ava_images___200305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___200305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___200305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___200305.png,0.9348518252372742,0.9434727430343628,0.9391622841358185
PASD:ava_images___202341,PASD,ava_images___202341.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___202341.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___202341.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___202341.png,0.9541066884994507,0.9485214352607727,0.9513140618801117
PASD:ava_images___203041,PASD,ava_images___203041.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___203041.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___203041.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___203041.png,0.9389022588729858,0.9501685500144958,0.9445354044437408
PASD:ava_images___204858,PASD,ava_images___204858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___204858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___204858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___204858.png,0.9191616773605347,0.8815473318099976,0.9003545045852661
PASD:ava_images___206569,PASD,ava_images___206569.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___206569.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___206569.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___206569.png,0.8397315740585327,0.8739048838615417,0.8568182289600372
PASD:ava_images___20732,PASD,ava_images___20732.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___20732.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___20732.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___20732.png,0.9245935082435608,0.9344737529754639,0.9295336306095123
PASD:ava_images___208079,PASD,ava_images___208079.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___208079.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___208079.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___208079.png,0.90437912940979,0.9145177602767944,0.9094484448432922
PASD:ava_images___208304,PASD,ava_images___208304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___208304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___208304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___208304.png,0.9312385320663452,0.9352912902832031,0.9332649111747742
PASD:ava_images___208633,PASD,ava_images___208633.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___208633.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___208633.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___208633.png,0.9314652681350708,0.9452531337738037,0.9383592009544373
PASD:ava_images___208644,PASD,ava_images___208644.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___208644.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___208644.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___208644.png,0.9221169352531433,0.9136006832122803,0.9178588092327118
PASD:ava_images___209603,PASD,ava_images___209603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___209603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___209603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___209603.png,0.9049182534217834,0.9351297616958618,0.9200240075588226
PASD:ava_images___210789,PASD,ava_images___210789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___210789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___210789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___210789.png,0.921260416507721,0.9273377656936646,0.9242990911006927
PASD:ava_images___210908,PASD,ava_images___210908.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___210908.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___210908.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___210908.png,0.9050356149673462,0.9010751247406006,0.9030553698539734
PASD:ava_images___211431,PASD,ava_images___211431.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___211431.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___211431.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___211431.png,0.9820161461830139,0.980895459651947,0.9814558029174805
PASD:ava_images___217590,PASD,ava_images___217590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___217590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___217590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___217590.png,0.9428558349609375,0.9432713985443115,0.9430636167526245
PASD:ava_images___21894,PASD,ava_images___21894.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___21894.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___21894.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___21894.png,0.9355676174163818,0.9388278722763062,0.937197744846344
PASD:ava_images___220670,PASD,ava_images___220670.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___220670.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___220670.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___220670.png,0.7796412706375122,0.7842475175857544,0.7819443941116333
PASD:ava_images___221347,PASD,ava_images___221347.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___221347.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___221347.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___221347.png,0.9575571417808533,0.9557414054870605,0.9566492736339569
PASD:ava_images___221954,PASD,ava_images___221954.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___221954.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___221954.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___221954.png,0.9259629249572754,0.930118978023529,0.9280409514904022
PASD:ava_images___224288,PASD,ava_images___224288.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___224288.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___224288.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___224288.png,0.8951582908630371,0.9072787165641785,0.9012185037136078
PASD:ava_images___22464,PASD,ava_images___22464.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___22464.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___22464.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___22464.png,0.8355447053909302,0.8500314950942993,0.8427881002426147
PASD:ava_images___224980,PASD,ava_images___224980.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___224980.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___224980.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___224980.png,0.9178632497787476,0.9171062707901001,0.9174847602844238
PASD:ava_images___227974,PASD,ava_images___227974.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___227974.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___227974.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___227974.png,0.9379987120628357,0.9442405700683594,0.9411196410655975
PASD:ava_images___22866,PASD,ava_images___22866.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___22866.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___22866.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___22866.png,0.9312971830368042,0.9290142059326172,0.9301556944847107
PASD:ava_images___228883,PASD,ava_images___228883.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___228883.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___228883.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___228883.png,0.8471943140029907,0.8601936101913452,0.853693962097168
PASD:ava_images___229811,PASD,ava_images___229811.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___229811.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___229811.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___229811.png,0.942214846611023,0.9612027406692505,0.9517087936401367
PASD:ava_images___231102,PASD,ava_images___231102.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___231102.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___231102.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___231102.png,0.9319486021995544,0.9165007472038269,0.9242246747016907
PASD:ava_images___232098,PASD,ava_images___232098.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___232098.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___232098.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___232098.png,0.8834233283996582,0.9032027125358582,0.8933130204677582
PASD:ava_images___232564,PASD,ava_images___232564.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___232564.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___232564.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___232564.png,0.8806456923484802,0.8796347379684448,0.8801402151584625
PASD:ava_images___232713,PASD,ava_images___232713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___232713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___232713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___232713.png,0.9331064224243164,0.9240542650222778,0.9285803437232971
PASD:ava_images___232754,PASD,ava_images___232754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___232754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___232754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___232754.png,0.9507979154586792,0.9574666023254395,0.9541322588920593
PASD:ava_images___234610,PASD,ava_images___234610.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___234610.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___234610.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___234610.png,0.9144488573074341,0.9221611022949219,0.918304979801178
PASD:ava_images___235316,PASD,ava_images___235316.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___235316.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___235316.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___235316.png,0.9397682547569275,0.9370466470718384,0.9384074509143829
PASD:ava_images___236877,PASD,ava_images___236877.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___236877.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___236877.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___236877.png,0.9004330039024353,0.9078463912010193,0.9041396975517273
PASD:ava_images___240542,PASD,ava_images___240542.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___240542.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___240542.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___240542.png,0.8713570833206177,0.8691829442977905,0.8702700138092041
PASD:ava_images___240606,PASD,ava_images___240606.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___240606.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___240606.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___240606.png,0.9021267294883728,0.9137741327285767,0.9079504311084747
PASD:ava_images___242212,PASD,ava_images___242212.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___242212.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___242212.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___242212.png,0.8894182443618774,0.8952532410621643,0.8923357427120209
PASD:ava_images___242617,PASD,ava_images___242617.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___242617.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___242617.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___242617.png,0.9033957719802856,0.9229777455329895,0.9131867587566376
PASD:ava_images___242691,PASD,ava_images___242691.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___242691.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___242691.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___242691.png,0.9565897583961487,0.9595562815666199,0.9580730199813843
PASD:ava_images___244245,PASD,ava_images___244245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___244245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___244245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___244245.png,0.9552823901176453,0.9478650093078613,0.9515736997127533
PASD:ava_images___24442,PASD,ava_images___24442.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___24442.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___24442.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___24442.png,0.9228935241699219,0.9232051372528076,0.9230493307113647
PASD:ava_images___244952,PASD,ava_images___244952.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___244952.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___244952.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___244952.png,0.8825259208679199,0.9040088653564453,0.8932673931121826
PASD:ava_images___244964,PASD,ava_images___244964.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___244964.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___244964.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___244964.png,0.9278079271316528,0.9248051643371582,0.9263065457344055
PASD:ava_images___245324,PASD,ava_images___245324.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___245324.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___245324.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___245324.png,0.9353989362716675,0.9430818557739258,0.9392403960227966
PASD:ava_images___24555,PASD,ava_images___24555.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___24555.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___24555.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___24555.png,0.8830973505973816,0.8883197903633118,0.8857085704803467
PASD:ava_images___24838,PASD,ava_images___24838.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___24838.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___24838.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___24838.png,0.946377694606781,0.9539210200309753,0.9501493573188782
PASD:ava_images___251051,PASD,ava_images___251051.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___251051.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___251051.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___251051.png,0.929043173789978,0.946648895740509,0.9378460347652435
PASD:ava_images___251530,PASD,ava_images___251530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___251530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___251530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___251530.png,0.8903803825378418,0.9174228310585022,0.903901606798172
PASD:ava_images___251834,PASD,ava_images___251834.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___251834.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___251834.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___251834.png,0.9356532692909241,0.9355342984199524,0.9355937838554382
PASD:ava_images___253342,PASD,ava_images___253342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___253342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___253342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___253342.png,0.9357981085777283,0.9341212511062622,0.9349596798419952
PASD:ava_images___253900,PASD,ava_images___253900.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___253900.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___253900.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___253900.png,0.9533849358558655,0.9660913944244385,0.959738165140152
PASD:ava_images___254374,PASD,ava_images___254374.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___254374.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___254374.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___254374.png,0.9309370517730713,0.9417153000831604,0.9363261759281158
PASD:ava_images___254410,PASD,ava_images___254410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___254410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___254410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___254410.png,0.9371675252914429,0.9415128827095032,0.939340204000473
PASD:ava_images___255451,PASD,ava_images___255451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___255451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___255451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___255451.png,0.9321744441986084,0.943881094455719,0.9380277693271637
PASD:ava_images___258089,PASD,ava_images___258089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___258089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___258089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___258089.png,0.8816791772842407,0.8801862001419067,0.8809326887130737
PASD:ava_images___258713,PASD,ava_images___258713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___258713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___258713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___258713.png,0.9169484376907349,0.9324885010719299,0.9247184693813324
