name,min,max,mean,median,std,p05,p95,area00,area05,area075
PASD/512x384___4926447658.npy.gz,0.0,0.20274296,0.08421562,0.074716896,0.0594029,0.0,0.1908606,0.8900960286458334,0.0,0.0
PASD/512x384___5485090581.npy.gz,0.0,0.22259766,0.11211606,0.11433992,0.04912125,0.0,0.17280334,0.8900960286458334,0.0,0.0
PASD/512x384___5748824865.npy.gz,0.0,0.21696237,0.12111958,0.12850049,0.05648462,0.0,0.19723377,0.8900960286458334,0.0,0.0
PASD/512x384___6013203590.npy.gz,0.0,0.21203661,0.08219834,0.06775355,0.05857836,0.0,0.19204283,0.8900960286458334,0.0,0.0
PASD/512x384___6031843630.npy.gz,0.0,0.23077253,0.108898945,0.11493951,0.067517415,0.0,0.20564097,0.8900960286458334,0.0,0.0
PASD/512x384___6657341905.npy.gz,0.0,0.3393161,0.20552225,0.22359863,0.08529847,0.0,0.3043937,0.8900960286458334,0.0,0.0
PASD/512x384___6688716327.npy.gz,0.0,0.24200505,0.12498373,0.13563773,0.06009701,0.0,0.21182561,0.8900960286458334,0.0,0.0
PASD/512x384___7499781424.npy.gz,0.0,0.26047114,0.14944828,0.16123453,0.06567614,0.0,0.2488086,0.8900960286458334,0.0,0.0
PASD/512x384___7510743692.npy.gz,0.0,0.28574172,0.15079932,0.14958304,0.079654045,0.0,0.25791997,0.8900960286458334,0.0,0.0
PASD/512x384___9322601223.npy.gz,0.0,0.24917233,0.10894591,0.14060324,0.08937449,0.0,0.2349779,0.8900960286458334,0.0,0.0
PASD/ava_images___100514.npy.gz,0.0,0.28970617,0.11532427,0.073945224,0.08707914,0.0,0.24873507,0.9191176470588235,0.0,0.0
PASD/ava_images___101816.npy.gz,0.0,0.28425282,0.1600495,0.17796078,0.07892266,0.0,0.2560739,0.8465011286681715,0.0,0.0
PASD/ava_images___103164.npy.gz,0.0,0.3024872,0.122579984,0.15229505,0.09722095,0.0,0.26892346,0.8522727272727273,0.0,0.0
PASD/ava_images___104653.npy.gz,0.0,0.32107615,0.18689758,0.20835674,0.079070896,0.0,0.27844888,0.8782201405152225,0.0,0.0
PASD/ava_images___10491.npy.gz,0.0,0.19922745,0.0742681,0.07285231,0.049033426,0.0,0.15367183,0.8244346733668342,0.0,0.0
PASD/ava_images___108173.npy.gz,0.0,0.25541002,0.08295943,0.06693441,0.073403195,0.0,0.22452915,0.9049227799227799,0.0,0.0
PASD/ava_images___108233.npy.gz,0.0,0.24218497,0.129365,0.14170069,0.06298874,0.0,0.21379843,0.8741258741258742,0.0,0.0
PASD/ava_images___109337.npy.gz,0.0,0.26660365,0.119163424,0.1258628,0.06957602,0.0,0.2212497,0.8802816901408451,0.0,0.0
PASD/ava_images___109793.npy.gz,0.0,0.27211493,0.16216128,0.17590976,0.07580536,0.0,0.25564623,0.8825836820083682,0.0,0.0
PASD/ava_images___109955.npy.gz,0.0,0.29062352,0.1281797,0.12851626,0.070697,0.0,0.24278742,0.8825836820083682,0.0,0.0
PASD/ava_images___110424.npy.gz,0.0,0.18465465,0.024520122,0.015184939,0.031016694,0.0,0.08373323,0.87890625,0.0,0.0
PASD/ava_images___110456.npy.gz,0.0,0.30464205,0.1330595,0.1533066,0.08360805,0.0,0.24549347,0.843508997429306,0.0,0.0
PASD/ava_images___111454.npy.gz,0.0,0.28201246,0.11136977,0.13245904,0.090887055,0.0,0.2544009,0.8782201405152225,0.0,0.0
PASD/ava_images___11346.npy.gz,0.0,0.24230766,0.08376089,0.04043442,0.07433415,0.0,0.207486,0.87890625,0.0,0.0
PASD/ava_images___115226.npy.gz,0.0,0.2955345,0.18483616,0.20142567,0.07189279,0.0,0.25965706,0.9014423076923077,0.0,0.0
PASD/ava_images___115350.npy.gz,0.0,0.3078941,0.22381607,0.23392573,0.060907736,0.035075247,0.2856833,0.9674818597151303,0.0,0.0
PASD/ava_images___115385.npy.gz,0.0,0.2608495,0.1140585,0.13798875,0.087593086,0.0,0.22793776,0.8820564516129032,0.0,0.0
PASD/ava_images___11607.npy.gz,0.0,0.19634962,0.078327365,0.075635076,0.050584666,0.0,0.16874504,0.9292400881057269,0.0,0.0
PASD/ava_images___117087.npy.gz,0.0,0.23486376,0.07992773,0.051756233,0.076170176,0.0,0.20623964,0.8782201405152225,0.0,0.0
PASD/ava_images___118960.npy.gz,0.0,0.26327777,0.07105022,0.029966652,0.07508394,0.0,0.22663629,0.8622491638795987,0.0,0.0
PASD/ava_images___119484.npy.gz,0.0,0.29891568,0.18397465,0.19709358,0.064268745,0.0,0.26309097,0.9312913907284768,0.0,0.0
PASD/ava_images___119989.npy.gz,0.0,0.26402682,0.09540809,0.09885657,0.077624835,0.0,0.22543034,0.8802816901408451,0.0,0.0
PASD/ava_images___120725.npy.gz,0.0,0.24504387,0.122709036,0.13852698,0.06647622,0.0,0.2123816,0.9070294784580499,0.0,0.0
PASD/ava_images___121734.npy.gz,0.0,0.32724172,0.1801784,0.21726575,0.097590655,0.0,0.29051027,0.87890625,0.0,0.0
PASD/ava_images___12322.npy.gz,0.0,0.29276806,0.120960236,0.115520895,0.07004271,0.0,0.25521237,0.9173189823874756,0.0,0.0
PASD/ava_images___12327.npy.gz,0.0,0.21731687,0.10585671,0.123998106,0.06339395,0.0,0.1911053,0.880741127348643,0.0,0.0
PASD/ava_images___123450.npy.gz,0.0,0.28673398,0.10787319,0.096487194,0.09278297,0.0,0.26954174,0.8616727941176471,0.0,0.0
PASD/ava_images___124788.npy.gz,0.0,0.23899385,0.04001079,0.0052761436,0.0642254,0.0,0.20328355,0.8370535714285714,0.0,0.0
PASD/ava_images___124946.npy.gz,0.0,0.26956403,0.14270142,0.16686386,0.07760469,0.0,0.24105814,0.87890625,0.0,0.0
PASD/ava_images___1260.npy.gz,0.0,0.27758062,0.066583514,0.047391117,0.055801943,0.0,0.17670661,0.87890625,0.0,0.0
PASD/ava_images___126023.npy.gz,0.0,0.25972122,0.07190079,0.025743604,0.079185285,0.0,0.21061847,0.9282178217821783,0.0,0.0
PASD/ava_images___126379.npy.gz,0.0,0.28542602,0.19432719,0.19980529,0.05468557,0.0,0.26103276,0.948509485094851,0.0,0.0
PASD/ava_images___127867.npy.gz,0.0,0.25039965,0.068006516,0.02738142,0.07176354,0.0,0.20467225,0.9313106645418986,0.0,0.0
PASD/ava_images___129466.npy.gz,0.0,0.2444664,0.1488797,0.1610296,0.06185782,0.0,0.22175622,0.8881578947368421,0.0,0.0
PASD/ava_images___130457.npy.gz,0.0,0.28759733,0.18070883,0.20758718,0.08194503,0.0,0.27098596,0.8522727272727273,0.0,0.0
PASD/ava_images___133344.npy.gz,0.0,0.28656366,0.1015006,0.09713441,0.081584126,0.0,0.22301382,0.9282178217821783,0.0,0.0
PASD/ava_images___134133.npy.gz,0.0,0.20973113,0.09743091,0.09848136,0.055383556,0.0,0.19171843,0.8741258741258742,0.0,0.0
PASD/ava_images___134572.npy.gz,0.0,0.27466813,0.12915969,0.14505765,0.089480944,0.0,0.24568045,0.9014423076923077,0.0,0.0
PASD/ava_images___134683.npy.gz,0.0,0.30862832,0.13379966,0.16671753,0.0920611,0.0,0.2598408,0.8877840909090909,0.0,0.0
PASD/ava_images___135271.npy.gz,0.0,0.26054347,0.05924938,0.022107929,0.0660364,0.0,0.1816931,0.8782201405152225,0.0,0.0
PASD/ava_images___135691.npy.gz,0.0,0.27852604,0.099717356,0.093886465,0.08325796,0.0,0.23838958,0.8782201405152225,0.0,0.0
PASD/ava_images___136443.npy.gz,0.0,0.3587368,0.22910114,0.24609411,0.08389114,0.0,0.31618643,0.9084302325581395,0.0,0.0
PASD/ava_images___136509.npy.gz,0.0,0.27367,0.12739408,0.13398433,0.06728618,0.0,0.22979373,0.8703580901856764,0.0,0.0
PASD/ava_images___13700.npy.gz,0.0,0.3536038,0.2121788,0.23566335,0.08321418,0.052262664,0.308689,0.9642550647497276,0.0,0.0
PASD/ava_images___137812.npy.gz,0.0,0.08019051,0.03087555,0.027041376,0.020125695,0.0,0.06752157,0.8802816901408451,0.0,0.0
PASD/ava_images___1391.npy.gz,0.0,0.25180227,0.09299562,0.083331734,0.06241305,0.0,0.19944054,0.87890625,0.0,0.0
PASD/ava_images___140008.npy.gz,0.0,0.2493313,0.1261674,0.14452428,0.07088886,0.0,0.22868752,0.9375,0.0,0.0
PASD/ava_images___140582.npy.gz,0.0,0.19559479,0.0182683,0.00736624,0.038069326,0.0,0.09615111,0.8306962025316456,0.0,0.0
PASD/ava_images___140624.npy.gz,0.0,0.30799103,0.15693384,0.15672627,0.072109774,0.0,0.26685587,0.9375,0.0,0.0
PASD/ava_images___141670.npy.gz,0.0,0.29675245,0.16090965,0.1840288,0.0787443,0.0,0.2561366,0.9263833992094862,0.0,0.0
PASD/ava_images___144449.npy.gz,0.0,0.24788576,0.12448139,0.1382303,0.06721222,0.0,0.2194837,0.8544921875,0.0,0.0
PASD/ava_images___144898.npy.gz,0.0,0.29963416,0.16120653,0.18040317,0.081516124,0.0,0.26989898,0.87890625,0.0,0.0
PASD/ava_images___145037.npy.gz,0.0,0.2565533,0.09927694,0.08378124,0.064748034,0.0,0.2177377,0.8782201405152225,0.0,0.0
PASD/ava_images___145651.npy.gz,0.0,0.25479633,0.071947716,0.038434684,0.07210753,0.0,0.18684572,0.8802816901408451,0.0,0.0
PASD/ava_images___14628.npy.gz,0.0,0.2820334,0.14039113,0.17472953,0.08836692,0.0,0.25172344,0.8680555555555556,0.0,0.0
PASD/ava_images___146637.npy.gz,0.0,0.2893798,0.1860253,0.19751486,0.06745147,0.0,0.27419686,0.9191176470588235,0.0,0.0
PASD/ava_images___14765.npy.gz,0.0,0.19403845,0.03949187,0.0064255,0.052310653,0.0,0.13386744,0.9146341463414634,0.0,0.0
PASD/ava_images___148959.npy.gz,0.0,0.15474403,0.04212118,0.027873367,0.044621356,0.0,0.12757277,0.8581235697940504,0.0,0.0
PASD/ava_images___14910.npy.gz,0.0,0.24817598,0.13258272,0.13993675,0.05159583,0.052303314,0.2154645,0.9852216748768473,0.0,0.0
PASD/ava_images___150459.npy.gz,0.0,0.12221095,0.020703249,0.00970754,0.027311035,0.0,0.08803469,0.9191176470588235,0.0,0.0
PASD/ava_images___151493.npy.gz,0.0,0.19106701,0.01913546,0.005535543,0.03958198,0.0,0.1307135,0.9014423076923077,0.0,0.0
PASD/ava_images___152465.npy.gz,0.0,0.28299552,0.15297163,0.20099866,0.10531091,0.0,0.27359265,0.8782201405152225,0.0,0.0
PASD/ava_images___153365.npy.gz,0.0,0.30007982,0.22044733,0.23942694,0.07316038,0.0,0.28956994,0.91552734375,0.0,0.0
PASD/ava_images___155454.npy.gz,0.0,0.29879752,0.18514213,0.20115808,0.08156605,0.0,0.2756536,0.87890625,0.0,0.0
PASD/ava_images___156213.npy.gz,0.0,0.222269,0.095478676,0.09559888,0.055007596,0.0,0.18350115,0.8956226443258574,0.0,0.0
PASD/ava_images___157270.npy.gz,0.0,0.25956112,0.058571547,0.028165579,0.06377266,0.0,0.18877026,0.8782201405152225,0.0,0.0
PASD/ava_images___157327.npy.gz,0.0,0.2766878,0.13890538,0.14322007,0.068211585,0.0,0.24193686,0.911369332421964,0.0,0.0
PASD/ava_images___158047.npy.gz,0.0,0.30239153,0.15918885,0.19653288,0.09260129,0.0,0.2695486,0.9359400998336106,0.0,0.0
PASD/ava_images___158174.npy.gz,0.0,0.23465922,0.06445595,0.04781753,0.06658637,0.0,0.20682311,0.87890625,0.0,0.0
PASD/ava_images___158486.npy.gz,0.0,0.26124188,0.10803205,0.115086794,0.0762543,0.0,0.22198907,0.87890625,0.0,0.0
PASD/ava_images___161178.npy.gz,0.0,0.23323578,0.084288985,0.06605032,0.06363458,0.0,0.19651371,0.87890625,0.0,0.0
PASD/ava_images___162175.npy.gz,0.0,0.20518017,0.07813932,0.08383286,0.061519034,0.0,0.17450094,0.8484162895927602,0.0,0.0
PASD/ava_images___162432.npy.gz,0.0,0.31281585,0.16867559,0.1826719,0.07899542,0.031681806,0.27667916,0.982532751091703,0.0,0.0
PASD/ava_images___163186.npy.gz,0.0,0.29648814,0.15554865,0.16525888,0.069701724,0.0,0.24312395,0.87890625,0.0,0.0
PASD/ava_images___163426.npy.gz,0.0,0.25727674,0.028554866,1.8030405e-05,0.06977281,0.0,0.22347522,0.6961633663366337,0.0,0.0
PASD/ava_images___164231.npy.gz,0.0,0.24666241,0.11357429,0.123960435,0.057177696,0.0,0.19765973,0.8837337752002209,0.0,0.0
PASD/ava_images___165630.npy.gz,0.014629126,0.31619146,0.20271572,0.22536752,0.08223918,0.019031376,0.29933053,1.0,0.0,0.0
PASD/ava_images___165895.npy.gz,0.0,0.29553872,0.16906193,0.19044015,0.072413005,0.0,0.24957174,0.87890625,0.0,0.0
PASD/ava_images___16613.npy.gz,0.0,0.2779332,0.12198938,0.17135724,0.09543841,0.0,0.24347207,0.9028892455858748,0.0,0.0
PASD/ava_images___166880.npy.gz,0.0,0.26109046,0.06721536,0.02068445,0.07669641,0.0,0.21356738,0.8782201405152225,0.0,0.0
PASD/ava_images___170322.npy.gz,0.0,0.26381114,0.10461954,0.09460515,0.059767097,0.0,0.220092,0.91552734375,0.0,0.0
PASD/ava_images___170905.npy.gz,0.0,0.28668666,0.13611382,0.14545667,0.085765116,0.0,0.25151014,0.9375,0.0,0.0
PASD/ava_images___171261.npy.gz,0.0,0.23362139,0.025904242,0.0031148195,0.05446356,0.0,0.16164303,0.9231400437636762,0.0,0.0
PASD/ava_images___17440.npy.gz,0.0,0.25828537,0.0653583,0.025289774,0.06812223,0.0,0.19490546,0.8370535714285714,0.0,0.0
PASD/ava_images___174516.npy.gz,0.0,0.30480474,0.16563477,0.17997521,0.07262908,0.0,0.25030163,0.872093023255814,0.0,0.0
PASD/ava_images___175478.npy.gz,0.0,0.30030155,0.13031828,0.1583994,0.10025785,0.0,0.2649125,0.8553832116788321,0.0,0.0
PASD/ava_images___176399.npy.gz,0.0,0.24988708,0.10641929,0.11387694,0.07505417,0.0,0.22153705,0.8574695121951219,0.0,0.0
PASD/ava_images___17646.npy.gz,0.0,0.29713732,0.122958995,0.14200693,0.09474121,0.0,0.253094,0.87890625,0.0,0.0
PASD/ava_images___17861.npy.gz,0.0,0.24535143,0.108078666,0.12126523,0.072632626,0.0,0.22065935,0.9216589861751152,0.0,0.0
PASD/ava_images___18037.npy.gz,0.0,0.21394041,0.06404504,0.054802,0.047401104,0.0,0.16607356,0.87890625,0.0,0.0
PASD/ava_images___181806.npy.gz,0.0,0.2964219,0.1496991,0.17397621,0.08051241,0.0,0.2564707,0.8680555555555556,0.0,0.0
PASD/ava_images___18344.npy.gz,0.0,0.329287,0.15465073,0.16619247,0.086654454,0.0,0.28364304,0.87890625,0.0,0.0
PASD/ava_images___184213.npy.gz,0.0,0.20497859,0.04663573,0.008380741,0.060807355,0.0,0.16561854,0.8726728723404256,0.0,0.0
PASD/ava_images___187455.npy.gz,0.0,0.22861314,0.04937647,0.028064102,0.058079444,0.0,0.19848555,0.8782201405152225,0.0,0.0
PASD/ava_images___188439.npy.gz,0.0,0.27561906,0.09957284,0.07132292,0.079673216,0.0,0.24298227,0.9172909341079346,0.0,0.0
PASD/ava_images___190013.npy.gz,0.0,0.18670774,0.04434728,0.022075117,0.044578232,0.0,0.1293956,0.87890625,0.0,0.0
PASD/ava_images___192392.npy.gz,0.0,0.27480733,0.1286477,0.13891438,0.0689099,0.0,0.23273623,0.8680555555555556,0.0,0.0
PASD/ava_images___192414.npy.gz,0.0,0.20084596,0.092097364,0.1012007,0.064897895,0.0,0.18661204,0.9319085487077535,0.0,0.0
PASD/ava_images___195496.npy.gz,0.0,0.24092355,0.046992823,0.038180858,0.040993486,0.0,0.12038082,0.9266886326194399,0.0,0.0
PASD/ava_images___196330.npy.gz,0.0,0.26630723,0.119905114,0.1468902,0.086338684,0.0,0.24344161,0.8782201405152225,0.0,0.0
PASD/ava_images___196886.npy.gz,0.0,0.28674987,0.10536522,0.038953573,0.10028078,0.0,0.25997746,0.8761682242990654,0.0,0.0
PASD/ava_images___197047.npy.gz,0.0,0.13620585,0.028560396,0.013597667,0.034912407,0.0,0.10466921,0.8135682044866701,0.0,0.0
PASD/ava_images___197622.npy.gz,0.0,0.26477116,0.08564314,0.065291345,0.07427388,0.0,0.21462557,0.87890625,0.0,0.0
PASD/ava_images___198935.npy.gz,0.0,0.24371526,0.08028619,0.075306326,0.052321058,0.0,0.1776819,0.87890625,0.0,0.0
PASD/ava_images___200305.npy.gz,0.0,0.26033252,0.06482044,0.037322402,0.057740893,0.0,0.1687055,0.8782201405152225,0.0,0.0
PASD/ava_images___202341.npy.gz,0.0,0.24171951,0.05905329,0.01910448,0.0707885,0.0,0.19180909,0.9107468123861566,0.0,0.0
PASD/ava_images___203041.npy.gz,0.0,0.20929658,0.07843749,0.07041359,0.049358305,0.0,0.15081361,0.872093023255814,0.0,0.0
PASD/ava_images___204858.npy.gz,0.0,0.2555205,0.08326241,0.06443024,0.062592894,0.0,0.2144317,0.8660508083140878,0.0,0.0
PASD/ava_images___206569.npy.gz,0.0,0.2971327,0.16435854,0.18350083,0.07900788,0.0,0.25782207,0.8569469835466179,0.0,0.0
PASD/ava_images___20732.npy.gz,0.0,0.20613378,0.09666914,0.10752338,0.06038934,0.0,0.18941194,0.877079002079002,0.0,0.0
PASD/ava_images___208079.npy.gz,0.0,0.29979146,0.17198044,0.19334209,0.076929316,0.0,0.2610427,0.8698453608247423,0.0,0.0
PASD/ava_images___208304.npy.gz,0.0,0.282925,0.1068089,0.07370418,0.09116047,0.0,0.25221163,0.8716425619834711,0.0,0.0
PASD/ava_images___208633.npy.gz,0.0,0.31154907,0.09701494,0.075932145,0.08240148,0.0,0.24609643,0.8782201405152225,0.0,0.0
PASD/ava_images___208644.npy.gz,0.0,0.31351036,0.1718741,0.1917308,0.08037967,0.0,0.2880574,0.9092133620689655,0.0,0.0
PASD/ava_images___209603.npy.gz,0.0,0.2457481,0.13868846,0.1580019,0.06741444,0.0,0.22377399,0.8802816901408451,0.0,0.0
PASD/ava_images___210789.npy.gz,0.0,0.2771404,0.12575027,0.13393852,0.081340104,0.0,0.24254715,0.8945610687022901,0.0,0.0
PASD/ava_images___210908.npy.gz,0.0,0.253946,0.12844475,0.14870176,0.07238495,0.0,0.22433099,0.8140044281840894,0.0,0.0
PASD/ava_images___211431.npy.gz,0.0,0.21681279,0.050575692,0.029004872,0.054576583,0.0,0.18602818,0.9231400437636762,0.0,0.0
PASD/ava_images___217590.npy.gz,0.0,0.18668926,0.05334613,0.040970743,0.04068433,0.0,0.13762835,0.9263833992094862,0.0,0.0
PASD/ava_images___21894.npy.gz,0.0,0.18159133,0.06848661,0.06816232,0.052280914,0.0,0.15799823,0.8945610687022901,0.0,0.0
PASD/ava_images___220670.npy.gz,0.0,0.2684245,0.11775747,0.11822009,0.07356185,0.0,0.24612701,0.8782201405152225,0.0,0.0
PASD/ava_images___221347.npy.gz,0.0,0.2469346,0.12027199,0.13082701,0.06412467,0.0,0.21951795,0.87890625,0.0,0.0
PASD/ava_images___221954.npy.gz,0.0,0.19053662,0.053961635,0.035693288,0.046664488,0.0,0.14646548,0.8620689655172413,0.0,0.0
PASD/ava_images___224288.npy.gz,0.0,0.2743908,0.08341378,0.057770133,0.07388805,0.0,0.21663219,0.8500647668393783,0.0,0.0
PASD/ava_images___22464.npy.gz,0.0,0.24623305,0.1017204,0.106300175,0.07056874,0.0,0.21576813,0.877079002079002,0.0,0.0
PASD/ava_images___224980.npy.gz,0.0,0.30065084,0.14482103,0.18086696,0.09828916,0.0,0.2708007,0.8782201405152225,0.0,0.0
PASD/ava_images___227974.npy.gz,0.0,0.26622272,0.16135165,0.18278173,0.07314089,0.0,0.23579791,0.8503401360544217,0.0,0.0
PASD/ava_images___22866.npy.gz,0.0,0.27452344,0.11775591,0.13175279,0.09062272,0.0,0.25663584,0.8782201405152225,0.0,0.0
PASD/ava_images___228883.npy.gz,0.011658549,0.21557587,0.07595259,0.060002923,0.04941598,0.017853916,0.1682443,1.0,0.0,0.0
PASD/ava_images___229811.npy.gz,0.0,0.23343557,0.056537874,0.035119563,0.052388676,0.0,0.15977097,0.9209233791748527,0.0,0.0
PASD/ava_images___231102.npy.gz,0.0,0.32621884,0.16321348,0.17944354,0.079400964,0.0,0.26369807,0.8640552995391705,0.0,0.0
PASD/ava_images___232098.npy.gz,0.0,0.24299735,0.10506029,0.11249381,0.06673828,0.0,0.22259885,0.8389261744966443,0.0,0.0
PASD/ava_images___232564.npy.gz,0.000726521,0.2184625,0.09950522,0.09482449,0.04659272,0.030184299,0.17738536,1.0,0.0,0.0
PASD/ava_images___232713.npy.gz,0.0,0.25743598,0.09462054,0.057210863,0.08356652,0.0,0.2384975,0.8600917431192661,0.0,0.0
PASD/ava_images___232754.npy.gz,0.0,0.24248815,0.1061582,0.10721514,0.068988,0.0,0.21528524,0.8752593360995851,0.0,0.0
PASD/ava_images___234610.npy.gz,0.0,0.2526621,0.066381246,0.03679073,0.068025365,0.0,0.2033683,0.880741127348643,0.0,0.0
PASD/ava_images___235316.npy.gz,0.0,0.31544507,0.13744338,0.13876083,0.09823813,0.0,0.28161973,0.853997975708502,0.0,0.0
PASD/ava_images___236877.npy.gz,0.0,0.31293058,0.11807036,0.13497189,0.103574306,0.0,0.27415448,0.8862920168067226,0.0,0.0
PASD/ava_images___240542.npy.gz,0.0,0.27523857,0.17233837,0.1953407,0.077434435,0.0,0.24649245,0.87890625,0.0,0.0
PASD/ava_images___240606.npy.gz,0.0,0.24119309,0.09152038,0.079579026,0.07544775,0.0,0.2140401,0.8802816901408451,0.0,0.0
PASD/ava_images___242212.npy.gz,0.0,0.2391364,0.08970582,0.075476944,0.062411655,0.0,0.19656265,0.87890625,0.0,0.0
