sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024
QualiSR-Set120/RealESRGAN/ava_images___18037.npy.gz,RealESRGAN,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___18037.png,QualiSR-Set120,ava_images___18037,RealESRGAN/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-3.3626034,8.549742,-1.2670228,3.4744084,0.1502155,-1.2934556,0.8823285,0.41489184,-0.22036874,0.14567742,-0.23867336,0.68647593,-0.3767072,-0.21227562,0.07742296,0.867891,0.56931597,0.2708068,1.108663,-1.1241586,-0.46974134,1.9669704,5.024707,-1.0983075,0.99605393
QualiSR-Set120/SUPIR/ava_images___18037.npy.gz,SUPIR,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___18037.png,QualiSR-Set120,ava_images___18037,SUPIR/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-3.3626034,8.549742,-1.2670228,3.4744084,0.1502155,-1.2934556,0.8823285,0.41489184,-0.22036874,0.14567742,-0.23867336,0.68647593,-0.3767072,-0.21227562,0.07742296,0.867891,0.56931597,0.2708068,1.108663,-1.1241586,-0.46974134,1.9669704,5.024707,-1.0983075,0.99605393
QualiSR-Set120/PASD/ava_images___217590.npy.gz,PASD,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___217590.png,QualiSR-Set120,ava_images___217590,PASD/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-2.2700777,4.4727554,-0.3297307,1.611166,-0.49756134,-0.04760027,0.18179666,-0.03429377,-1.1516318,0.009056378,-0.37205294,0.24729086,-0.59354866,0.07142399,0.06879918,0.2415179,-0.3185033,-0.17336531,0.35747755,-0.15048756,-0.42828456,0.7218092,2.3913593,-0.42978787,0.54619634
QualiSR-Set120/RealESRGAN/ava_images___217590.npy.gz,RealESRGAN,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___217590.png,QualiSR-Set120,ava_images___217590,RealESRGAN/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-2.243442,4.458474,-0.32160717,1.5768104,-0.48735213,-0.07580495,0.18532777,-0.028872848,-1.1840147,0.008902326,-0.38174483,0.24902435,-0.57916963,0.0673278,0.067562595,0.26163173,-0.3347453,-0.15828727,0.3631873,-0.15244357,-0.43848276,0.7026542,2.371023,-0.42499608,0.5345645
QualiSR-Set120/SUPIR/ava_images___217590.npy.gz,SUPIR,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___217590.png,QualiSR-Set120,ava_images___217590,SUPIR/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-2.2700777,4.4727554,-0.3297307,1.611166,-0.49756134,-0.04760027,0.18179666,-0.03429377,-1.1516318,0.009056378,-0.37205294,0.24729086,-0.59354866,0.07142399,0.06879918,0.2415179,-0.3185033,-0.17336531,0.35747755,-0.15048756,-0.42828456,0.7218092,2.3913593,-0.42978787,0.54619634
QualiSR-Set120/PASD/ava_images___251530.npy.gz,PASD,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___251530.png,QualiSR-Set120,ava_images___251530,PASD/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-0.9832257,4.30005,1.7151654,-5.0107865,0.7401284,-3.8433604,-0.907206,1.113901,-3.25004,2.4140837,-1.9438617,2.21886,-0.7599369,1.2752573,-0.81005585,0.16255105,-2.654075,0.44313097,0.30247438,-0.5470485,-0.7562211,0.0066838562,-0.9647701,0.22358413,0.17078945
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-0.9886427,4.363054,1.7294422,-5.0118656,0.74354756,-3.8857946,-0.89250624,1.1325365,-3.342872,2.4457858,-1.9710782,2.2200823,-0.7849691,1.2757401,-0.83162177,0.1834616,-2.663492,0.43813187,0.32136524,-0.5684591,-0.7831379,0.010756522,-0.9538342,0.22128914,0.18737802
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-0.9832257,4.30005,1.7151654,-5.0107865,0.7401284,-3.8433604,-0.907206,1.113901,-3.25004,2.4140837,-1.9438617,2.21886,-0.7599369,1.2752573,-0.81005585,0.16255105,-2.654075,0.44313097,0.30247438,-0.5470485,-0.7562211,0.0066838562,-0.9647701,0.22358413,0.17078945
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,4.471296,6.358472,-3.183626,-1.1297222,4.855309,-1.8452237,2.9926217,-0.9946674,1.0015854,-1.3720976,1.3391973,-0.6743356,-3.5396814,-5.1602607,2.7412782,1.1334863,1.1611693,0.7048544,2.1067524,-1.1430062,-1.5936037,-0.16403404,-0.6012291,0.6474771,1.5112659
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,4.4715405,6.4475884,-3.1634839,-1.1945773,4.9169893,-1.8411663,2.920518,-0.9703973,1.0274466,-1.3195516,1.3507351,-0.5912857,-3.5386338,-5.1399417,2.735902,1.1699555,1.0764,0.72186023,2.0667052,-1.1672199,-1.5794725,-0.12281132,-0.5997503,0.64223737,1.5464997
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,4.471296,6.358472,-3.183626,-1.1297222,4.855309,-1.8452237,2.9926217,-0.9946674,1.0015854,-1.3720976,1.3391973,-0.6743356,-3.5396814,-5.1602607,2.7412782,1.1334863,1.1611693,0.7048544,2.1067524,-1.1430062,-1.5936037,-0.16403404,-0.6012291,0.6474771,1.5112659
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-2.7801394,-4.743374,-3.7546208,0.6958611,-2.1513298,0.019515276,2.9464135,1.911415,1.0329769,5.2416325,0.533081,2.5134978,-1.531932,-1.6349593,-2.647931,5.757991,0.554076,-3.3687963,1.2154882,0.18103607,0.06732459,-0.8510201,-0.9156965,-0.3318541,0.77920127
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-2.8306985,-4.76056,-3.7765954,0.7051443,-2.152617,0.05112803,2.9649613,1.9317006,1.0157002,5.283605,0.55040765,2.505784,-1.557747,-1.6529261,-2.6762733,5.8278046,0.5535305,-3.392561,1.2362479,0.20221862,0.086749956,-0.85050607,-0.9231571,-0.3123699,0.7750344
QualiSR-Set120/SUPIR/ava_images___273810.npy.gz,SUPIR,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___273810.png,QualiSR-Set120,ava_images___273810,SUPIR/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-2.7801394,-4.743374,-3.7546208,0.6958611,-2.1513298,0.019515276,2.9464135,1.911415,1.0329769,5.2416325,0.533081,2.5134978,-1.531932,-1.6349593,-2.647931,5.757991,0.554076,-3.3687963,1.2154882,0.18103607,0.06732459,-0.8510201,-0.9156965,-0.3318541,0.77920127
QualiSR-Set120/PASD/ava_images___295451.npy.gz,PASD,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___295451.png,QualiSR-Set120,ava_images___295451,PASD/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-2.2521832,-2.563722,-1.4342556,-0.24572378,-0.9073564,0.7388493,0.8276582,-0.46622628,-0.27486685,0.050826468,1.2036544,1.4985187,0.23103023,1.0729632,-0.24097934,0.51349616,-0.9836909,0.38802677,-1.1985736,-1.19338,-2.978174,-1.3497591,4.008713,4.2974176,-2.680034
QualiSR-Set120/RealESRGAN/ava_images___295451.npy.gz,RealESRGAN,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___295451.png,QualiSR-Set120,ava_images___295451,RealESRGAN/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-2.2853665,-2.5599368,-1.4265404,-0.23862639,-0.9196074,0.7330855,0.81528074,-0.4727347,-0.29675284,0.07337858,1.212748,1.4729546,0.21820796,1.0486784,-0.2275286,0.5168305,-0.98141843,0.37638578,-1.2149949,-1.1857269,-2.958259,-1.3494132,3.98885,4.2884784,-2.653721
QualiSR-Set120/SUPIR/ava_images___295451.npy.gz,SUPIR,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___295451.png,QualiSR-Set120,ava_images___295451,SUPIR/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-2.2521832,-2.563722,-1.4342556,-0.24572378,-0.9073564,0.7388493,0.8276582,-0.46622628,-0.27486685,0.050826468,1.2036544,1.4985187,0.23103023,1.0729632,-0.24097934,0.51349616,-0.9836909,0.38802677,-1.1985736,-1.19338,-2.978174,-1.3497591,4.008713,4.2974176,-2.680034
QualiSR-Set120/PASD/ava_images___308473.npy.gz,PASD,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___308473.png,QualiSR-Set120,ava_images___308473,PASD/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,8.51733,3.9433134,-1.5976913,-2.8233566,4.9041233,2.0454922,2.8529046,-1.5507138,4.4837184,3.3277829,3.006825,2.1934783,2.1262197,0.6714009,-2.913105,-0.5774987,-1.309539,1.25775,-2.7832499,-3.0579116,3.7826068,-0.6412556,0.385905,-0.8272858,-0.87247217
QualiSR-Set120/RealESRGAN/ava_images___308473.npy.gz,RealESRGAN,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___308473.png,QualiSR-Set120,ava_images___308473,RealESRGAN/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,8.540449,3.9589646,-1.569536,-2.8115854,4.8358545,2.0397184,2.897423,-1.5501809,4.453156,3.3227546,3.0186996,2.176131,2.10532,0.62385666,-2.9034626,-0.57841814,-1.3108165,1.2872236,-2.695211,-3.0558646,3.7437632,-0.6678367,0.3785413,-0.84530836,-0.8509531
QualiSR-Set120/SUPIR/ava_images___308473.npy.gz,SUPIR,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___308473.png,QualiSR-Set120,ava_images___308473,SUPIR/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,8.51733,3.9433134,-1.5976913,-2.8233566,4.9041233,2.0454922,2.8529046,-1.5507138,4.4837184,3.3277829,3.006825,2.1934783,2.1262197,0.6714009,-2.913105,-0.5774987,-1.309539,1.25775,-2.7832499,-3.0579116,3.7826068,-0.6412556,0.385905,-0.8272858,-0.87247217
QualiSR-Set120/PASD/ava_images___321917.npy.gz,PASD,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___321917.png,QualiSR-Set120,ava_images___321917,PASD/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,0.4748267,3.0868573,4.0557594,-3.0229142,3.3973403,0.89169073,2.4490454,3.8197565,-0.99144125,-0.13636875,-1.7405744,1.4383686,0.2125566,-0.065563574,-1.0428629,-1.5633197,0.742035,-0.165956,1.6682072,1.2848411,0.729417,-0.23545519,-0.49451685,0.090006635,-1.7173688
QualiSR-Set120/RealESRGAN/ava_images___321917.npy.gz,RealESRGAN,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___321917.png,QualiSR-Set120,ava_images___321917,RealESRGAN/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,0.4748267,3.0868573,4.0557594,-3.0229142,3.3973403,0.89169073,2.4490454,3.8197565,-0.99144125,-0.13636875,-1.7405744,1.4383686,0.2125566,-0.065563574,-1.0428629,-1.5633197,0.742035,-0.165956,1.6682072,1.2848411,0.729417,-0.23545519,-0.49451685,0.090006635,-1.7173688
QualiSR-Set120/SUPIR/ava_images___321917.npy.gz,SUPIR,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___321917.png,QualiSR-Set120,ava_images___321917,SUPIR/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,0.4748267,3.0868573,4.0557594,-3.0229142,3.3973403,0.89169073,2.4490454,3.8197565,-0.99144125,-0.13636875,-1.7405744,1.4383686,0.2125566,-0.065563574,-1.0428629,-1.5633197,0.742035,-0.165956,1.6682072,1.2848411,0.729417,-0.23545519,-0.49451685,0.090006635,-1.7173688
QualiSR-Set120/PASD/ava_images___360165.npy.gz,PASD,ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___360165.png,QualiSR-Set120,ava_images___360165,PASD/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___360165.png,train,-1.511297,-0.6238972,0.35049957,-0.20301929,-1.4184619,1.5201659,-0.124347344,-1.1255833,0.06426117,0.22055668,0.5980334,-0.35746545,-0.40984982,-0.1872972,-0.215283,-0.76009905,-0.28927827,0.20802766,-0.059743896,0.7950154,-0.15466054,-0.8696656,0.7474278,0.73770005,-1.4498694
