sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009
QualiSR-Set120/RealESRGAN/ava_images___18037.npy.gz,RealESRGAN,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___18037.png,QualiSR-Set120,ava_images___18037,RealESRGAN/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-9.990379,-12.938805,-9.481963,-6.3648252,-14.081976,-7.5992284,-8.356612,2.213747,-8.979769,-9.41631
QualiSR-Set120/SUPIR/ava_images___18037.npy.gz,SUPIR,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___18037.png,QualiSR-Set120,ava_images___18037,SUPIR/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-9.990379,-12.938805,-9.481963,-6.3648252,-14.081976,-7.5992284,-8.356612,2.213747,-8.979769,-9.41631
QualiSR-Set120/PASD/ava_images___217590.npy.gz,PASD,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___217590.png,QualiSR-Set120,ava_images___217590,PASD/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.8547735,-12.574227,-9.247287,-6.04752,-13.193314,-6.355573,-6.0500574,2.3181713,-9.680952,-8.842537
QualiSR-Set120/RealESRGAN/ava_images___217590.npy.gz,RealESRGAN,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___217590.png,QualiSR-Set120,ava_images___217590,RealESRGAN/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.9086323,-12.557337,-9.201387,-6.055217,-13.187158,-6.329167,-6.0139866,2.2820141,-9.665328,-8.82544
QualiSR-Set120/SUPIR/ava_images___217590.npy.gz,SUPIR,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___217590.png,QualiSR-Set120,ava_images___217590,SUPIR/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.8547735,-12.574227,-9.247287,-6.04752,-13.193314,-6.355573,-6.0500574,2.3181713,-9.680952,-8.842537
QualiSR-Set120/PASD/ava_images___251530.npy.gz,PASD,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___251530.png,QualiSR-Set120,ava_images___251530,PASD/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-10.298296,-11.538277,-9.143879,-7.094345,-12.648576,-9.097283,-7.6935587,1.96619,-8.523138,-8.840128
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-10.250063,-11.539094,-9.1511345,-7.042577,-12.578482,-9.048727,-7.6278977,1.9587677,-8.511271,-8.818114
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-10.298296,-11.538277,-9.143879,-7.094345,-12.648576,-9.097283,-7.6935587,1.96619,-8.523138,-8.840128
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.2510757,-12.693567,-3.776147,-2.9281032,-12.350698,-9.529483,-11.893993,-1.318157,-13.114321,-6.016673
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.5082264,-12.632684,-3.8002524,-3.060037,-12.333411,-9.494731,-11.685938,-1.3402927,-13.103289,-5.980417
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.2510757,-12.693567,-3.776147,-2.9281032,-12.350698,-9.529483,-11.893993,-1.318157,-13.114321,-6.016673
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-26.616123,-1.5060892,18.139416,-15.267347,13.963547,-8.564978,35.071648,24.644398,86.17316,-26.939936
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-26.561182,-1.5022573,18.06633,-15.154825,13.962854,-8.518163,34.957607,24.674091,85.70294,-26.855665
QualiSR-Set120/SUPIR/ava_images___273810.npy.gz,SUPIR,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___273810.png,QualiSR-Set120,ava_images___273810,SUPIR/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-26.616123,-1.5060892,18.139416,-15.267347,13.963547,-8.564978,35.071648,24.644398,86.17316,-26.939936
QualiSR-Set120/PASD/ava_images___295451.npy.gz,PASD,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___295451.png,QualiSR-Set120,ava_images___295451,PASD/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-14.247511,-8.816633,-2.5133362,-7.190001,-7.0149226,-6.6916738,-2.840479,7.4170685,1.0446749,-8.59348
QualiSR-Set120/RealESRGAN/ava_images___295451.npy.gz,RealESRGAN,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___295451.png,QualiSR-Set120,ava_images___295451,RealESRGAN/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-14.208258,-8.798304,-2.4474497,-7.067786,-6.9979978,-6.6301084,-2.7627263,7.333877,1.0491028,-8.574353
QualiSR-Set120/SUPIR/ava_images___295451.npy.gz,SUPIR,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___295451.png,QualiSR-Set120,ava_images___295451,SUPIR/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-14.247511,-8.816633,-2.5133362,-7.190001,-7.0149226,-6.6916738,-2.840479,7.4170685,1.0446749,-8.59348
QualiSR-Set120/PASD/ava_images___308473.npy.gz,PASD,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___308473.png,QualiSR-Set120,ava_images___308473,PASD/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-2.958377,-11.983038,-7.2241254,-9.714552,-12.635502,-8.612712,-13.304682,-7.252285,-9.600002,-8.616441
QualiSR-Set120/RealESRGAN/ava_images___308473.npy.gz,RealESRGAN,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___308473.png,QualiSR-Set120,ava_images___308473,RealESRGAN/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-3.1450558,-11.807411,-7.262416,-9.650999,-12.631363,-8.457174,-13.228117,-7.207203,-9.691181,-8.667909
QualiSR-Set120/SUPIR/ava_images___308473.npy.gz,SUPIR,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___308473.png,QualiSR-Set120,ava_images___308473,SUPIR/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-2.958377,-11.983038,-7.2241254,-9.714552,-12.635502,-8.612712,-13.304682,-7.252285,-9.600002,-8.616441
QualiSR-Set120/PASD/ava_images___321917.npy.gz,PASD,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___321917.png,QualiSR-Set120,ava_images___321917,PASD/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,-4.597058,-14.422782,-11.314063,-4.1123114,-10.542661,-7.5822725,-9.105099,-0.70339847,-17.103367,-8.837665
QualiSR-Set120/RealESRGAN/ava_images___321917.npy.gz,RealESRGAN,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___321917.png,QualiSR-Set120,ava_images___321917,RealESRGAN/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,-4.597058,-14.422782,-11.314063,-4.1123114,-10.542661,-7.5822725,-9.105099,-0.70339847,-17.103367,-8.837665
QualiSR-Set120/SUPIR/ava_images___321917.npy.gz,SUPIR,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___321917.png,QualiSR-Set120,ava_images___321917,SUPIR/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,-4.597058,-14.422782,-11.314063,-4.1123114,-10.542661,-7.5822725,-9.105099,-0.70339847,-17.103367,-8.837665
QualiSR-Set120/PASD/ava_images___360165.npy.gz,PASD,ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___360165.png,QualiSR-Set120,ava_images___360165,PASD/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___360165.png,train,-12.021152,-35.287575,155.38672,45.97377,3.6633425,10.369482,-17.827562,-2.228468,-11.905567,3.8152657
QualiSR-Set120/RealESRGAN/ava_images___360165.npy.gz,RealESRGAN,ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___360165.png,QualiSR-Set120,ava_images___360165,RealESRGAN/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___360165.png,train,-12.073895,-35.347786,156.32962,46.255203,3.8411388,10.522093,-17.811062,-2.2943525,-11.930214,3.8963394
QualiSR-Set120/SUPIR/ava_images___360165.npy.gz,SUPIR,ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___360165.png,QualiSR-Set120,ava_images___360165,SUPIR/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___360165.png,train,-12.021152,-35.287575,155.38672,45.97377,3.6633425,10.369482,-17.827562,-2.228468,-11.905567,3.8152657
QualiSR-Set120/PASD/ava_images___426629.npy.gz,PASD,ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___426629.png,QualiSR-Set120,ava_images___426629,PASD/ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___426629.png,test,-10.098915,-10.992917,-7.8327293,-6.6914134,-12.393057,-5.61729,-6.7292304,2.697919,-9.02696,-7.08587
QualiSR-Set120/RealESRGAN/ava_images___426629.npy.gz,RealESRGAN,ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___426629.png,QualiSR-Set120,ava_images___426629,RealESRGAN/ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___426629.png,test,-10.098915,-10.992917,-7.8327293,-6.6914134,-12.393057,-5.61729,-6.7292304,2.697919,-9.02696,-7.08587
QualiSR-Set120/SUPIR/ava_images___426629.npy.gz,SUPIR,ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___426629.png,QualiSR-Set120,ava_images___426629,SUPIR/ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___426629.png,test,-10.098915,-10.992917,-7.8327293,-6.6914134,-12.393057,-5.61729,-6.7292304,2.697919,-9.02696,-7.08587
QualiSR-Set120/PASD/ava_images___436880.npy.gz,PASD,ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___436880.png,QualiSR-Set120,ava_images___436880,PASD/ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___436880.png,train,-5.3341947,0.4927492,-8.451053,-16.929878,-11.185396,-7.5773487,-20.906288,-2.2062244,-0.5167794,-9.401655
QualiSR-Set120/RealESRGAN/ava_images___436880.npy.gz,RealESRGAN,ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___436880.png,QualiSR-Set120,ava_images___436880,RealESRGAN/ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___436880.png,train,-5.3341947,0.4927492,-8.451053,-16.929878,-11.185396,-7.5773487,-20.906288,-2.2062244,-0.5167794,-9.401655
QualiSR-Set120/SUPIR/ava_images___436880.npy.gz,SUPIR,ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___436880.png,QualiSR-Set120,ava_images___436880,SUPIR/ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___436880.png,train,-5.3341947,0.4927492,-8.451053,-16.929878,-11.185396,-7.5773487,-20.906288,-2.2062244,-0.5167794,-9.401655
QualiSR-Set120/PASD/ava_images___46021.npy.gz,PASD,ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___46021.png,QualiSR-Set120,ava_images___46021,PASD/ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___46021.png,train,-12.070353,-12.263952,-8.211786,2.9147897,-6.288506,-10.118675,-6.280515,5.34161,-11.836261,-5.719734
QualiSR-Set120/RealESRGAN/ava_images___46021.npy.gz,RealESRGAN,ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___46021.png,QualiSR-Set120,ava_images___46021,RealESRGAN/ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___46021.png,train,-12.070353,-12.263952,-8.211786,2.9147897,-6.288506,-10.118675,-6.280515,5.34161,-11.836261,-5.719734
QualiSR-Set120/SUPIR/ava_images___46021.npy.gz,SUPIR,ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___46021.png,QualiSR-Set120,ava_images___46021,SUPIR/ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___46021.png,train,-12.070353,-12.263952,-8.211786,2.9147897,-6.288506,-10.118675,-6.280515,5.34161,-11.836261,-5.719734
QualiSR-Set120/PASD/ava_images___472713.npy.gz,PASD,ava_images___472713.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___472713.png,QualiSR-Set120,ava_images___472713,PASD/ava_images___472713.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___472713.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___472713.png,test,-5.5851107,-0.98996544,-1.4319134,4.1641536,-0.5730438,1.4041944,7.612199,8.721403,9.154312,-2.2198262
