sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024,vgg_pca_025,vgg_pca_026,vgg_pca_027,vgg_pca_028,vgg_pca_029,vgg_pca_030,vgg_pca_031,vgg_pca_032,vgg_pca_033,vgg_pca_034,vgg_pca_035,vgg_pca_036,vgg_pca_037,vgg_pca_038,vgg_pca_039,vgg_pca_040,vgg_pca_041,vgg_pca_042,vgg_pca_043,vgg_pca_044,vgg_pca_045,vgg_pca_046,vgg_pca_047,vgg_pca_048,vgg_pca_049,vgg_pca_050,vgg_pca_051,vgg_pca_052,vgg_pca_053,vgg_pca_054,vgg_pca_055,vgg_pca_056,vgg_pca_057,vgg_pca_058,vgg_pca_059,vgg_pca_060,vgg_pca_061,vgg_pca_062,vgg_pca_063,vgg_pca_064,vgg_pca_065,vgg_pca_066,vgg_pca_067,vgg_pca_068,vgg_pca_069,vgg_pca_070,vgg_pca_071,vgg_pca_072,vgg_pca_073,vgg_pca_074
PASD:ava_images___600103,PASD,ava_images___600103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___600103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___600103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___600103.png,test,-14.277283,-0.796896,-2.8880858,5.4546294,10.332453,7.2646914,-1.3209004,-7.1795826,-0.12882233,2.0866175,-2.4409785,-3.0125067,1.2713585,8.201272,-1.4538844,-2.341134,12.109753,7.659452,0.57585084,4.2075214,0.12481451,6.286238,-0.40051198,11.425797,1.3587139,-0.5103597,0.68758965,-7.7805233,2.8075497,-1.5899509,-0.9999621,0.43062675,-0.91200376,-4.0052648,-1.9768116,1.4045982,2.4572697,-2.0674875,-3.246756,0.72853124,-6.7322345,5.648077,-0.9600507,0.9562799,0.85788476,-0.20219165,-2.5689225,-0.5047617,-1.4739641,-1.4734955,1.6847814,-1.0670658,2.6641145,1.561902,2.1605997,-2.0995898,-4.1986814,-2.777917,4.4419327,-3.930296,1.9276171,1.8571829,0.28351355,0.9122111,1.9087532,1.1441039,2.3413594,-1.6309246,-4.727913,-1.7843715,-4.932521,3.0046415,-0.1128436,1.0345628,1.5428889
PASD:ava_images___601147,PASD,ava_images___601147.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___601147.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___601147.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___601147.png,test,29.689693,26.996824,21.412142,-0.43267703,-12.8316765,8.790556,5.464203,0.11276078,11.820211,-13.969754,-0.17727876,-4.45055,14.899223,-1.387213,-13.307511,-10.046703,4.59902,2.2637444,5.962593,-4.938596,-9.084873,3.4778934,5.490802,4.856522,1.0126764,0.2558068,-5.194116,-2.739395,9.809554,-0.38406503,-8.857147,-4.4053373,4.3951945,-1.8719395,0.14332157,6.113365,2.9173288,5.45782,4.815718,3.6063468,7.18281,3.4042258,-0.20449603,5.1157937,-8.527233,3.0095692,3.374154,1.8372998,-2.7502456,3.8454516,1.2639419,-9.409322,-2.339819,-0.048820972,3.4835796,-3.0689402,-1.9021142,-9.103273,3.6514757,0.7977011,-1.8012176,1.1279298,3.2780173,-6.548987,0.58818364,-9.194185,-3.3115706,-3.9673727,-2.1189468,0.37375903,7.760842,-3.0506334,-2.288513,-1.9894123,-1.3019572
PASD:ava_images___603206,PASD,ava_images___603206.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___603206.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___603206.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___603206.png,train,23.051403,-53.205048,-15.244685,-59.778984,-9.426465,40.980488,3.2510648,7.5185423,31.080307,12.840171,38.449673,36.96882,-122.73266,-106.19295,54.453457,4.4192967,76.79624,57.703075,-28.653154,-9.677008,-45.88329,-5.966477,-14.263192,-24.007881,-42.360332,23.15458,-10.562824,-0.9423827,-12.135161,-59.053764,-8.710163,-16.756498,-10.21274,51.240673,4.819765,-27.381737,21.81333,7.23377,-54.17855,-19.871729,1.2459965,6.1380496,21.361712,30.44152,-38.717304,-3.4778268,11.942737,-16.49828,1.1414608,-0.48029143,-32.28534,-18.938246,21.444304,6.555045,36.83356,-31.537352,18.387623,-14.658952,-12.765671,-10.487279,-10.358629,12.814476,-8.022729,-8.3158,2.5857477,-26.710833,8.379043,-11.42348,13.585789,21.80917,7.4816833,-10.167118,8.398942,-11.45015,0.2903552
PASD:ava_images___606,PASD,ava_images___606.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___606.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___606.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___606.png,test,-15.873363,-11.248974,6.1091995,10.845665,22.703445,-8.753624,0.21444416,-2.868633,6.35191,3.5571547,1.9241364,15.736521,2.8217454,0.67351246,5.7730727,-20.567585,-0.06837177,-5.190048,0.45119524,-16.566599,1.8330643,-7.5100465,5.52171,3.634089,9.059051,-7.612607,-1.9600278,-9.157748,7.150857,2.6924949,6.38453,-3.0432544,-4.801861,9.723003,-5.89515,17.463905,5.821339,3.9316037,-6.6884255,-1.6146467,-3.3214602,-0.36054933,7.989378,-6.978394,0.38706517,-0.48887324,1.2627947,-2.1009083,-2.0827885,6.0557775,2.73589,6.6541023,-1.0845517,-5.8865376,-0.54328775,0.7450329,5.130569,0.8367008,-0.699479,-2.3840077,-5.3762174,6.219167,2.9170263,5.3715606,1.9903865,-2.336322,1.2730309,3.6919582,-0.33560383,-1.8433304,-5.191099,6.840716,3.2395346,-7.0095005,-1.4366688
PASD:ava_images___606654,PASD,ava_images___606654.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___606654.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___606654.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___606654.png,test,-10.983343,1.6435318,-23.733952,-25.163786,-23.342218,3.4313147,-12.367283,22.548847,-4.9428678,-14.226243,4.626833,-1.3517416,-12.844063,5.5812354,10.763711,-11.301639,-4.321888,-14.108686,-4.6011863,-6.841957,12.862927,18.023478,-0.9723908,-5.2532673,10.856097,-3.113226,3.3839939,5.704395,-2.3520403,-1.2470368,3.2946422,3.7172923,-9.858898,3.8315635,-0.62056106,4.618042,8.794895,-6.375643,1.1172817,3.326082,11.33586,2.074501,-0.7334844,2.6117904,2.7869911,1.7326179,-2.3631983,-2.4738092,-4.1552005,1.5518005,2.3847075,-0.39105612,-5.910427,-6.8504314,-2.230171,0.40546894,-4.2135267,-10.251342,1.5944185,-0.95711637,-7.787232,1.3677251,-6.9946423,-4.344192,4.138847,-1.8308996,1.0050368,-2.5926158,-1.9582822,-3.9877207,2.799478,-0.5521784,1.5954194,3.2879329,-1.3999007
PASD:ava_images___608916,PASD,ava_images___608916.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___608916.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___608916.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___608916.png,test,-13.118824,-0.7016697,-11.499653,-12.38942,-1.6111329,-15.123299,14.813368,2.5822463,-11.814856,3.0410938,9.696805,10.588366,6.8037577,12.69858,3.6872716,-7.0326643,1.3986452,2.9575543,-2.617895,3.5799205,1.8296993,4.271632,-1.4895335,-0.409513,1.7922785,-5.0664,3.8199086,-2.6648123,0.66018504,2.3456085,-2.4877584,-4.137286,8.914829,3.008616,4.688971,0.596833,-2.2865388,-4.4488883,1.7915788,3.0856621,1.5772114,7.4596634,0.50793695,-5.0234756,1.4815612,0.43262511,3.1213965,-1.2184341,-1.238251,4.305019,4.3255386,-3.4353046,2.8891492,-1.9573758,3.4983735,-0.3028474,0.77856743,-1.5807227,0.09561741,-1.095376,3.171514,-0.042228937,-2.3567924,4.1461086,1.5694363,-2.329138,-0.7553561,1.0816044,0.5577297,-2.4530063,-0.15512478,0.31684917,-0.14437163,2.5666504,-2.1464295
PASD:ava_images___611089,PASD,ava_images___611089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___611089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___611089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___611089.png,train,24.658043,11.30876,3.0972579,-18.370615,-31.26235,9.456408,12.238775,-1.2924764,9.379055,8.808035,-8.3988905,5.1140614,7.1091404,-4.8644667,-3.7953696,-33.716908,10.566138,-6.9828033,2.1452174,-6.725853,1.0293117,21.87752,2.9760218,-6.2681775,-0.5906277,-11.813768,-18.298182,13.078877,-9.897676,-4.337188,-26.426691,-4.069234,0.53646934,-5.2472367,14.251993,-3.80278,-12.944366,5.6418934,10.416737,-18.293549,4.9198084,3.7352805,24.599033,-17.115372,5.963643,-3.216072,17.598314,1.2169377,-7.3972445,9.493391,0.9140632,3.0538363,-16.192244,-4.7250977,-8.349749,4.271029,-1.4348041,-4.041885,2.4289014,-1.1422848,8.918404,22.044817,-10.118034,-3.5065308,4.090656,1.1415926,-5.418166,-3.5987098,-18.555325,-13.594209,-4.690883,-15.596647,3.3302975,5.980353,-5.4618683
PASD:ava_images___612298,PASD,ava_images___612298.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___612298.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___612298.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___612298.png,test,-31.565264,13.822712,7.662807,-4.8453307,1.4402175,-2.7082262,3.9476511,1.1478248,0.6162441,-4.8769727,-2.654109,-2.8578348,0.9579434,-3.5540805,3.6700938,4.398639,4.3773756,-0.19698668,3.8192506,1.7633069,2.709554,-2.6608691,1.5831478,1.6997278,2.936064,1.7091634,3.0538802,-3.216148,3.4510458,-1.4770576,-1.387083,-3.9619431,-0.16025448,-0.30049253,-1.909452,-0.16268396,-3.9378533,-2.4459777,-3.1017766,0.6010808,-2.4740598,2.1120172,1.0457107,-1.1527479,0.6663798,-1.9763446,3.3148048,5.6888027,3.1383886,0.4660532,1.0345459,-1.1788061,1.1990702,0.05617988,1.3971984,4.5803356,2.0061636,2.670247,-2.8042212,-0.6705973,-1.3414617,-3.1260438,-0.8453126,3.0916631,-0.25286198,-0.16727096,-2.4335194,-0.8477855,4.368086,3.97732,-1.140529,0.9471451,-0.36823407,-0.63808453,0.24318767
PASD:ava_images___61359,PASD,ava_images___61359.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___61359.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___61359.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___61359.png,test,37.943615,-51.792534,-29.973564,-8.906862,-8.311002,12.729994,47.241287,9.254231,9.973341,7.5130424,-8.909731,26.566833,40.435196,-36.24032,-8.873376,3.4096098,-26.524868,8.689884,20.004786,-19.243935,0.67511487,3.206903,-11.81821,7.493636,2.4426026,-3.2144787,-2.6801767,1.7603456,10.197162,5.7251954,-16.829441,9.768734,-14.9745245,-14.653664,10.948611,13.504807,14.958705,9.35697,-2.3218732,12.44844,9.092974,-7.9138556,-5.7505603,3.7286918,-10.931035,2.3398063,-2.7679658,17.376663,9.073104,-7.150396,-10.708602,-13.388341,7.0925646,18.380182,-1.024698,-2.65315,-0.9631746,4.771994,-9.384866,3.5969763,2.6375604,2.367728,11.4019,-12.458169,-5.148487,13.664435,-2.0800748,-11.020658,7.072162,-6.2515736,-4.8837166,6.720329,-6.3258724,-8.321937,-19.950052
PASD:ava_images___617448,PASD,ava_images___617448.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___617448.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___617448.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___617448.png,test,18.350906,-16.238441,-31.8417,-15.644669,-9.361317,-8.186184,-3.0779643,14.775179,12.378302,-6.3594723,15.4952755,-22.290657,7.235767,-1.529079,2.451686,17.212482,-7.8715973,0.5361254,-5.2153454,-1.4992086,3.635083,-10.649947,-1.6184522,17.573137,-9.946783,6.318346,10.213352,-4.745144,-14.750333,-1.332868,2.5944846,-3.783033,-4.54552,10.023792,-3.3121145,2.843502,-3.9617877,5.184281,-7.5624146,7.3229785,-0.5090878,-0.77400446,-11.487474,-2.687043,-9.510691,1.0514994,-8.972951,4.971694,1.5284587,-5.142103,0.28141907,6.3824196,2.4916477,2.5130618,-3.674051,2.1217484,-0.57122034,8.846209,-3.4909332,-4.2900047,5.513756,4.2974143,0.082176566,-2.9566288,-2.9690986,-4.874601,1.2359815,-0.7748145,2.0706685,3.2454965,-1.8699024,-3.8405542,-5.888491,-2.2473547,-0.22829556
PASD:ava_images___618335,PASD,ava_images___618335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___618335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___618335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___618335.png,test,-9.891521,4.070318,-10.816688,-12.830915,-8.9488945,1.9195697,4.3837395,1.8873279,-7.7044487,2.8975558,6.3218966,4.507346,-11.529428,2.2097573,-5.551551,5.41305,3.842537,-3.1591718,-4.2477665,4.2946777,0.09253907,3.1777444,8.707579,6.3758674,1.9556012,-6.6764984,9.679688,3.586123,-7.8111234,0.16004705,4.1516476,-7.7700877,1.3910002,-5.011893,-3.7330325,-3.005388,8.54127,-3.384503,-0.19662666,3.4664273,-5.0758476,-6.642636,-0.7323812,-1.6932244,-4.4609585,3.0221727,-1.2847241,-3.1043391,-5.630087,-0.4192596,5.040076,-0.76540273,-3.2468271,0.45711613,-3.7733443,6.14994,-0.36392847,-1.3254205,-1.4769061,-6.1626434,2.191853,-2.8017845,-4.0493546,0.8740323,7.4355664,0.37879944,-2.1873531,-2.0215046,3.8703272,-2.9222436,2.983078,-4.5888977,-0.56250834,1.2580662,-5.688097
PASD:ava_images___61920,PASD,ava_images___61920.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___61920.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___61920.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___61920.png,test,28.521252,5.010726,20.137907,-19.493324,-22.24851,13.461489,19.708508,2.9596548,11.539572,15.775977,-6.3224955,-0.9149933,11.703314,19.496078,-10.08286,-19.473839,-11.84479,6.67781,11.1137495,-0.9102864,3.0049427,9.219089,-8.008983,4.410102,1.2456787,-7.5711274,-17.26066,16.503002,-1.6861609,-3.995142,-4.607205,-4.450761,-4.31513,3.9717703,2.4447458,4.077377,11.503226,3.7363045,-11.846909,-3.2095199,-12.304301,-2.8930187,3.0698986,4.495088,-9.743896,1.4787524,11.734247,-1.6511276,0.83273995,-5.129582,-4.625333,1.2079915,-7.349667,1.8641045,0.53758657,-2.4859622,6.513942,1.8713305,-0.98474014,-3.92217,2.8450274,9.001961,6.444585,1.0206095,6.6785836,10.151003,0.034307957,3.7641222,1.4580443,-5.5831184,8.411214,-6.092506,-1.1416903,-1.60659,-10.07205
PASD:ava_images___619681,PASD,ava_images___619681.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___619681.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___619681.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___619681.png,test,5.901081,-13.301668,-8.539465,-0.3706529,10.957319,19.177626,0.64622545,1.5193048,-0.67367125,0.01802826,-7.596858,5.1277905,-1.3908424,14.340205,-7.7062674,4.681946,10.253582,2.3094735,-5.858639,1.9319541,-5.0185523,15.666303,3.419921,10.056047,-7.3909273,-0.48280036,-10.70945,4.66935,-2.6188889,-0.7691978,-0.4849577,9.532121,0.697528,-13.180905,0.5885398,-0.006478071,-5.330106,6.4438376,5.050036,2.4841726,1.6940317,4.8108435,-7.3158236,6.3634396,3.650585,2.5016842,1.911215,-5.5940037,-0.14810896,4.683859,-0.6450572,0.32640576,2.560873,0.61720943,-2.1325557,-3.9564066,0.9036485,1.1654061,-9.127858,8.113756,2.678104,0.6899469,9.383262,1.9048157,6.270555,-7.581511,1.1383703,7.6302915,-6.28058,-1.4548957,-3.2672915,-1.4957783,-7.598264,-0.8952219,-0.8674655
PASD:ava_images___622165,PASD,ava_images___622165.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___622165.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___622165.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___622165.png,test,-31.665174,17.90131,14.904663,-5.0278206,-2.994373,1.9204297,1.5980463,2.2586606,0.27556348,-0.847742,-7.3671637,-6.2201114,-2.1155474,-3.845693,3.0483618,8.183716,-1.4209027,-0.95197344,5.7956963,5.2657433,0.63977075,-0.4902867,-2.6236877,0.71474195,-1.9687989,3.8968186,-2.0738585,-6.448516,2.0109186,2.4727774,-1.2472875,-0.09690681,-1.6014228,1.4014493,3.3229237,-2.0094683,-3.575098,-0.0035946425,0.28121257,0.8830409,3.3468852,0.9503757,0.67752814,1.895565,0.8666736,-2.8634024,5.3997316,6.701398,1.407466,-0.77248275,0.04160154,-0.88960195,0.9833627,-3.4141788,3.2386189,3.061654,1.4880563,3.35903,0.15224683,1.5187716,-3.265058,-0.19578028,1.7220547,0.24682215,-1.034886,3.6799388,-2.425848,1.8642771,3.5259302,3.6646068,-2.617961,2.6049976,1.8828719,0.7780145,-0.49219513
PASD:ava_images___62303,PASD,ava_images___62303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___62303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___62303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___62303.png,test,-12.2546215,-7.372204,-18.261961,-18.944462,8.158549,-17.546082,16.8806,5.7589726,-17.502108,11.097266,37.226933,14.792387,8.734732,20.709074,30.338877,1.9201369,-1.712069,20.36729,12.380189,2.8130848,-7.957077,0.101876736,-8.24347,2.2049375,3.1905444,-3.5103326,-2.29558,-5.7736034,6.088081,3.455289,-3.0173264,-7.739918,15.302157,4.7821116,11.06818,-2.2074492,6.16596,-4.4065204,4.271428,-8.380554,0.6786673,3.794419,-7.151966,2.8401256,2.9783003,4.2472596,7.124235,6.9329925,-3.5413165,6.2320914,4.6641297,1.1999632,-0.82357657,0.1255498,4.987509,2.7611022,3.296914,-2.3522959,-0.6475643,-7.4311213,2.8242583,-4.2064924,1.9003417,2.3865368,2.5491476,-3.2242417,6.728924,-2.3528614,-4.0000134,-4.8607287,1.6225351,1.70628,-0.4910562,2.7601001,-2.0823665
PASD:ava_images___623252,PASD,ava_images___623252.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___623252.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___623252.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___623252.png,test,-17.479052,-18.042065,31.10619,-13.347111,16.900574,-9.301138,-12.425907,-5.977039,-0.94632506,15.192077,9.579791,16.042753,1.6086912,-0.43686298,3.7558491,-1.2482166,-5.9423113,11.322578,4.9248524,0.43212008,5.0289183,-11.2484255,7.669395,2.2307591,5.542308,-8.355071,-3.7622268,5.583714,-6.2438836,-6.5793986,1.9135535,8.922162,3.367325,-1.3819202,-2.848288,0.83304787,-4.9915514,-0.790063,-2.3659744,5.3949876,-0.16240168,-9.971938,-2.7555141,2.2847996,1.3336174,1.8674018,-9.473047,-8.51078,-4.6591167,-8.997543,-1.2427306,9.409458,3.0976677,-0.399823,-1.8842547,-3.8566928,1.8325759,5.338666,2.94547,-3.4567807,-4.5104394,0.7704562,-4.466732,-3.271249,0.32729077,-1.5734603,2.1310918,-1.9828869,-1.4610896,0.18042004,4.1210556,0.59711313,5.5650644,7.1348753,-3.1583624
PASD:ava_images___624144,PASD,ava_images___624144.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___624144.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___624144.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___624144.png,test,1.480442,-4.873646,-6.226326,5.5470266,24.162432,7.1930766,6.309032,-12.026631,-1.6860182,-6.690933,-7.3413906,-4.362406,3.0907326,8.183661,-1.1286016,7.5438786,-2.3534508,-6.3940473,-7.5001574,-2.2778234,8.55509,-0.6493629,8.740314,0.47619605,-2.5171785,4.8700514,-4.237553,-14.311481,-2.4596658,-1.7788278,2.804148,-1.2398882,-2.2725337,6.657599,6.5715485,7.23337,2.7490664,0.7361326,-0.23957443,1.5854568,0.91790986,2.5677674,-5.3969135,-7.180043,2.0848575,-4.3012156,1.6946503,0.029806614,8.219807,-2.13425,-0.7480532,-2.3885572,3.9950538,5.8608236,2.7505128,-4.9688845,-1.01586,3.848398,-4.064663,-1.7833425,0.3991623,10.114668,-3.9601645,2.1714187,3.3713417,3.0478396,1.9976844,-9.28323,2.2065165,1.738126,4.501672,0.80002725,-3.4387548,-0.8372044,-5.541201
PASD:ava_images___625898,PASD,ava_images___625898.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___625898.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___625898.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___625898.png,test,-17.052843,6.142213,14.876844,3.8180346,-4.3789587,7.9545493,3.358781,3.1041102,7.0246997,0.92164564,-5.8689833,-2.5429852,4.1089783,-4.6119213,-3.7126713,-6.7957964,-4.789358,-7.4307146,4.071289,-0.4968853,-1.1507704,5.293456,-8.199553,-1.6034068,-5.165269,2.7677507,-1.4044428,-8.505287,1.8120232,1.1034756,2.587621,-2.9024684,1.2007885,5.2405453,9.414893,-0.07728386,-8.405857,3.5099804,1.7104487,-7.469353,5.332123,2.4938822,3.249907,3.0519269,3.6725914,-3.078005,0.7410108,2.952114,-3.0399175,-4.457653,0.37458685,-3.944385,1.8267362,-0.11527836,0.9036503,1.1411623,2.2464986,3.347461,5.568804,-0.18670154,-1.1649547,-2.081061,-0.79635847,-1.1985663,0.22300434,0.15995157,-0.82528996,-1.1762037,0.679225,-1.5222057,-4.0462127,4.3190904,3.9043403,0.35362214,-3.5506244
PASD:ava_images___627729,PASD,ava_images___627729.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___627729.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___627729.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___627729.png,test,-27.431494,13.804617,11.075888,-1.7068832,2.2382936,-1.6066931,4.9402466,3.0042536,3.3607106,2.1897247,-4.6223154,-3.757585,1.227776,1.3811059,1.0720413,7.9698677,-0.3664899,2.4571,-0.74852365,2.3139808,-3.7410169,-3.7490716,-0.83710134,2.1808426,-0.4095017,-1.5359478,-4.6599956,4.581743,-4.0747333,-2.3940272,-1.0907235,5.075826,-1.3848214,-3.3577976,-0.19810325,-3.137862,-2.275932,0.55100644,0.00043535233,-3.3344114,0.03477192,-0.4903121,0.53543633,3.0741167,-1.9435759,-2.3150785,1.181806,-0.9861479,-1.269038,-2.7299285,-0.2105259,-1.3253516,-3.0723476,-3.388012,1.8892152,-2.5328069,-1.7809379,-0.8101636,-2.0987773,-0.8439636,5.1195364,1.766715,-0.44979784,-0.16428795,0.70674133,3.5339346,1.5224102,0.84823376,0.7345873,-0.80076146,-1.997751,1.6067654,-0.22935146,-1.5532497,-0.70991087
PASD:ava_images___627790,PASD,ava_images___627790.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___627790.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___627790.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___627790.png,train,-22.071934,15.369931,16.528767,-5.3189135,-0.5526624,0.9045074,5.5143476,5.9157805,5.4010577,1.0721848,-0.5212767,-4.9517484,6.4663835,6.7743454,-1.0519166,11.453213,-2.934351,6.1454206,-2.4311285,0.10055184,-4.4795,-0.4433974,-2.1277509,0.65719825,0.4524778,0.009062707,-1.5520842,2.5850234,-6.766895,-2.2641325,3.402373,6.2967124,-2.6081884,-9.809508,0.2150349,-6.086334,-5.2091365,2.8399987,-6.3715434,-3.9750369,2.2685957,-1.2187567,0.13724852,-2.3282955,-10.065281,-3.328026,6.7293253,-2.0745902,2.6800327,-3.9405713,-2.0940564,-1.3888997,-2.0878947,-3.2535913,-1.766007,-2.593134,-0.22717026,1.1901479,-4.8800235,0.03444767,4.3359632,-2.5357194,2.3688364,2.2842257,5.0974355,10.832499,-2.427134,-0.1344516,1.9239681,0.9860399,0.014885783,-0.6664331,-1.5580754,-4.998099,1.4162705
