sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024
QualiSR-Set120/RealESRGAN/ava_images___18037.npy.gz,RealESRGAN,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___18037.png,QualiSR-Set120,ava_images___18037,RealESRGAN/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-9.990379,-12.938805,-9.481963,-6.3648252,-14.081976,-7.5992284,-8.356612,2.213747,-8.979769,-9.41631,-9.218647,3.4064388,-5.7813215,-2.0515983,-2.2251127,5.8687406,-10.357375,-1.1447989,-13.963123,-2.1724484,-11.354658,-2.4247165,0.43836188,-4.110163,0.8406248
QualiSR-Set120/SUPIR/ava_images___18037.npy.gz,SUPIR,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___18037.png,QualiSR-Set120,ava_images___18037,SUPIR/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-9.990379,-12.938805,-9.481963,-6.3648252,-14.081976,-7.5992284,-8.356612,2.213747,-8.979769,-9.41631,-9.218647,3.4064388,-5.7813215,-2.0515983,-2.2251127,5.8687406,-10.357375,-1.1447989,-13.963123,-2.1724484,-11.354658,-2.4247165,0.43836188,-4.110163,0.8406248
QualiSR-Set120/PASD/ava_images___217590.npy.gz,PASD,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___217590.png,QualiSR-Set120,ava_images___217590,PASD/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.8547735,-12.574227,-9.247287,-6.04752,-13.193314,-6.355573,-6.0500574,2.3181713,-9.680952,-8.842537,-7.153138,2.1617172,-4.326209,-3.3744347,-1.9407637,5.149716,-10.058124,-1.3881075,-12.972069,-1.3603133,-9.207382,-1.3706509,-0.5778127,-4.7938232,2.7980285
QualiSR-Set120/RealESRGAN/ava_images___217590.npy.gz,RealESRGAN,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___217590.png,QualiSR-Set120,ava_images___217590,RealESRGAN/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.9086323,-12.557337,-9.201387,-6.055217,-13.187158,-6.329167,-6.0139866,2.2820141,-9.665328,-8.82544,-7.1379514,2.1814482,-4.3067985,-3.357325,-1.9517839,5.1211476,-10.01966,-1.3987604,-12.962141,-1.3724742,-9.144648,-1.3625438,-0.54325366,-4.793617,2.8167644
QualiSR-Set120/SUPIR/ava_images___217590.npy.gz,SUPIR,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___217590.png,QualiSR-Set120,ava_images___217590,SUPIR/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.8547735,-12.574227,-9.247287,-6.04752,-13.193314,-6.355573,-6.0500574,2.3181713,-9.680952,-8.842537,-7.153138,2.1617172,-4.326209,-3.3744347,-1.9407637,5.149716,-10.058124,-1.3881075,-12.972069,-1.3603133,-9.207382,-1.3706509,-0.5778127,-4.7938232,2.7980285
QualiSR-Set120/PASD/ava_images___251530.npy.gz,PASD,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___251530.png,QualiSR-Set120,ava_images___251530,PASD/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-10.298296,-11.538277,-9.143879,-7.094345,-12.648576,-9.097283,-7.6935587,1.96619,-8.523138,-8.840128,-9.825589,3.3685396,-4.999813,-2.6437476,1.1055481,3.6711702,-9.744902,0.67188656,-14.322506,-1.1735256,-9.698963,-2.469734,-2.3993359,-4.8993664,-0.60612965
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-10.250063,-11.539094,-9.1511345,-7.042577,-12.578482,-9.048727,-7.6278977,1.9587677,-8.511271,-8.818114,-9.778751,3.3913825,-4.9620724,-2.6574252,1.1559492,3.6415825,-9.774005,0.64378345,-14.271535,-1.1864395,-9.625184,-2.4056492,-2.5062761,-4.904744,-0.6077025
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-10.298296,-11.538277,-9.143879,-7.094345,-12.648576,-9.097283,-7.6935587,1.96619,-8.523138,-8.840128,-9.825589,3.3685396,-4.999813,-2.6437476,1.1055481,3.6711702,-9.744902,0.67188656,-14.322506,-1.1735256,-9.698963,-2.469734,-2.3993359,-4.8993664,-0.60612965
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.2510757,-12.693567,-3.776147,-2.9281032,-12.350698,-9.529483,-11.893993,-1.318157,-13.114321,-6.016673,-11.852307,0.21228862,-2.8210561,-7.6975713,-1.1096119,4.27385,-14.23195,2.474691,-20.63742,1.1461391,-12.071016,9.470224,27.603765,-16.057411,22.200367
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.5082264,-12.632684,-3.8002524,-3.060037,-12.333411,-9.494731,-11.685938,-1.3402927,-13.103289,-5.980417,-11.92154,0.19479108,-2.7974303,-7.6409974,-1.0808487,4.2392626,-14.359955,2.487638,-20.59475,1.2162304,-12.001932,9.423544,27.566338,-15.912892,22.06118
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.2510757,-12.693567,-3.776147,-2.9281032,-12.350698,-9.529483,-11.893993,-1.318157,-13.114321,-6.016673,-11.852307,0.21228862,-2.8210561,-7.6975713,-1.1096119,4.27385,-14.23195,2.474691,-20.63742,1.1461391,-12.071016,9.470224,27.603765,-16.057411,22.200367
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-26.616123,-1.5060892,18.139416,-15.267347,13.963547,-8.564978,35.071648,24.644398,86.17316,-26.939936,1.4935064,-103.721855,-20.21344,-10.012138,3.4811757,5.661895,-12.524767,-4.867689,-0.98493576,0.27667975,0.683095,0.8506832,3.7113888,-1.8389505,1.8081536
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-26.561182,-1.5022573,18.06633,-15.154825,13.962854,-8.518163,34.957607,24.674091,85.70294,-26.855665,1.4617987,-103.24105,-20.248537,-9.897154,3.3449564,5.6565294,-12.514767,-4.847004,-1.0462503,0.23777628,0.5329704,0.79573655,3.7287643,-1.9518319,1.9327879
QualiSR-Set120/SUPIR/ava_images___273810.npy.gz,SUPIR,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___273810.png,QualiSR-Set120,ava_images___273810,SUPIR/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-26.616123,-1.5060892,18.139416,-15.267347,13.963547,-8.564978,35.071648,24.644398,86.17316,-26.939936,1.4935064,-103.721855,-20.21344,-10.012138,3.4811757,5.661895,-12.524767,-4.867689,-0.98493576,0.27667975,0.683095,0.8506832,3.7113888,-1.8389505,1.8081536
QualiSR-Set120/PASD/ava_images___295451.npy.gz,PASD,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___295451.png,QualiSR-Set120,ava_images___295451,PASD/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-14.247511,-8.816633,-2.5133362,-7.190001,-7.0149226,-6.6916738,-2.840479,7.4170685,1.0446749,-8.59348,-9.137514,8.446736,-0.6235938,-9.063698,8.288314,3.5272431,-9.649671,-1.319012,-20.22831,-12.232487,-8.545406,-22.545471,-76.66809,-40.038555,-23.989588
QualiSR-Set120/RealESRGAN/ava_images___295451.npy.gz,RealESRGAN,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___295451.png,QualiSR-Set120,ava_images___295451,RealESRGAN/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-14.208258,-8.798304,-2.4474497,-7.067786,-6.9979978,-6.6301084,-2.7627263,7.333877,1.0491028,-8.574353,-9.152408,8.400134,-0.5173683,-9.028996,8.093171,3.4191656,-9.50997,-1.2598263,-20.217102,-12.362987,-8.494991,-22.578768,-76.7072,-40.06065,-24.098764
QualiSR-Set120/SUPIR/ava_images___295451.npy.gz,SUPIR,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___295451.png,QualiSR-Set120,ava_images___295451,SUPIR/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-14.247511,-8.816633,-2.5133362,-7.190001,-7.0149226,-6.6916738,-2.840479,7.4170685,1.0446749,-8.59348,-9.137514,8.446736,-0.6235938,-9.063698,8.288314,3.5272431,-9.649671,-1.319012,-20.22831,-12.232487,-8.545406,-22.545471,-76.66809,-40.038555,-23.989588
QualiSR-Set120/PASD/ava_images___308473.npy.gz,PASD,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___308473.png,QualiSR-Set120,ava_images___308473,PASD/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-2.958377,-11.983038,-7.2241254,-9.714552,-12.635502,-8.612712,-13.304682,-7.252285,-9.600002,-8.616441,-12.929062,4.5751114,-3.0248168,-9.700325,-3.3263903,-6.1498055,-6.657648,6.0818496,-15.175618,0.3750348,-3.7834485,25.512384,-3.2931385,-16.06332,71.05021
QualiSR-Set120/RealESRGAN/ava_images___308473.npy.gz,RealESRGAN,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___308473.png,QualiSR-Set120,ava_images___308473,RealESRGAN/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-3.1450558,-11.807411,-7.262416,-9.650999,-12.631363,-8.457174,-13.228117,-7.207203,-9.691181,-8.667909,-12.969841,4.6241426,-3.12392,-9.780985,-3.4762042,-6.104008,-6.5449963,5.945091,-15.216461,0.56931305,-3.6967306,25.420626,-3.310676,-16.051878,70.76708
QualiSR-Set120/SUPIR/ava_images___308473.npy.gz,SUPIR,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___308473.png,QualiSR-Set120,ava_images___308473,SUPIR/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-2.958377,-11.983038,-7.2241254,-9.714552,-12.635502,-8.612712,-13.304682,-7.252285,-9.600002,-8.616441,-12.929062,4.5751114,-3.0248168,-9.700325,-3.3263903,-6.1498055,-6.657648,6.0818496,-15.175618,0.3750348,-3.7834485,25.512384,-3.2931385,-16.06332,71.05021
QualiSR-Set120/PASD/ava_images___321917.npy.gz,PASD,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___321917.png,QualiSR-Set120,ava_images___321917,PASD/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,-4.597058,-14.422782,-11.314063,-4.1123114,-10.542661,-7.5822725,-9.105099,-0.70339847,-17.103367,-8.837665,-13.527126,0.1275816,-4.3090076,-0.9435251,-11.668619,8.623135,-15.87876,-5.54187,-10.727956,25.383501,-26.358284,1.7589991,46.68367,-24.61878,-43.669163
QualiSR-Set120/RealESRGAN/ava_images___321917.npy.gz,RealESRGAN,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___321917.png,QualiSR-Set120,ava_images___321917,RealESRGAN/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,-4.597058,-14.422782,-11.314063,-4.1123114,-10.542661,-7.5822725,-9.105099,-0.70339847,-17.103367,-8.837665,-13.527126,0.1275816,-4.3090076,-0.9435251,-11.668619,8.623135,-15.87876,-5.54187,-10.727956,25.383501,-26.358284,1.7589991,46.68367,-24.61878,-43.669163
QualiSR-Set120/SUPIR/ava_images___321917.npy.gz,SUPIR,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___321917.png,QualiSR-Set120,ava_images___321917,SUPIR/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,-4.597058,-14.422782,-11.314063,-4.1123114,-10.542661,-7.5822725,-9.105099,-0.70339847,-17.103367,-8.837665,-13.527126,0.1275816,-4.3090076,-0.9435251,-11.668619,8.623135,-15.87876,-5.54187,-10.727956,25.383501,-26.358284,1.7589991,46.68367,-24.61878,-43.669163
QualiSR-Set120/PASD/ava_images___360165.npy.gz,PASD,ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___360165.png,QualiSR-Set120,ava_images___360165,PASD/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___360165.png,train,-12.021152,-35.287575,155.38672,45.97377,3.6633425,10.369482,-17.827562,-2.228468,-11.905567,3.8152657,3.4053926,7.3247137,-1.9439571,3.8341413,-0.31336257,-6.427916,-2.5445278,-2.034086,-2.565319,0.3895111,-0.86600876,-0.20429015,-0.91925097,0.36217535,0.44699752
