sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024
QualiSR-Set120/RealESRGAN/ava_images___18037.npy.gz,RealESRGAN,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___18037.png,QualiSR-Set120,ava_images___18037,RealESRGAN/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-14.52563,-12.195883,-10.435051,-9.328315,1.1790508,-14.6564455,-7.264049,-12.401651,-6.4371767,-11.665642,-2.668462,-12.36836,-5.563625,0.4442898,-8.231466,-2.897099,-9.48874,1.7962842,5.2811913,-9.095434,7.4762087,-9.428229,-5.39041,-12.060122,-2.314886
QualiSR-Set120/SUPIR/ava_images___18037.npy.gz,SUPIR,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___18037.png,QualiSR-Set120,ava_images___18037,SUPIR/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-13.888279,-12.308006,-10.735114,-9.362439,1.2650526,-14.521344,-7.198902,-12.046156,-6.327861,-11.102095,-2.9750848,-12.078538,-5.4471827,0.16307233,-7.7663383,-2.3239698,-9.0715685,0.8664961,5.4297037,-9.320288,7.0381107,-9.710429,-4.97016,-11.391054,-2.7788882
QualiSR-Set120/PASD/ava_images___217590.npy.gz,PASD,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___217590.png,QualiSR-Set120,ava_images___217590,PASD/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-11.753786,-11.926158,-10.630571,-9.373846,1.0459042,-13.887914,-4.7186937,-11.162887,-4.726505,-11.38963,-2.7502687,-10.041873,-5.590902,-1.4798352,-7.0388517,-2.3312874,-8.686906,0.39470005,3.7427487,-9.682,6.047559,-9.449535,-2.528288,-11.439893,-0.293409
QualiSR-Set120/RealESRGAN/ava_images___217590.npy.gz,RealESRGAN,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___217590.png,QualiSR-Set120,ava_images___217590,RealESRGAN/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-11.286373,-11.555364,-10.781429,-9.792147,0.8913163,-13.599791,-4.534195,-11.070095,-4.8640466,-11.21247,-2.229666,-8.96192,-5.6835136,-2.0052752,-7.53222,-2.1464458,-9.476784,0.71700287,3.8704593,-9.822264,6.4233236,-9.838797,-2.7520947,-11.3740635,-0.321873
QualiSR-Set120/SUPIR/ava_images___217590.npy.gz,SUPIR,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___217590.png,QualiSR-Set120,ava_images___217590,SUPIR/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-12.030082,-11.698868,-10.520329,-9.558096,1.1778616,-13.792783,-4.422428,-11.096541,-4.6282196,-11.281655,-2.6886468,-9.568151,-5.7115474,-1.7278885,-7.03102,-2.611092,-8.58465,0.22744155,3.6689713,-9.5224495,6.0761776,-9.057108,-2.8481143,-11.596853,-0.74606246
QualiSR-Set120/PASD/ava_images___251530.npy.gz,PASD,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___251530.png,QualiSR-Set120,ava_images___251530,PASD/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-11.733587,-10.406759,-10.003461,-10.223412,0.23498666,-14.6426525,-8.948881,-11.90015,-7.173161,-12.332739,-3.8884003,-12.6612215,-6.7411666,-1.0402149,-2.236479,-1.8203058,-7.8917084,0.044588447,7.752289,-12.19121,10.10792,-10.712781,-5.8462706,-6.6064568,-3.6711478
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-14.094134,-11.324532,-10.175021,-9.594938,-1.2821044,-14.45631,-8.360862,-11.903703,-7.5407085,-11.2873335,-2.786828,-12.197318,-6.1612005,-0.6051889,-3.6851854,-1.0094028,-7.3181205,-0.6979854,6.363117,-11.182553,7.333412,-9.85723,-3.6564624,-6.9758415,-2.4047508
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-13.26791,-11.51239,-10.489777,-9.410975,-0.7975863,-14.242794,-8.006855,-11.55117,-7.3431916,-11.325521,-2.8746343,-12.212811,-5.513188,-0.0656845,-2.918915,-0.94860697,-7.254337,-0.47322178,7.033391,-10.941317,7.0521574,-8.8216095,-3.9648478,-7.596245,-3.5162404
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,2.526886,-15.27658,-3.2476597,-5.30824,-1.235643,-14.502877,-12.600896,-7.4587784,-9.478865,-18.022564,-2.9147744,-8.457218,-10.373303,-9.574182,-1.2039015,-0.50414526,-10.491384,1.1650672,8.798614,-24.377106,25.861254,-21.59658,-13.055393,9.015436,47.236534
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-0.5394144,-13.625998,-5.6637115,-5.9281063,-2.7997766,-14.862631,-11.237549,-7.624245,-12.147073,-18.34096,-4.8717766,-8.241714,-10.693756,-8.869825,-3.7909014,2.0787783,-9.96825,3.6557825,7.9291906,-21.227526,27.146675,-22.156748,-11.259102,10.778238,48.859833
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.2042408,-14.745191,-7.099873,-5.9231405,-0.81587017,-14.593408,-11.286924,-8.871693,-11.002129,-17.400475,-4.085703,-9.024454,-10.319261,-8.345267,-2.7991934,0.39265415,-10.337911,0.031071067,7.9598646,-22.66951,24.15773,-20.152937,-10.515127,7.345213,39.308075
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-28.77277,-0.28904533,15.280862,-16.808693,-20.60211,13.580478,30.794558,-1.3041401,5.9838567,136.30965,-75.248985,26.49384,-78.71461,-7.790827,3.8379037,-0.96886706,-15.778936,5.020541,0.5802102,-2.275189,2.8294768,0.0045542717,-4.0337067,1.9966345,3.5717783
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-27.054504,-1.7979879,16.881054,-15.698643,-21.605389,13.8278475,27.738562,-5.8196054,5.4062924,126.21103,-68.685905,24.95422,-74.21161,-5.2090816,2.1887677,-2.520951,-15.454485,5.8556185,-0.90421486,-0.52894306,0.59354365,1.616405,-2.7007866,4.496318,6.360336
QualiSR-Set120/SUPIR/ava_images___273810.npy.gz,SUPIR,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___273810.png,QualiSR-Set120,ava_images___273810,SUPIR/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-29.24944,0.3279934,14.898276,-15.554943,-21.899055,10.867671,32.305855,-5.356095,4.8654037,133.92467,-71.57296,23.16114,-73.86756,-4.3267846,2.3941348,-2.49598,-14.452749,4.9793596,-1.0595441,-1.451364,3.0953414,2.1639094,-2.0771527,4.5400486,5.5356226
QualiSR-Set120/PASD/ava_images___295451.npy.gz,PASD,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___295451.png,QualiSR-Set120,ava_images___295451,PASD/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-17.812408,-10.494566,-3.429761,-8.284198,-1.3463128,-6.812982,-1.6067829,-11.175795,-6.4076304,2.5423088,-3.862516,-12.439237,6.9710402,-0.98142755,3.8703892,2.5512426,-9.796528,-7.738312,2.770856,-18.561945,-10.041563,-25.771032,1.0622262,-78.483475,-55.3431
QualiSR-Set120/RealESRGAN/ava_images___295451.npy.gz,RealESRGAN,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___295451.png,QualiSR-Set120,ava_images___295451,RealESRGAN/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-17.663887,-10.55871,-3.9193983,-8.889521,-3.68531,-6.9457283,-1.8465438,-10.523641,-7.626112,0.42560482,-3.8450456,-11.07311,3.3339353,-4.7950363,0.19245219,2.2242122,-12.894318,-7.100771,4.310516,-16.659575,-7.8950577,-22.298416,2.2343132,-66.71692,-44.55134
QualiSR-Set120/SUPIR/ava_images___295451.npy.gz,SUPIR,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___295451.png,QualiSR-Set120,ava_images___295451,SUPIR/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-17.141357,-9.996194,-4.1864004,-9.279455,-2.2067795,-6.9102707,-1.9019313,-12.827873,-7.8222814,1.6629772,-3.3911548,-13.638447,5.442015,-1.1252023,2.5239847,3.662836,-10.953085,-7.1512337,3.1108317,-17.182932,-7.898402,-22.326166,1.2457396,-68.93521,-47.67092
QualiSR-Set120/PASD/ava_images___308473.npy.gz,PASD,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___308473.png,QualiSR-Set120,ava_images___308473,PASD/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-3.9289265,-13.030233,-10.5814905,-10.484062,-3.0176487,-13.337995,-15.870342,-3.9371367,-9.925123,-19.284397,-7.323368,-13.426634,-5.673451,-14.359225,2.8508236,-2.3562365,-1.0590987,-8.269797,-2.9800072,-16.851604,12.519699,-18.869158,27.107086,-21.869959,77.57192
QualiSR-Set120/RealESRGAN/ava_images___308473.npy.gz,RealESRGAN,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___308473.png,QualiSR-Set120,ava_images___308473,RealESRGAN/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-6.5337276,-12.467069,-9.828817,-9.939869,-3.768508,-13.338725,-14.21541,-5.5915475,-9.277635,-18.515493,-6.6897755,-13.389357,-5.6170835,-12.897465,0.32419324,-1.4278516,-1.5210323,-8.435781,-4.3543024,-14.938728,11.823237,-16.89346,25.379692,-19.482294,70.30294
QualiSR-Set120/SUPIR/ava_images___308473.npy.gz,SUPIR,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___308473.png,QualiSR-Set120,ava_images___308473,SUPIR/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-4.339798,-13.526823,-9.683997,-11.254359,-5.1324825,-13.460658,-13.979162,-3.4030704,-9.133433,-20.537247,-7.5002728,-13.960281,-6.238027,-14.901126,2.3378403,-2.5191615,-0.8021045,-8.960346,-4.073106,-17.709139,11.019829,-18.740446,27.82866,-21.705343,80.951454
QualiSR-Set120/PASD/ava_images___321917.npy.gz,PASD,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___321917.png,QualiSR-Set120,ava_images___321917,PASD/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,0.66980934,-15.644335,-11.745766,-8.23021,1.5317957,-16.164152,-7.7119656,-16.370802,-11.958488,-25.121822,-4.997706,-10.222777,-10.226432,-2.298705,-15.705217,-8.919696,-19.720741,13.958363,10.801045,-22.53566,77.47166,1.7031865,-51.278465,58.785686,-34.624184
QualiSR-Set120/RealESRGAN/ava_images___321917.npy.gz,RealESRGAN,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___321917.png,QualiSR-Set120,ava_images___321917,RealESRGAN/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,-3.5169716,-14.954948,-12.271928,-6.8368325,0.850356,-13.747243,-9.566248,-14.823101,-10.654455,-22.17976,-5.227273,-9.932693,-9.484816,-2.3297982,-12.467174,-6.055169,-14.66181,12.339395,8.042604,-18.577778,65.36957,-0.19809723,-42.425255,47.774906,-30.087484
QualiSR-Set120/SUPIR/ava_images___321917.npy.gz,SUPIR,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___321917.png,QualiSR-Set120,ava_images___321917,SUPIR/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,-5.2183733,-15.412731,-13.162349,-7.817059,0.70434606,-15.643577,-7.759932,-13.930426,-10.813143,-23.8592,-5.536822,-12.15878,-9.469081,-1.2377446,-14.04031,-7.0774264,-16.404905,11.735812,8.717325,-18.319994,66.87698,0.17278004,-41.404263,47.4104,-29.747576
QualiSR-Set120/PASD/ava_images___360165.npy.gz,PASD,ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___360165.png,QualiSR-Set120,ava_images___360165,PASD/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___360165.png,train,21.99003,-72.57024,260.54498,56.83992,23.43925,3.9463358,-10.156229,5.427904,5.3466716,-12.089927,9.92909,-0.5336971,-0.70042515,-0.6981095,4.098282,-5.1852694,-0.09112835,0.88561964,4.86847,4.61984,1.0120759,2.9796634,-1.3957553,1.4584866,-2.758962
