sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024
QualiSR-Set120/SUPIR/ava_images___18037.npy.gz,SUPIR,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___18037.png,QualiSR-Set120,ava_images___18037,SUPIR/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-9.363918,-12.731676,-9.630636,-6.214125,-13.999815,-7.359064,-8.292557,2.996846,-9.145857,-9.793943,-9.145075,3.245038,-5.815281,-2.1584566,-2.854554,6.368616,-10.9582405,-1.632276,-13.413422,-1.8458779,-11.643837,-3.007464,0.50888443,-4.1518927,0.5370487
QualiSR-Set120/PASD/ava_images___217590.npy.gz,PASD,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___217590.png,QualiSR-Set120,ava_images___217590,PASD/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.783145,-12.199328,-9.237045,-6.1011157,-13.427107,-6.411539,-5.7109327,2.492559,-9.862666,-9.089838,-7.376966,2.2003655,-4.8077536,-3.2758062,-2.6401608,5.1519766,-10.315327,-1.7247909,-12.882534,-1.7051749,-9.190538,-1.1576633,-0.50967574,-5.129187,3.1938765
QualiSR-Set120/RealESRGAN/ava_images___217590.npy.gz,RealESRGAN,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___217590.png,QualiSR-Set120,ava_images___217590,RealESRGAN/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.2322474,-11.750548,-9.383417,-6.5299177,-13.210168,-6.1003666,-5.4243293,2.8453972,-10.028356,-8.10694,-7.060427,1.6925329,-4.304978,-3.6926856,-2.9940224,5.7745075,-10.736951,-2.0154407,-12.890206,-1.780977,-9.467201,-0.9063485,-0.16714907,-5.450798,3.0025508
QualiSR-Set120/SUPIR/ava_images___217590.npy.gz,SUPIR,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___217590.png,QualiSR-Set120,ava_images___217590,SUPIR/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-7.076657,-11.94423,-9.099614,-6.294877,-13.492289,-6.0688076,-5.411049,2.5082655,-9.88076,-8.895431,-7.0397267,1.8198403,-4.5202208,-3.3603163,-2.9081557,4.7817273,-10.201613,-1.8163702,-12.746214,-1.572576,-9.184352,-1.5558947,-0.6693442,-5.343821,2.7470098
QualiSR-Set120/PASD/ava_images___251530.npy.gz,PASD,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___251530.png,QualiSR-Set120,ava_images___251530,PASD/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-7.4936275,-9.973846,-8.895104,-7.2811823,-14.046507,-7.9677067,-10.233785,1.9373841,-9.57861,-9.739146,-10.4481945,2.371543,-5.7413616,-3.603485,0.74209726,2.6168976,-11.295494,1.5194092,-14.91234,-0.6926316,-11.915825,-1.4387717,2.6890166,-5.2427287,-1.7063668
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-9.858949,-11.125954,-9.262703,-7.0307255,-13.001368,-9.323521,-9.431085,2.703079,-9.345465,-8.815931,-10.405657,2.662354,-5.4972806,-3.2315378,0.09191126,3.6315465,-9.796463,0.7124381,-14.309361,-1.4231627,-9.593564,-0.6744407,1.1831133,-4.5240507,-0.505651
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-8.956621,-11.470463,-9.403084,-6.8567557,-12.994771,-8.847317,-8.998034,2.2794638,-9.120388,-9.006141,-10.313163,3.206035,-5.157299,-2.811253,0.653889,3.4866192,-10.189656,1.038268,-14.458852,-1.2003398,-10.059217,-1.9476836,-0.061959267,-3.893507,-1.3135746
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,6.186137,-12.528848,-1.1554294,-2.749495,-11.097361,-9.350551,-14.598669,-3.8238325,-13.360064,-4.2411184,-10.784728,-0.629941,-2.4678116,-10.197578,-1.0489801,2.3404531,-15.483211,4.1847024,-21.002697,2.257201,-13.518209,10.031553,36.416386,-19.954811,25.107288
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,3.2773104,-12.153481,-3.8301601,-3.7797167,-10.9865055,-10.549429,-13.207039,-3.8970938,-13.242071,-4.955905,-13.845621,-1.6757329,-1.3710036,-9.715,-1.9176838,5.938553,-14.287437,4.352961,-17.507614,2.7709625,-14.248197,12.079327,36.245358,-19.617123,25.786018
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,2.795868,-13.095144,-5.3263407,-3.6239896,-12.117674,-9.216754,-13.814499,-2.7089624,-13.120621,-5.5351076,-13.159637,-1.0570896,-2.3037403,-9.846333,-1.2552991,3.786561,-14.447744,3.351445,-21.275444,2.344515,-13.960588,10.275557,32.252792,-18.70749,22.491726
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-28.120094,0.066791534,22.012444,-18.395838,18.690292,-6.962654,42.139114,25.586403,103.33287,-28.62347,6.678074,-126.98274,-22.483347,-12.427581,5.6062956,6.794504,-13.33391,-6.215832,2.8303633,0.45352626,0.047671795,0.14644384,4.6422625,-1.8779213,2.5365193
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-26.024513,-1.1260366,23.127426,-17.002178,19.266783,-8.324151,36.99633,27.325085,92.31285,-26.828375,5.89921,-117.110664,-21.721157,-9.253211,4.155226,6.5642004,-12.821264,-7.444286,4.7398424,0.7842889,2.0138817,1.2690804,6.7714214,1.0369805,4.571422
QualiSR-Set120/SUPIR/ava_images___273810.npy.gz,SUPIR,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___273810.png,QualiSR-Set120,ava_images___273810,SUPIR/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-28.928356,0.67074203,21.918068,-16.236023,17.46206,-9.231968,43.94149,29.344612,102.11925,-29.160849,4.680147,-122.00016,-23.076551,-9.120405,4.605663,6.185505,-12.842682,-7.570711,3.48425,2.7061098,1.5140457,1.9729617,6.58358,-0.48730433,3.7782066
QualiSR-Set120/PASD/ava_images___295451.npy.gz,PASD,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___295451.png,QualiSR-Set120,ava_images___295451,PASD/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-14.939744,-9.53879,-1.508254,-5.496055,-5.408718,-5.5093756,-1.2516274,8.153236,5.1471167,-7.508713,-8.1559105,8.202532,0.7554121,-5.2355294,9.66549,0.7509618,-8.092043,-0.20721728,-21.231468,-14.607709,-7.830265,-24.173103,-83.99098,-43.973003,-26.726385
QualiSR-Set120/RealESRGAN/ava_images___295451.npy.gz,RealESRGAN,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___295451.png,QualiSR-Set120,ava_images___295451,RealESRGAN/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-14.669901,-9.658337,-2.7845354,-7.2877407,-4.5887623,-7.364879,-1.8157873,6.928742,2.3814468,-6.824339,-8.701613,6.057207,0.5001087,-9.131849,5.7179446,3.187113,-10.307444,-1.9749074,-20.784203,-12.73125,-8.215152,-20.593842,-73.117805,-37.593067,-20.94364
QualiSR-Set120/SUPIR/ava_images___295451.npy.gz,SUPIR,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___295451.png,QualiSR-Set120,ava_images___295451,SUPIR/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-14.637022,-9.431958,-2.339971,-6.809115,-5.2748747,-6.450559,-2.001206,9.60046,3.813756,-8.255592,-10.134757,8.530201,-0.3433094,-6.651678,9.597129,2.9269335,-9.493044,-1.1073453,-21.742533,-12.487063,-8.630026,-23.552265,-79.97642,-41.338966,-24.773396
QualiSR-Set120/PASD/ava_images___308473.npy.gz,PASD,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___308473.png,QualiSR-Set120,ava_images___308473,PASD/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,0.16978359,-11.341044,-8.828471,-9.57093,-11.667154,-10.246815,-17.07924,-8.001637,-10.024052,-8.166541,-12.698307,4.204872,-0.44595432,-13.283203,-1.878439,-8.7775955,-5.7677717,6.1684184,-14.415458,1.8562815,-3.2597334,28.62604,-3.832763,-19.418983,81.96567
QualiSR-Set120/RealESRGAN/ava_images___308473.npy.gz,RealESRGAN,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___308473.png,QualiSR-Set120,ava_images___308473,RealESRGAN/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-2.3367033,-11.382165,-8.115708,-8.703765,-11.250333,-10.960384,-15.166758,-6.0648336,-10.741983,-8.572459,-12.5719795,4.1282806,-1.3316505,-12.51322,-2.5591307,-6.559381,-3.9786184,3.6959605,-13.6838,2.1921468,-2.3834977,26.80912,-3.0888813,-17.071812,74.77349
QualiSR-Set120/SUPIR/ava_images___308473.npy.gz,SUPIR,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___308473.png,QualiSR-Set120,ava_images___308473,SUPIR/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-0.20276642,-11.964588,-7.477146,-10.645714,-11.387588,-11.93465,-15.279219,-9.341684,-11.242349,-8.538518,-12.4923,4.4197817,-0.7305765,-13.837174,-2.4739892,-9.433744,-5.3303533,5.906014,-15.232483,0.5616007,-1.2038794,29.95793,-3.413055,-19.829079,86.32498
QualiSR-Set120/PASD/ava_images___321917.npy.gz,PASD,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___321917.png,QualiSR-Set120,ava_images___321917,PASD/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,4.9879904,-14.394211,-10.232374,-4.2053533,-13.299999,-7.434337,-10.576149,1.4364228,-20.702736,-10.035144,-15.886784,0.24453211,-2.95267,-1.8536745,-14.002313,10.079668,-20.519438,-6.4435387,-15.127401,32.426777,-33.83204,1.372467,68.55602,-33.037243,-60.888115
QualiSR-Set120/RealESRGAN/ava_images___321917.npy.gz,RealESRGAN,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___321917.png,QualiSR-Set120,ava_images___321917,RealESRGAN/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,1.0564384,-13.849951,-11.365779,-3.8545063,-11.263138,-7.332821,-12.121742,0.8678565,-18.250988,-9.715534,-14.467918,0.01318121,-3.2047648,-2.0063386,-11.333048,8.848388,-16.92075,-3.60465,-12.163797,27.736412,-30.258839,1.884033,58.53483,-29.550358,-53.376022
QualiSR-Set120/SUPIR/ava_images___321917.npy.gz,SUPIR,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___321917.png,QualiSR-Set120,ava_images___321917,SUPIR/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,-0.48138714,-14.476902,-11.946112,-4.4428806,-12.585019,-8.005687,-10.629814,-0.71875453,-18.5774,-11.033483,-15.336889,1.7362256,-4.194375,-1.3286709,-11.8317375,9.191284,-17.196922,-5.4672785,-13.23036,28.56842,-30.848034,2.6321068,56.923714,-28.23678,-51.60468
QualiSR-Set120/PASD/ava_images___360165.npy.gz,PASD,ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___360165.png,QualiSR-Set120,ava_images___360165,PASD/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___360165.png,train,2.0772772,-44.53608,239.8105,75.095634,17.031637,20.513615,-31.173958,-12.056057,-16.623154,8.631697,1.4369087,3.6806145,-3.2537036,-4.656128,-5.0172467,-2.8328137,-0.78854084,2.3996603,6.4323874,-0.43207538,-3.0161786,-3.0110507,1.9169424,5.3096886,-3.7235456
