sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024,vgg_pca_025,vgg_pca_026,vgg_pca_027,vgg_pca_028,vgg_pca_029,vgg_pca_030,vgg_pca_031,vgg_pca_032,vgg_pca_033,vgg_pca_034,vgg_pca_035,vgg_pca_036,vgg_pca_037,vgg_pca_038,vgg_pca_039,vgg_pca_040,vgg_pca_041,vgg_pca_042,vgg_pca_043,vgg_pca_044,vgg_pca_045,vgg_pca_046,vgg_pca_047,vgg_pca_048,vgg_pca_049
QualiSR-Set120/RealESRGAN/ava_images___18037.npy.gz,RealESRGAN,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___18037.png,QualiSR-Set120,ava_images___18037,RealESRGAN/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-10.0530405,-12.624351,-9.418834,-6.0481606,-14.106571,-7.5490246,-8.534072,3.2046459,-9.710668,-9.681303,-9.393387,3.5307736,-6.044294,-1.4615462,-3.4430416,6.634963,-11.543772,-2.1592498,-12.68815,-1.4336946,-11.940468,-3.4776037,0.6872761,-4.7092657,1.2011383,-19.234589,-12.904959,-24.541119,-24.75782,-26.057415,13.160498,0.50936544,0.5928974,0.52412796,-3.0168467,3.8801918,5.861493,-37.214268,6.5176573,7.0252976,1.8139648,-14.681009,12.764351,-9.611512,-3.9673603,-9.478096,-1.3106456,3.0211382,1.4903556,0.43180186
QualiSR-Set120/SUPIR/ava_images___18037.npy.gz,SUPIR,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___18037.png,QualiSR-Set120,ava_images___18037,SUPIR/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-9.363918,-12.731676,-9.630636,-6.214125,-13.999815,-7.359064,-8.292557,2.996846,-9.145857,-9.793943,-9.145075,3.245038,-5.815281,-2.1584566,-2.854554,6.368616,-10.9582405,-1.632276,-13.413422,-1.8458779,-11.643837,-3.007464,0.50888443,-4.1518927,0.5370487,-19.738815,-12.435421,-24.13386,-22.479366,-23.566006,11.454754,0.72616076,-1.259614,-0.57144475,-3.1560907,4.3329163,5.1960464,-36.05487,5.153675,6.846519,1.1679411,-12.113295,10.474808,-7.7950153,-3.1345356,-8.027166,-1.4543914,2.812479,1.116721,0.47051966
QualiSR-Set120/PASD/ava_images___217590.npy.gz,PASD,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___217590.png,QualiSR-Set120,ava_images___217590,PASD/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.783145,-12.199328,-9.237045,-6.1011157,-13.427107,-6.411539,-5.7109327,2.492559,-9.862666,-9.089838,-7.376966,2.2003655,-4.8077536,-3.2758062,-2.6401608,5.1519766,-10.315327,-1.7247909,-12.882534,-1.7051749,-9.190538,-1.1576633,-0.50967574,-5.129187,3.1938765,-16.740059,-12.008842,-20.78026,-19.820625,-20.399471,9.818588,-0.29650992,3.0059276,2.1192255,-1.1741908,-1.1092434,0.2927716,-10.730015,1.9484355,2.8955605,-0.8715501,-1.6760998,3.418704,-3.1228936,-0.6301925,-0.38013506,0.8132865,0.6621406,-0.37847424,0.17289932
QualiSR-Set120/RealESRGAN/ava_images___217590.npy.gz,RealESRGAN,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___217590.png,QualiSR-Set120,ava_images___217590,RealESRGAN/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.2322474,-11.750548,-9.383417,-6.5299177,-13.210168,-6.1003666,-5.4243293,2.8453972,-10.028356,-8.10694,-7.060427,1.6925329,-4.304978,-3.6926856,-2.9940224,5.7745075,-10.736951,-2.0154407,-12.890206,-1.780977,-9.467201,-0.9063485,-0.16714907,-5.450798,3.0025508,-17.385813,-12.5641,-20.170841,-20.853611,-21.479485,10.622744,-0.8999704,4.5725513,2.5623593,-0.97017187,-1.9021497,-0.21379903,-10.048239,2.5762527,3.5027752,-0.6316141,-2.598916,3.7717056,-3.3857186,-0.9143455,-0.850214,0.83964914,0.7743249,-0.56842625,0.53122663
QualiSR-Set120/SUPIR/ava_images___217590.npy.gz,SUPIR,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___217590.png,QualiSR-Set120,ava_images___217590,SUPIR/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-7.076657,-11.94423,-9.099614,-6.294877,-13.492289,-6.0688076,-5.411049,2.5082655,-9.88076,-8.895431,-7.0397267,1.8198403,-4.5202208,-3.3603163,-2.9081557,4.7817273,-10.201613,-1.8163702,-12.746214,-1.572576,-9.184352,-1.5558947,-0.6693442,-5.343821,2.7470098,-16.646109,-11.815912,-20.456146,-20.125738,-20.310635,9.426767,-0.51879644,2.5191302,2.2605095,-0.878544,-1.287457,0.3385287,-11.3001,1.9483192,3.3790941,-1.0218167,-2.0844936,3.47653,-3.1180375,-0.59814,-0.94606876,0.778645,0.5354047,-0.3631965,0.39988393
QualiSR-Set120/PASD/ava_images___251530.npy.gz,PASD,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___251530.png,QualiSR-Set120,ava_images___251530,PASD/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-7.4936275,-9.973846,-8.895104,-7.2811823,-14.046507,-7.9677067,-10.233785,1.9373841,-9.57861,-9.739146,-10.4481945,2.371543,-5.7413616,-3.603485,0.74209726,2.6168976,-11.295494,1.5194092,-14.91234,-0.6926316,-11.915825,-1.4387717,2.6890166,-5.2427287,-1.7063668,-8.207661,-8.154306,-15.358753,-5.515267,-7.334384,1.3524966,-0.65344906,-6.889892,-3.2443557,-3.6555247,7.2183285,0.78604984,-5.57971,-1.3248336,3.945211,-3.981906,14.859888,-16.585543,14.964798,11.333089,27.562546,5.2736664,-3.1963472,-2.7770228,-4.6735497
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-9.858949,-11.125954,-9.262703,-7.0307255,-13.001368,-9.323521,-9.431085,2.703079,-9.345465,-8.815931,-10.405657,2.662354,-5.4972806,-3.2315378,0.09191126,3.6315465,-9.796463,0.7124381,-14.309361,-1.4231627,-9.593564,-0.6744407,1.1831133,-4.5240507,-0.505651,-9.500145,-7.0935082,-13.814529,-6.990401,-7.9496264,1.0064425,-1.4580541,-5.451191,-2.6180763,-1.5676777,5.616503,0.9429685,-5.2890363,-1.0938171,2.5065627,-3.3071928,14.697922,-15.330193,13.6497345,10.454439,24.042477,4.413686,-3.2793727,-1.8540447,-3.6429293
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-8.956621,-11.470463,-9.403084,-6.8567557,-12.994771,-8.847317,-8.998034,2.2794638,-9.120388,-9.006141,-10.313163,3.206035,-5.157299,-2.811253,0.653889,3.4866192,-10.189656,1.038268,-14.458852,-1.2003398,-10.059217,-1.9476836,-0.061959267,-3.893507,-1.3135746,-8.546956,-6.744687,-13.606184,-6.293215,-6.3440905,0.36592042,-1.0717946,-7.9303465,-3.3091936,-2.8351011,6.2544904,1.6594071,-4.7373724,-1.4580543,3.0798447,-3.6169965,16.01236,-15.307736,13.992786,11.402129,24.279114,4.4004564,-3.0215087,-1.6404083,-3.2226179
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,6.186137,-12.528848,-1.1554294,-2.749495,-11.097361,-9.350551,-14.598669,-3.8238325,-13.360064,-4.2411184,-10.784728,-0.629941,-2.4678116,-10.197578,-1.0489801,2.3404531,-15.483211,4.1847024,-21.002697,2.257201,-13.518209,10.031553,36.416386,-19.954811,25.107288,-33.680546,79.32463,27.783703,3.582601,1.4455976,-0.19881254,2.4344912,1.3818183,-1.4355358,1.5832337,-1.3205204,-1.6391081,-0.04313755,0.43941903,1.3265378,-0.022793293,-1.7885742,2.3300123,-3.3641198,0.43412948,-3.0295758,-0.7280659,1.7380669,2.255506,-0.5557188
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,3.2773104,-12.153481,-3.8301601,-3.7797167,-10.9865055,-10.549429,-13.207039,-3.8970938,-13.242071,-4.955905,-13.845621,-1.6757329,-1.3710036,-9.715,-1.9176838,5.938553,-14.287437,4.352961,-17.507614,2.7709625,-14.248197,12.079327,36.245358,-19.617123,25.786018,-29.791542,80.29777,26.460068,3.3869185,2.3067298,4.255367,-1.1388037,4.483269,0.7361455,0.27335304,-1.3257093,2.1789014,-0.69843245,0.8972695,-2.1896656,0.65984464,-3.0595431,3.350977,-2.2406933,-2.353041,-2.850566,-0.20133398,2.214157,-0.73787344,0.35593104
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,2.795868,-13.095144,-5.3263407,-3.6239896,-12.117674,-9.216754,-13.814499,-2.7089624,-13.120621,-5.5351076,-13.159637,-1.0570896,-2.3037403,-9.846333,-1.2552991,3.786561,-14.447744,3.351445,-21.275444,2.344515,-13.960588,10.275557,32.252792,-18.70749,22.491726,-28.339676,70.93366,20.961529,1.8456607,1.0746384,-0.05006337,0.9697007,-0.2526636,-0.6397704,0.43606126,1.3639936,0.23798367,0.033352375,1.168437,0.6025033,-1.6309062,-0.78475857,0.9788985,0.1541729,-1.4232137,-0.29590702,0.53985053,-0.026882887,-0.8218367,-0.11020532
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-28.120094,0.066791534,22.012444,-18.395838,18.690292,-6.962654,42.139114,25.586403,103.33287,-28.62347,6.678074,-126.98274,-22.483347,-12.427581,5.6062956,6.794504,-13.33391,-6.215832,2.8303633,0.45352626,0.047671795,0.14644384,4.6422625,-1.8779213,2.5365193,4.740325,0.15996361,4.0282745,-0.7835307,-1.3665128,0.5038521,-0.31548697,2.048369,-0.35639143,-1.0813674,0.38918042,0.008784832,1.4589744,-1.3128228,-2.6045754,-2.1229634,0.36329842,6.683833,-0.54623914,3.3002343,4.4743137,0.72765774,2.59421,-1.8426931,-18.715456
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-26.024513,-1.1260366,23.127426,-17.002178,19.266783,-8.324151,36.99633,27.325085,92.31285,-26.828375,5.89921,-117.110664,-21.721157,-9.253211,4.155226,6.5642004,-12.821264,-7.444286,4.7398424,0.7842889,2.0138817,1.2690804,6.7714214,1.0369805,4.571422,2.1245413,-1.4800086,2.7380714,1.3987842,-0.37115955,3.328906,0.63744545,8.914976,4.1494093,-0.2779348,-1.6397338,6.186768,-1.406957,0.63277364,0.40967712,3.783347,-6.212355,9.336392,2.204196,-0.10823655,4.9087133,9.710212,-3.8063087,-6.788664,-46.758293
