sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024
QualiSR-Set120/PASD/ava_images___251530.npy.gz,PASD,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___251530.png,QualiSR-Set120,ava_images___251530,PASD/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-1.7976295,5.4000793,2.8030593,-7.2620707,1.2653319,-5.9753585,-1.6817752,2.1349325,-8.035776,3.7619922,-4.493597,1.6137302,-1.0279936,1.6126393,-1.9593627,-0.29102623,-1.9069886,0.21951482,-0.92411023,-0.915325,-0.24434935,0.17775935,-1.5620869,0.29320568,0.053540558
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-2.0134172,5.785575,2.265442,-6.330735,1.9085807,-5.5357203,-1.2687715,1.6322407,-7.1847253,3.1083229,-3.5952206,2.3476553,-1.2842681,1.4152669,-1.7166669,0.19606,-2.701232,0.27262014,-0.7547204,-0.8687971,-0.2202721,0.24863464,-1.028421,0.34508407,0.1971601
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-2.485532,5.648758,2.7379909,-7.4341927,2.097158,-6.6010957,-1.6869981,2.551248,-7.3202395,3.4819727,-4.042303,2.2866333,-0.86534077,1.3523263,-1.7760816,0.023994654,-2.6790602,0.57758135,-1.1999495,-1.1508629,-0.3284517,0.35120118,-1.3472338,0.47635514,0.09915432
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,2.081984,3.4565651,-3.8355682,-1.6797081,5.438577,-1.089071,1.4166172,-2.0548499,-0.8573184,-3.0361865,1.3736554,-2.893204,-4.4274397,-5.534026,2.8830404,0.9513996,1.1136558,-0.43187708,0.35806936,-0.56152105,-1.3210416,-0.8604058,-1.2205052,0.29060924,0.1840165
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,1.6646119,3.588621,-4.614938,-0.86184597,6.272149,-1.5283084,1.1505512,-1.3762654,-0.8185234,-3.3628347,0.7925127,-2.2583861,-3.7442403,-5.0757833,3.010073,1.2182755,1.4479816,-0.46716344,0.6495888,-0.8129341,-0.6094901,0.0058210194,-0.6895946,-0.06423959,1.1314563
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,1.5972861,4.0226574,-4.063879,-1.4692882,6.117708,-1.5829856,1.0335683,-1.5080926,-0.52786404,-2.150792,0.9091773,-2.248354,-3.9997077,-5.042387,2.8958526,0.9747637,1.0927913,-0.4084813,-0.2718432,-1.0311736,-1.190015,-0.059951246,-0.13478611,-0.107656635,0.7649647
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-3.395878,-3.8094409,-3.263677,0.35101908,-2.2811532,0.7640691,2.082714,1.1875454,0.46006665,4.540043,0.4902475,1.7525421,-1.8367321,-1.3680302,-2.5116072,5.0093913,0.6769627,-2.9538167,0.96536815,0.5816788,0.46940297,-0.6320665,-1.2956036,-0.81816554,0.63284504
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-3.4904585,-4.350708,-3.694599,0.56638646,-2.1011949,0.39916325,2.199962,1.9802989,0.1985721,4.885102,0.677044,1.874122,-1.6553562,-1.7421982,-2.061341,5.495013,0.56161696,-3.037567,0.9780978,0.47369844,0.8553736,-0.55240744,-1.4571047,-1.0173842,1.0464381
QualiSR-Set120/SUPIR/ava_images___273810.npy.gz,SUPIR,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___273810.png,QualiSR-Set120,ava_images___273810,SUPIR/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-3.489709,-4.430709,-3.6075604,0.5834434,-2.283581,0.37219596,2.3189824,1.9490536,0.6862626,5.340821,0.47096795,1.9309555,-2.1083665,-1.7016588,-2.7130945,6.1980243,0.78316027,-3.505075,1.1337981,0.30006653,0.61322105,-0.7509166,-1.4416844,-1.1853906,1.0418568
QualiSR-Set120/PASD/ava_images___295451.npy.gz,PASD,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___295451.png,QualiSR-Set120,ava_images___295451,PASD/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-2.4916377,-2.7799945,-1.650007,-0.44182965,-0.5405417,0.6390773,1.0571965,-0.4250937,-0.56031156,0.3178031,1.275503,0.7941446,0.21121013,1.3984609,-0.26499435,1.3488739,-1.0862339,0.49113727,-1.5292958,-1.1571484,-3.1204827,-1.3122954,3.9623325,4.419633,-2.6609695
QualiSR-Set120/RealESRGAN/ava_images___295451.npy.gz,RealESRGAN,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___295451.png,QualiSR-Set120,ava_images___295451,RealESRGAN/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-2.490908,-3.601218,-2.606171,-0.13363814,0.14596808,-0.19649434,1.0957745,-0.021690965,-0.55614436,0.25236392,1.3920766,0.8937194,0.5659374,1.1893538,-0.5212468,1.8780363,-1.1278309,0.48227793,-1.6051527,-1.3685697,-2.787832,-1.3078029,3.8087943,4.714832,-2.1511114
QualiSR-Set120/SUPIR/ava_images___295451.npy.gz,SUPIR,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___295451.png,QualiSR-Set120,ava_images___295451,SUPIR/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-2.3924897,-2.1827722,-1.126121,-0.40656415,-0.67935365,0.98429906,0.6919639,-0.6736495,-0.514908,-0.029344331,1.2868686,0.68878245,0.21819139,1.2269102,-0.19200604,0.9249883,-1.1924686,0.5667788,-1.2491112,-1.1624168,-2.772816,-1.2651713,3.5257454,3.9160335,-2.3716645
QualiSR-Set120/PASD/ava_images___308473.npy.gz,PASD,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___308473.png,QualiSR-Set120,ava_images___308473,PASD/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,3.173234,0.8338438,-3.2052763,-1.8372667,6.0649343,2.396676,-1.359128,-2.9931808,-0.14859208,2.0031173,3.4533486,-1.1490986,0.6175972,0.5719606,-2.0082445,-0.11884493,-0.35549784,-0.57319844,-5.4889,-1.2206563,4.267125,-0.33112714,0.6726877,-1.5933808,-1.258744
QualiSR-Set120/RealESRGAN/ava_images___308473.npy.gz,RealESRGAN,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___308473.png,QualiSR-Set120,ava_images___308473,RealESRGAN/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,2.233251,1.1741792,-2.8619828,-1.9362977,5.331764,2.564605,-0.71253926,-2.871783,0.11302245,1.4811447,3.3281753,-1.1219912,0.55631804,0.6728834,-1.5973357,0.07407969,-0.47465053,-0.47177035,-4.7894077,-1.3217247,3.8312118,-0.23053305,0.6251434,-1.5856291,-0.7410768
QualiSR-Set120/SUPIR/ava_images___308473.npy.gz,SUPIR,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___308473.png,QualiSR-Set120,ava_images___308473,SUPIR/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,3.0550833,0.92412907,-3.5803664,-2.7703037,6.123561,2.3556674,-0.95369536,-2.6116614,0.16641104,1.7965927,3.1433442,-1.0029798,0.54110944,1.1268234,-1.7544484,0.552579,-0.54946756,-0.049259737,-5.590532,-0.93572444,3.5730264,-0.1362279,0.377451,-1.546406,-0.9184115
QualiSR-Set120/PASD/ava_images___321917.npy.gz,PASD,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___321917.png,QualiSR-Set120,ava_images___321917,PASD/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,-1.7041202,1.3435179,2.9840205,-2.0404036,2.2150855,2.0803895,1.1278884,2.0261397,-1.1560922,-0.65942496,-1.0967387,0.032581348,-0.3793342,-0.14120245,-0.7336488,-1.2488178,1.0539708,-0.48004806,0.19817266,1.4053895,1.1746644,-0.28945273,0.1539383,-0.42410868,-1.7208261
QualiSR-Set120/RealESRGAN/ava_images___321917.npy.gz,RealESRGAN,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___321917.png,QualiSR-Set120,ava_images___321917,RealESRGAN/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,-1.5746003,1.9326288,2.8342311,-2.6528542,3.341035,1.1923735,1.0675664,2.6763468,-1.6649841,-0.4798032,-1.8930676,0.30385864,-0.17651153,0.046719283,-0.8366368,-1.2022557,0.813067,-0.52286696,-0.13478377,1.3978775,1.4196432,-0.1357995,-0.3068599,-0.53941023,-1.5995396
QualiSR-Set120/SUPIR/ava_images___321917.npy.gz,SUPIR,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___321917.png,QualiSR-Set120,ava_images___321917,SUPIR/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,-1.8855692,1.6398443,3.5892372,-2.5151355,3.092682,1.7709415,1.205098,2.7437701,-1.6376878,-0.6249765,-1.650851,0.41441125,-0.32156134,-0.13294187,-0.7777946,-1.4023652,1.2294922,-0.6255956,0.45201552,1.674927,1.2063955,-0.0892978,0.15316753,-0.4335339,-1.8270633
QualiSR-Set120/PASD/ava_images___360165.npy.gz,PASD,ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___360165.png,QualiSR-Set120,ava_images___360165,PASD/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___360165.png,train,-2.086262,-0.13882576,0.7967377,-0.43529353,-1.6351144,1.9042084,-0.300062,-1.3307698,-0.33315635,-0.06498376,0.6086104,-0.2810126,-0.90978616,-0.07465519,0.021219404,-0.3705383,-0.44062495,0.19555067,-0.3794383,0.7910908,-0.16485935,-0.8549535,0.6183235,0.29078072,-1.0566945
