sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024,resnet_pca_025,resnet_pca_026,resnet_pca_027,resnet_pca_028,resnet_pca_029,resnet_pca_030,resnet_pca_031,resnet_pca_032,resnet_pca_033,resnet_pca_034,resnet_pca_035,resnet_pca_036,resnet_pca_037,resnet_pca_038,resnet_pca_039,resnet_pca_040,resnet_pca_041,resnet_pca_042,resnet_pca_043,resnet_pca_044,resnet_pca_045,resnet_pca_046,resnet_pca_047,resnet_pca_048,resnet_pca_049
QualiSR-Set120/RealESRGAN/ava_images___18037.npy.gz,RealESRGAN,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___18037.png,QualiSR-Set120,ava_images___18037,RealESRGAN/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-3.3626034,8.549742,-1.2670228,3.4744084,0.1502155,-1.2934556,0.8823285,0.41489184,-0.22036874,0.14567742,-0.23867336,0.68647593,-0.3767072,-0.21227562,0.07742296,0.867891,0.56931597,0.2708068,1.108663,-1.1241586,-0.46974134,1.9669704,5.024707,-1.0983075,0.99605393,-0.7586821,3.3731098,-1.1484836,0.0104830265,-0.3195365,-0.18868014,-0.086490214,0.036315143,0.3455214,-0.1273424,-0.15251605,-0.10353745,0.16159037,-0.05261685,0.13213396,0.05076641,0.20724493,0.056265265,0.046941385,-0.035408676,-0.09316668,0.19448121,0.008915737,-0.09743434,0.01875329
QualiSR-Set120/SUPIR/ava_images___18037.npy.gz,SUPIR,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___18037.png,QualiSR-Set120,ava_images___18037,SUPIR/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-3.3626034,8.549742,-1.2670228,3.4744084,0.1502155,-1.2934556,0.8823285,0.41489184,-0.22036874,0.14567742,-0.23867336,0.68647593,-0.3767072,-0.21227562,0.07742296,0.867891,0.56931597,0.2708068,1.108663,-1.1241586,-0.46974134,1.9669704,5.024707,-1.0983075,0.99605393,-0.7586821,3.3731098,-1.1484836,0.0104830265,-0.3195365,-0.18868014,-0.086490214,0.036315143,0.3455214,-0.1273424,-0.15251605,-0.10353745,0.16159037,-0.05261685,0.13213396,0.05076641,0.20724493,0.056265265,0.046941385,-0.035408676,-0.09316668,0.19448121,0.008915737,-0.09743434,0.01875329
QualiSR-Set120/PASD/ava_images___217590.npy.gz,PASD,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___217590.png,QualiSR-Set120,ava_images___217590,PASD/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-2.2700777,4.4727554,-0.3297307,1.611166,-0.49756134,-0.04760027,0.18179666,-0.03429377,-1.1516318,0.009056378,-0.37205294,0.24729086,-0.59354866,0.07142399,0.06879918,0.2415179,-0.3185033,-0.17336531,0.35747755,-0.15048756,-0.42828456,0.7218092,2.3913593,-0.42978787,0.54619634,-0.3435949,1.8573515,-0.7769413,0.09619933,-0.12155604,-0.21393229,0.042414308,0.3213305,0.48825908,-0.2859739,-0.2559328,-0.14285645,0.037982225,-0.13741146,0.04637336,0.24060345,0.1635564,-0.07761337,0.15981469,0.30619538,-0.16537687,0.25614128,0.1269633,-0.33517164,-0.3073932
QualiSR-Set120/RealESRGAN/ava_images___217590.npy.gz,RealESRGAN,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___217590.png,QualiSR-Set120,ava_images___217590,RealESRGAN/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-2.243442,4.458474,-0.32160717,1.5768104,-0.48735213,-0.07580495,0.18532777,-0.028872848,-1.1840147,0.008902326,-0.38174483,0.24902435,-0.57916963,0.0673278,0.067562595,0.26163173,-0.3347453,-0.15828727,0.3631873,-0.15244357,-0.43848276,0.7026542,2.371023,-0.42499608,0.5345645,-0.3289069,1.8542739,-0.7647592,0.09336534,-0.13277495,-0.21940497,0.05140251,0.33352163,0.5051663,-0.27686062,-0.23643549,-0.12936008,0.04412529,-0.16052902,0.048014995,0.2426942,0.1787259,-0.073693484,0.15978976,0.31428498,-0.16256379,0.26367977,0.108194456,-0.32964957,-0.31212148
QualiSR-Set120/SUPIR/ava_images___217590.npy.gz,SUPIR,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___217590.png,QualiSR-Set120,ava_images___217590,SUPIR/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-2.2700777,4.4727554,-0.3297307,1.611166,-0.49756134,-0.04760027,0.18179666,-0.03429377,-1.1516318,0.009056378,-0.37205294,0.24729086,-0.59354866,0.07142399,0.06879918,0.2415179,-0.3185033,-0.17336531,0.35747755,-0.15048756,-0.42828456,0.7218092,2.3913593,-0.42978787,0.54619634,-0.3435949,1.8573515,-0.7769413,0.09619933,-0.12155604,-0.21393229,0.042414308,0.3213305,0.48825908,-0.2859739,-0.2559328,-0.14285645,0.037982225,-0.13741146,0.04637336,0.24060345,0.1635564,-0.07761337,0.15981469,0.30619538,-0.16537687,0.25614128,0.1269633,-0.33517164,-0.3073932
QualiSR-Set120/PASD/ava_images___251530.npy.gz,PASD,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___251530.png,QualiSR-Set120,ava_images___251530,PASD/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-0.9832257,4.30005,1.7151654,-5.0107865,0.7401284,-3.8433604,-0.907206,1.113901,-3.25004,2.4140837,-1.9438617,2.21886,-0.7599369,1.2752573,-0.81005585,0.16255105,-2.654075,0.44313097,0.30247438,-0.5470485,-0.7562211,0.0066838562,-0.9647701,0.22358413,0.17078945,0.46105862,-0.9015912,-1.4883357,0.96251106,0.38457316,-0.45106715,0.21503335,1.2427195,4.3694124,-0.5248809,1.8472795,1.6747155,-0.78771174,0.3866998,-0.38349628,-0.25362122,-0.31840008,0.0888191,-0.22900173,0.043090433,-0.2818391,-0.06531803,0.05489725,-0.33412623,-0.1888032
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-0.9886427,4.363054,1.7294422,-5.0118656,0.74354756,-3.8857946,-0.89250624,1.1325365,-3.342872,2.4457858,-1.9710782,2.2200823,-0.7849691,1.2757401,-0.83162177,0.1834616,-2.663492,0.43813187,0.32136524,-0.5684591,-0.7831379,0.010756522,-0.9538342,0.22128914,0.18737802,0.46931374,-0.9034786,-1.5038437,0.96758616,0.3742502,-0.44030052,0.19862887,1.2295718,4.3534765,-0.50204694,1.8369337,1.6664188,-0.76186275,0.39012235,-0.36440223,-0.2561925,-0.28520414,0.09503572,-0.2257632,0.04008457,-0.26132447,-0.061997786,0.03690073,-0.3464617,-0.17631473
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-0.9832257,4.30005,1.7151654,-5.0107865,0.7401284,-3.8433604,-0.907206,1.113901,-3.25004,2.4140837,-1.9438617,2.21886,-0.7599369,1.2752573,-0.81005585,0.16255105,-2.654075,0.44313097,0.30247438,-0.5470485,-0.7562211,0.0066838562,-0.9647701,0.22358413,0.17078945,0.46105862,-0.9015912,-1.4883357,0.96251106,0.38457316,-0.45106715,0.21503335,1.2427195,4.3694124,-0.5248809,1.8472795,1.6747155,-0.78771174,0.3866998,-0.38349628,-0.25362122,-0.31840008,0.0888191,-0.22900173,0.043090433,-0.2818391,-0.06531803,0.05489725,-0.33412623,-0.1888032
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,4.471296,6.358472,-3.183626,-1.1297222,4.855309,-1.8452237,2.9926217,-0.9946674,1.0015854,-1.3720976,1.3391973,-0.6743356,-3.5396814,-5.1602607,2.7412782,1.1334863,1.1611693,0.7048544,2.1067524,-1.1430062,-1.5936037,-0.16403404,-0.6012291,0.6474771,1.5112659,1.3507639,-2.4502678,1.0125886,0.53514296,1.0821732,-0.07119806,0.01710105,-0.62441015,1.012217,1.1663986,-0.35296875,0.25906575,0.49590197,-0.43729538,1.0232332,1.1895876,2.0807269,0.92890006,0.8538938,0.012565792,0.07878706,-0.24128781,-0.00041809678,0.30196095,0.31691197
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,4.4715405,6.4475884,-3.1634839,-1.1945773,4.9169893,-1.8411663,2.920518,-0.9703973,1.0274466,-1.3195516,1.3507351,-0.5912857,-3.5386338,-5.1399417,2.735902,1.1699555,1.0764,0.72186023,2.0667052,-1.1672199,-1.5794725,-0.12281132,-0.5997503,0.64223737,1.5464997,1.3976499,-2.4475856,0.9402733,0.55852586,1.0533102,-0.097397186,-0.0023245215,-0.6291045,1.0139568,1.1826636,-0.34076,0.24734649,0.50685394,-0.43376738,1.1088614,1.2301903,2.0767972,0.9223667,0.8635077,-0.014241874,0.06653413,-0.21525781,0.014692679,0.35678685,0.32874024
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,4.471296,6.358472,-3.183626,-1.1297222,4.855309,-1.8452237,2.9926217,-0.9946674,1.0015854,-1.3720976,1.3391973,-0.6743356,-3.5396814,-5.1602607,2.7412782,1.1334863,1.1611693,0.7048544,2.1067524,-1.1430062,-1.5936037,-0.16403404,-0.6012291,0.6474771,1.5112659,1.3507639,-2.4502678,1.0125886,0.53514296,1.0821732,-0.07119806,0.01710105,-0.62441015,1.012217,1.1663986,-0.35296875,0.25906575,0.49590197,-0.43729538,1.0232332,1.1895876,2.0807269,0.92890006,0.8538938,0.012565792,0.07878706,-0.24128781,-0.00041809678,0.30196095,0.31691197
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-2.7801394,-4.743374,-3.7546208,0.6958611,-2.1513298,0.019515276,2.9464135,1.911415,1.0329769,5.2416325,0.533081,2.5134978,-1.531932,-1.6349593,-2.647931,5.757991,0.554076,-3.3687963,1.2154882,0.18103607,0.06732459,-0.8510201,-0.9156965,-0.3318541,0.77920127,0.59557784,0.43332022,0.680601,-0.27973765,-0.3157844,0.10574914,-0.3983574,0.045523435,-0.21417275,-0.041768104,-0.28048682,0.36561182,-0.13471982,0.1277929,0.55291986,-0.5091319,-0.019602835,-0.17839102,-0.88364,0.011181295,0.42974573,0.14579028,0.03440118,0.47669947,0.5657202
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-2.8306985,-4.76056,-3.7765954,0.7051443,-2.152617,0.05112803,2.9649613,1.9317006,1.0157002,5.283605,0.55040765,2.505784,-1.557747,-1.6529261,-2.6762733,5.8278046,0.5535305,-3.392561,1.2362479,0.20221862,0.086749956,-0.85050607,-0.9231571,-0.3123699,0.7750344,0.60451615,0.40160924,0.6606859,-0.30179816,-0.30495507,0.09930854,-0.37220466,0.024496228,-0.2237423,-0.06396215,-0.27764294,0.38377634,-0.09763315,0.14225283,0.543232,-0.4683839,-0.043449327,-0.14854313,-0.88866454,-0.02216667,0.3780294,0.13269892,0.040863097,0.45456386,0.5475682
