sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024,resnet_pca_025,resnet_pca_026,resnet_pca_027,resnet_pca_028,resnet_pca_029,resnet_pca_030,resnet_pca_031,resnet_pca_032,resnet_pca_033,resnet_pca_034,resnet_pca_035,resnet_pca_036,resnet_pca_037,resnet_pca_038,resnet_pca_039,resnet_pca_040,resnet_pca_041,resnet_pca_042,resnet_pca_043,resnet_pca_044,resnet_pca_045,resnet_pca_046,resnet_pca_047,resnet_pca_048,resnet_pca_049,resnet_pca_050,resnet_pca_051,resnet_pca_052,resnet_pca_053,resnet_pca_054,resnet_pca_055,resnet_pca_056,resnet_pca_057,resnet_pca_058,resnet_pca_059,resnet_pca_060,resnet_pca_061,resnet_pca_062,resnet_pca_063,resnet_pca_064,resnet_pca_065,resnet_pca_066,resnet_pca_067,resnet_pca_068,resnet_pca_069,resnet_pca_070,resnet_pca_071,resnet_pca_072,resnet_pca_073,resnet_pca_074
PASD:ava_images___770234,PASD,ava_images___770234.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___770234.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___770234.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___770234.png,train,1.544246,-0.4856453,2.3631701,-0.97882545,0.34374964,2.042722,-1.4103873,2.020076,0.25231993,-1.9216748,-0.73618585,0.9127473,0.27477074,2.2069404,-1.1397212,0.37335578,-0.12732905,-1.2602311,-1.7376468,-0.3234771,1.399151,-0.25459695,-1.0888178,1.0164698,-0.812072,-0.06400618,-0.81686836,-0.6457238,0.38174528,1.2706333,0.4616114,0.5777514,0.30559987,-0.30715555,-0.7779558,0.42147902,-0.72789764,0.06943415,-0.07205982,0.057057198,0.91083336,-1.4914572,0.518455,0.35490924,0.47412124,0.44847327,-1.0158558,-0.3860815,-0.17289251,-0.17784368,0.14948444,-0.13033661,-0.92658454,0.53517115,0.7700819,0.8860835,-1.4523841,0.27750304,0.41435137,0.48127726,-1.18314,0.42741945,0.44095728,0.0566058,0.37037593,1.2437576,0.5678029,0.4160065,-0.5971323,-0.48648524,-0.035574272,-0.43437174,0.06071718,-0.94171107,-0.1458644
PASD:ava_images___770564,PASD,ava_images___770564.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___770564.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___770564.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___770564.png,train,7.269155,4.277135,-2.3901029,-1.1637175,7.2544484,-0.1976726,1.9165976,-1.8817468,1.5531663,2.470315,1.1145461,2.2835805,0.82595605,-0.7542515,-0.41496354,-0.97990966,-2.2126672,0.55421543,-1.7543539,0.1477687,-0.75143814,-0.019082129,0.29170588,-0.6617526,-0.4111098,-0.26066694,0.6431332,-0.34929118,0.36320415,0.24994184,0.20715201,-0.48863754,1.0253298,1.1197312,-0.0775674,-0.5955391,-0.22057685,0.14285558,0.65838146,0.25533333,0.4003821,0.16569111,-0.81057954,0.22996545,0.20572636,-0.47320604,-0.18039182,-0.086272866,0.26483503,-0.8601141,0.07823162,0.67551327,0.1951885,-0.3140717,0.023855895,0.024210293,0.262216,-0.46186993,0.38201192,0.2997624,0.20123562,0.6708931,-0.31970733,0.26467752,0.16514838,0.3901014,-0.03763193,0.06627185,-0.05669907,0.19632573,-0.07661182,0.1402042,-0.013459817,-0.84898025,0.045956302
PASD:ava_images___770662,PASD,ava_images___770662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___770662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___770662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___770662.png,train,2.3153753,-1.5010246,-0.92643625,1.126617,0.007898986,-0.36931622,0.32723442,-0.5153763,-0.19532248,-0.5145011,-3.2080357,-2.87012,0.47834808,-0.61693716,1.2116387,-1.1175522,-1.083976,-1.0894017,0.2953953,2.3673043,-1.4806118,0.44471177,0.6413891,2.9923344,1.3568,-0.6211393,0.7114985,0.10574117,0.32959813,-0.3192135,-0.38152304,-0.9894805,-0.1817526,-1.8345952,0.34784558,0.11550693,1.0182115,-0.7887398,0.14978902,-0.8838751,-0.117462516,0.73144567,-0.31296742,0.88924277,0.7710757,-0.58095455,0.6678323,0.56897044,-0.81522167,-0.82284606,0.3065011,-0.6530056,0.5675239,-0.7087216,0.699455,-0.06172003,-0.19764192,0.025035828,0.16169417,0.03545493,-0.38073373,-1.0628923,0.17861414,-0.5949431,0.72076595,-0.24382201,0.46034366,-0.20455092,-0.15580405,1.0899879,0.60707587,0.7135962,0.1135744,-1.648462,0.5992448
PASD:ava_images___770748,PASD,ava_images___770748.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___770748.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___770748.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___770748.png,train,1.90511,-1.3584585,1.4002943,1.5690867,-0.87154967,2.4246306,0.63292444,-0.338629,-0.32196432,0.60458887,0.5349802,-0.6654655,-1.0201939,0.91952896,0.7798697,0.80108434,1.1554362,-0.1928669,-0.31719276,0.24067946,0.53706,-1.0338533,-1.6472429,-0.014975771,-1.0482751,0.5524759,-0.39683765,0.4188754,-0.85296726,1.8004714,0.7136901,0.79406023,1.3810184,-0.67193735,0.33180597,-0.6413559,0.027833864,0.46932542,0.9506986,0.63211906,-0.1692092,-0.3360177,0.7542487,-1.8284547,-0.433673,-0.06906684,0.27043593,-0.05122286,-0.23895967,0.79962933,-1.7236936,-0.7363463,-0.50472033,1.2162167,-0.37532902,0.7236793,-0.83570325,-0.6544214,0.5107566,-0.083723664,-0.4905358,0.00978595,0.97686434,-0.80591285,-0.8662815,0.090542525,-0.47197905,0.060293794,-0.7611139,0.3126924,-0.9297267,-0.5939297,-0.23955305,-0.8941906,-0.40818092
PASD:ava_images___770898,PASD,ava_images___770898.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___770898.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___770898.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___770898.png,test,-4.7160645,1.441006,-2.5332172,4.8502965,1.371035,1.2406119,-1.5349858,-0.18518615,1.2446374,1.1623564,-2.1356122,1.4960525,0.40598637,-1.1431997,-2.9071,-0.09337884,0.37508065,-1.2245731,1.9508381,1.1440029,1.1135341,0.5249991,-0.6722052,-0.81677794,-0.85407364,-0.1012994,-0.33496845,0.034474313,-0.54447204,2.4643958,-1.4674847,0.5470742,-0.22423027,0.82448035,0.069057286,2.2705414,0.3863172,0.8735275,0.67924887,-0.1577582,-0.78414667,-0.10435793,-0.103279576,2.716613,1.0204617,0.67877436,0.04236035,0.034657113,-0.054679543,-1.136398,-0.789505,-0.3687284,0.6195597,-0.6389278,-0.0013728738,0.29477787,0.71350765,0.13317966,-0.24313644,-0.40463945,0.6304239,-1.0982367,0.74705076,0.46204764,0.22759667,-0.17737404,-0.740677,0.31898972,-0.22270548,0.51624006,-0.4327777,-0.2972446,-0.79848385,-1.0616304,-0.2833128
PASD:ava_images___771274,PASD,ava_images___771274.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___771274.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___771274.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___771274.png,train,-4.7508135,5.0704346,-4.2447386,3.087726,0.48867172,4.519437,-1.8495603,0.4912822,0.44766593,-0.3188933,1.4546096,-2.1223457,-1.1689733,-0.7470429,-0.2119149,-1.3869051,-1.2383176,0.9166801,-0.3478164,-0.5767899,1.263804,-1.5241659,1.065676,0.021144465,2.300744,-0.95422137,-0.41336197,-1.3931925,1.0037993,-1.4167707,-1.0421593,0.6538802,0.29502785,-2.101265,1.0740819,-1.0588082,-1.2036948,0.40842,-0.22542953,-0.26814362,1.1377739,0.14508113,0.18104726,-0.9809664,-0.57833016,-0.08409461,-0.7529769,-0.82047874,-0.09681904,-0.5652667,0.75261486,-0.82369995,1.1197515,0.471852,-0.422904,0.031336218,-0.13342433,-0.005223997,-0.045500845,-0.6552377,-0.44750214,0.4259834,-0.3243385,-0.30471277,0.110538185,-0.04841011,-0.17121986,0.9207883,-0.33736622,-0.34712136,-0.52305335,0.70331943,-0.2187735,0.9231477,0.26724806
PASD:ava_images___771948,PASD,ava_images___771948.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___771948.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___771948.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___771948.png,test,1.7752873,-1.5528276,0.27339584,0.6982434,1.4730146,0.20577121,0.6907945,-0.059238404,0.3684336,0.1184489,-1.7706273,-0.17804316,0.011684775,-1.0621636,-0.06753045,0.4672904,-0.82145834,-0.57945746,-0.85447294,-0.099127084,-1.0638381,-0.74130774,0.24773903,0.64970285,0.538285,-0.005591085,1.8065083,-0.04340768,-0.102660656,0.2725104,-0.76070046,-1.1166104,0.7075034,-0.35412347,0.598529,-0.18996337,-0.06838511,0.27077305,0.6709512,0.5054973,0.7457491,-0.10936031,0.7130356,0.055076487,-0.04992652,0.3348254,-0.957806,-0.07895602,0.75597405,0.3463564,-0.051884174,0.47784096,-0.33091527,0.0477124,-0.65209556,-0.2475773,0.42442387,-0.41996637,0.3064739,-0.1876857,0.3401108,-0.16830347,-0.080294594,0.88707554,-0.36613926,0.29184988,0.08325632,-0.39773703,-0.3544103,-0.10071377,0.49561623,0.2326332,-0.20464884,0.29483664,0.44699943
PASD:ava_images___772196,PASD,ava_images___772196.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___772196.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___772196.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___772196.png,train,-4.9610906,5.567569,1.0020549,2.9640613,-0.48289543,0.3595919,-0.74929434,-0.18279055,2.5522382,-0.99931616,-1.8507364,1.4667885,-2.3751035,0.34684283,-0.3819291,-1.1418921,-0.9763192,2.0405378,2.721723,0.45158696,0.34646353,0.13486373,1.2728547,-0.14756653,0.6696241,1.6335044,1.5420346,-0.5763165,-1.7319261,-1.7136345,1.9412394,-1.2743238,1.1439102,0.16089489,0.15577972,-0.23909363,-1.0909419,-0.37687442,-1.4037001,0.9357817,-1.0813196,-0.91183513,1.2383915,0.51434195,0.9499111,0.9220781,-1.7143404,-2.127989,-1.2372593,-0.3555836,-0.4811737,-2.0318296,0.1440809,2.0647235,2.0963619,0.11523376,-0.45553133,1.0193821,2.561454,-0.7897991,-1.3966529,-1.2818735,-1.1725014,0.4259563,2.1424112,1.1583765,0.19436523,0.95021737,-1.0217543,-1.8671553,-0.3863723,-0.30692935,0.41703743,0.87737226,0.3120568
PASD:ava_images___772274,PASD,ava_images___772274.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___772274.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___772274.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___772274.png,train,-0.14018728,-2.5021029,-0.94804037,0.83035564,0.19225359,0.8287457,0.42233443,-0.53104997,-0.040896475,-0.33758852,0.7065966,-0.26104593,0.6423505,0.10566147,0.63855505,0.43654463,0.27982214,-0.052880406,-0.5554445,0.17475756,-0.084899075,0.48563063,-0.048231725,-0.12363184,-0.21391447,0.004773317,0.67453676,0.26115543,-0.039466426,-0.3881684,0.2552958,0.007307917,-0.14085446,-0.16071023,-0.5493581,-0.026440255,0.074883685,0.14329906,0.5524693,-0.1283243,-0.26908284,-0.41410434,-0.028075665,-0.12545764,-0.41164657,-0.12641853,0.24108939,-0.024459034,-0.46369925,-0.28220135,-0.4209345,-0.040162727,0.06272991,-0.062220845,-0.34822142,-0.05742704,-0.49041098,0.1244872,0.031912357,-0.12005606,0.020307407,-0.4427586,-0.12747961,0.35286736,-0.369719,-0.026507743,0.27307886,-0.49078622,-0.23399723,0.10727079,0.25982404,0.06118684,0.006271109,-0.18445608,-0.0040488355
PASD:ava_images___772429,PASD,ava_images___772429.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___772429.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___772429.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___772429.png,test,-0.8609979,-0.7345116,-2.2332215,-1.9757508,-0.6361608,-0.0134340525,0.11445707,-0.9262372,0.6330116,-0.47673786,-0.44574112,-0.6465994,0.60759383,-0.093445286,-0.21772093,-0.90583193,0.2415736,-1.125282,0.09412006,-0.7645142,-0.40222055,0.5767397,-0.09234961,-0.2986368,-0.03399469,0.039525896,0.13983816,-1.5132042,-0.2924521,-0.9698927,0.024288435,-0.46057317,-0.21782222,-0.12172021,-1.5179119,-0.5148753,-0.1049398,-0.15092787,0.0013686791,0.5303759,0.19366883,0.1640707,-0.17377484,-0.0699926,-0.89092624,0.26576775,0.33699888,0.4329165,0.27646694,0.43415177,-1.0370538,0.3480972,-0.1909649,-0.2080034,-0.3291678,-0.17542356,-0.18807882,0.71760094,0.24299975,-0.5556389,-0.076036155,-0.526279,0.08221537,-1.106375,0.042440772,0.71193457,0.053846598,-1.3621538,-0.51478255,0.5004674,-1.2410148,0.716962,-1.5093333,0.15770221,-0.5116852
PASD:ava_images___77373,PASD,ava_images___77373.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___77373.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___77373.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___77373.png,train,0.10748821,-2.8123562,-0.33950663,0.33963323,0.8975678,0.6687212,0.33001003,0.19094142,-0.4241984,-0.8408212,0.34545615,-0.5335026,-0.40159518,0.16243704,-0.4633668,0.24709956,0.062281385,-0.38191104,-0.352662,-0.29417866,0.5628776,0.74105924,0.25455636,0.13855387,0.093344,0.73454005,0.22983274,0.3557882,0.29737294,0.052008554,-0.2550066,0.2605332,-0.5356074,0.60757995,-0.08012681,0.35930154,-0.50882006,0.1508533,0.25270617,0.48478624,0.06052141,0.0082550645,-0.30764237,-0.90801895,0.20335798,0.00054739416,0.2559896,-0.10186328,0.7049272,0.30159557,0.47896683,0.5129333,1.0138859,-0.4933284,0.048951954,-0.32146603,-0.45346507,-0.26077893,0.0024703145,0.16439784,0.4940703,-0.1498347,-0.14123955,0.4473464,-0.28582633,-0.17817992,0.6510447,-0.029292025,-0.32322353,-0.20054294,-0.5913705,-0.41778147,0.8188696,-1.0964062,0.23838928
PASD:ava_images___773899,PASD,ava_images___773899.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___773899.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___773899.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___773899.png,test,-1.0541601,0.99861455,2.5035646,-2.5382185,-1.6893797,1.0940841,0.70033437,-2.98999,-1.3307225,1.367961,0.56198496,0.73434776,-1.1000392,-0.13179363,0.5806414,1.3978434,1.1923091,0.4047232,0.047754116,2.0899918,0.4744691,-0.66215944,0.96362394,0.54143846,-0.13978714,1.0628626,0.57251155,0.25255266,-0.4783584,-0.22156738,-0.52947813,-0.1388349,-0.30215436,0.5781664,-0.34357026,-0.040229633,-0.78568894,-0.016951174,0.9508799,0.8320323,0.0840144,0.13264433,0.3802752,0.73148596,-0.21516383,1.0941802,0.5879209,-0.99003565,-0.070658535,-1.0515136,-1.1305946,-0.004701197,0.27723986,0.34343967,-0.09465113,0.9613622,-0.40544143,-0.78402907,0.15227902,-0.15000622,0.9056783,0.5426874,-0.13583508,-0.45733804,-0.22067106,-0.23736757,-0.21135154,-0.11955906,0.19003606,-0.52729326,-0.6494915,0.13741618,-0.054006785,0.5579267,0.6283997
PASD:ava_images___775020,PASD,ava_images___775020.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___775020.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___775020.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___775020.png,test,-3.4720504,2.5733278,-0.22524309,1.3956858,0.6542937,1.1510074,-1.3842788,-0.21590152,0.41973174,0.37319225,-0.46488243,0.17304087,-0.8038105,-0.27913016,0.47705734,-0.14533114,-0.8163879,0.44863018,0.6496954,1.243724,0.54816717,-0.5941051,1.1881686,0.09617047,1.062399,0.5750659,-0.023782909,-0.6174154,0.090494044,-0.7865311,-0.13472487,0.09758251,0.6549424,-1.1097155,1.0406082,1.1350076,-0.7048692,0.9133849,0.5424936,0.6528155,1.0209725,-0.34669024,-0.11039668,-0.17430395,-0.5268258,-0.11229205,0.25336373,-0.44014743,-0.2823783,0.00873588,-0.055551358,0.2565381,0.5409031,0.41157347,-0.3980949,-0.4229415,-0.5546003,-0.71244764,0.4645671,-0.42648867,0.2543464,0.2452772,-0.36892855,-0.443748,0.20826599,0.17665279,0.29147846,0.28904667,0.3921753,-0.44448888,-0.7920958,0.34853873,0.15762758,0.14462277,0.3088215
PASD:ava_images___775712,PASD,ava_images___775712.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___775712.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___775712.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___775712.png,test,3.567586,0.9513233,1.0568733,-0.059899807,3.027653,2.0325925,0.78487235,-1.0774941,1.3969646,1.0175848,0.22691041,1.1232691,-0.43690863,-1.2194583,-0.7229921,1.6352805,-1.1921475,0.16729721,-1.6879146,0.7219516,-0.36717308,0.0116737485,-0.318286,0.43381846,0.41505244,0.79633504,1.0435936,-0.29814306,-0.83669424,1.3142592,0.37042618,-0.35717013,0.089153826,-0.20598002,-0.19208103,0.46850505,0.4016195,-0.29303095,-0.80649716,0.6690339,0.74806625,0.9109802,-0.009109803,0.085884705,-0.28284994,-0.1057083,0.070772514,0.07667288,0.24369684,0.3726948,0.20423226,-0.17178486,-0.06287532,0.20161894,-0.5291338,0.15837196,-0.31100133,-0.8347164,-0.26395068,-0.2150674,-0.16719593,-0.5712447,0.18891132,-0.74297243,-0.50420445,-0.0071100965,-0.123977005,0.27698854,0.23983179,0.29048473,-0.08472031,-0.26631507,0.048295602,0.38576293,-1.4010524
PASD:ava_images___77581,PASD,ava_images___77581.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___77581.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___77581.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___77581.png,test,-3.195534,2.3325574,-0.6354767,4.614429,-0.49747986,0.2181794,-0.87811345,-1.5427445,1.0585428,0.9094996,-0.107681036,0.9102445,0.35416615,0.02146405,1.9948056,0.76892877,-0.5433434,-0.8173221,0.8465943,-0.5044037,1.2692022,-0.9225397,-0.59320265,-0.13778059,-0.0635462,0.91397655,-0.54126185,1.2674606,0.09612356,0.90739334,-0.15067935,-0.73247135,0.88421375,1.430831,-0.58600914,0.31013852,-0.5345491,-1.4269015,0.052837007,-0.6180586,0.31341577,-0.21104747,-1.0129579,1.0312532,-0.26282594,0.30678922,-0.13362606,0.93572813,-0.06361672,0.4916395,-0.5110142,0.029375091,0.21890992,-0.17774436,0.36383864,0.7045195,0.33462682,0.49330667,-0.8836976,0.03714022,-0.88346046,-0.29568335,0.34517762,0.5473532,0.48184824,-0.043811716,0.31606525,-0.8304759,-0.004121039,0.025510374,0.24245358,-0.11128796,0.6602852,-0.72660995,0.23141108
PASD:ava_images___776810,PASD,ava_images___776810.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___776810.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___776810.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___776810.png,train,-0.13585891,-1.6729834,-0.81116,-0.95158863,-1.0282996,-1.685228,-2.7076929,0.5814085,0.6557387,1.4142805,1.378397,0.21636844,0.12613454,-0.06896338,-0.33970064,-0.49609056,0.5778527,0.72364855,-0.97289675,-0.0043460894,0.4268063,-1.1798226,-0.9023744,0.9505905,0.30472574,-0.092346646,0.45754284,0.43147212,0.9878891,-0.37664527,-0.123204686,-1.0802863,-0.08933535,-0.35971057,-0.1773571,-0.07927753,-0.47120172,0.509748,0.061802197,-0.16515346,0.60637605,0.66058457,0.1673297,0.3781032,0.052850485,1.2420303,-0.025054336,-1.3219604,-0.46768752,-0.11939449,0.618532,0.79256076,0.41045767,-0.2222123,-0.43017447,-0.014187293,-0.5330019,0.55095947,0.5301349,-1.0586188,-0.755552,0.15729815,0.5315279,0.122764416,-0.84896624,-0.04102274,0.25906214,-0.17924356,0.41557187,0.006361792,0.034444585,1.2308214,-0.24709027,-0.4208814,0.18625374
PASD:ava_images___776854,PASD,ava_images___776854.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___776854.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___776854.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___776854.png,train,-0.13764986,-3.131697,-0.53535306,1.1544588,0.69196814,0.4524368,0.26364815,-0.20511088,-0.06704494,-0.26602226,0.79208606,0.074810505,0.31352943,0.28924882,0.40129578,0.006264154,-0.15893854,0.14691669,0.073560305,0.17271353,-0.13968194,0.3060295,0.28903994,0.09781118,-0.15728632,0.00092244707,0.3826573,-0.17139739,0.03700558,-0.41794053,-0.02556895,0.18511651,-0.16457556,-0.12048073,-0.25131536,0.17154135,-0.24132481,0.43064392,0.13294679,-0.15242451,-0.31063294,-0.20341843,-0.08476439,-0.0049778856,0.005929023,-0.19234823,-0.16637546,-0.10084744,-0.75569826,-0.31189847,-0.37912738,-0.21906286,-0.062935896,-0.37978584,-0.49431464,-0.025554797,-0.12520207,0.1797049,-0.0940595,-0.16407898,0.034357816,-0.21689713,-0.1145696,0.28503865,-0.031957567,0.03487885,0.23810771,-0.54097426,-0.20701921,0.18385693,0.287627,-0.008239873,0.13901249,0.08523799,-0.05938582
PASD:ava_images___777446,PASD,ava_images___777446.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___777446.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___777446.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___777446.png,train,2.1758301,-2.0428808,-0.9790709,1.7174337,-0.20699102,-0.5400616,-0.6063642,0.3311151,-1.4268196,-0.87256414,-1.7330832,-2.3961158,-0.98271656,0.033362314,0.532657,0.6699837,0.2709933,0.7740679,-0.5408026,0.114735916,-0.85030466,1.5604495,-0.040599983,-0.3287474,1.7308762,-0.20717223,-2.2179878,0.11426759,-1.0363694,-0.61643934,0.22737196,1.8789006,0.74667627,1.7061872,-0.27651888,0.026318304,-0.60463375,-0.23304316,0.36957633,-0.95483494,-0.13329592,-0.3671981,-0.5577207,0.8745857,2.015808,-0.19730632,0.6188562,-0.04567688,-0.6700232,0.47880578,-0.5071613,0.841997,-0.097578935,0.19789049,0.53591514,-0.55005574,-0.1473041,0.010454483,-0.021783888,-0.5271195,-0.46210635,0.4632549,-0.31911308,0.3160221,-0.8347096,0.21612866,1.0200028,0.9400738,0.06019982,-0.74704254,-0.8341521,0.14288242,-0.71518266,-0.058912814,-0.5626184
PASD:ava_images___777520,PASD,ava_images___777520.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___777520.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___777520.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___777520.png,train,0.06901327,-3.1348293,-0.009055078,0.7959384,0.98133665,1.2547367,0.11304593,0.06304104,-0.43829933,0.1515486,0.51979244,-0.4667704,-0.70650697,-0.28486615,0.5368685,-0.07055636,0.103689104,-0.18524697,-0.27471024,0.31404072,0.099196315,0.04153058,-0.06979417,-0.43837416,-0.11710727,0.35287693,0.37016183,-0.063964576,0.13488488,0.15455885,0.11969392,0.41680044,0.17081344,0.6002342,0.24651992,-0.09848118,0.2100956,0.292557,-0.036864273,-0.05834543,-0.4198156,-0.3584659,-0.1485585,-0.22613713,-0.030438036,0.2529527,-0.11309601,-0.01071036,-0.28560263,-0.3332668,-0.24321151,-0.3739977,0.05230788,-0.09710798,-0.15838745,-0.3512615,-0.2294084,0.038798697,0.48467284,0.26505664,0.07468587,-0.39515838,0.1492548,0.17401606,0.014511794,0.049079776,0.10193467,-0.07093208,0.1318247,0.011379078,-0.2724417,-0.10634785,0.057178855,-0.043639287,0.061011013
PASD:ava_images___778388,PASD,ava_images___778388.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___778388.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___778388.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___778388.png,train,-0.046071656,-2.5131187,-0.84562206,1.5828176,-0.3474676,0.77347225,2.500225,0.9233068,-0.5558475,-0.46311545,1.5375552,1.0844388,1.1690838,1.7562864,-0.898765,0.42227435,0.1394487,1.7348864,1.5816393,0.26148596,-0.6106291,-1.8667982,-0.39288694,-0.8034643,1.7111431,0.49343562,0.18295449,-0.6975297,-1.383884,-0.45081967,-0.5640398,1.5729218,0.12638006,-0.97040534,-1.4058259,0.39847496,2.6008818,0.65795875,1.6194552,-0.014265794,0.6312849,-0.37755513,0.50512916,1.0656006,0.2757095,0.47289723,-0.7417501,0.014828223,-0.017918855,-0.7884505,0.38298374,0.4024223,0.6000441,0.122673556,0.15790436,0.75938874,0.23887101,-0.08766181,-0.18343613,0.85147786,-0.5642208,-1.1166732,0.110110134,0.42718714,-0.29249397,0.13439487,-0.28282356,0.4585096,0.78982,0.26156497,-0.3439975,-0.3974798,0.34068274,0.27822593,0.66903067
