sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024,vgg_pca_025,vgg_pca_026,vgg_pca_027,vgg_pca_028,vgg_pca_029,vgg_pca_030,vgg_pca_031,vgg_pca_032,vgg_pca_033,vgg_pca_034,vgg_pca_035,vgg_pca_036,vgg_pca_037,vgg_pca_038,vgg_pca_039,vgg_pca_040,vgg_pca_041,vgg_pca_042,vgg_pca_043,vgg_pca_044,vgg_pca_045,vgg_pca_046,vgg_pca_047,vgg_pca_048,vgg_pca_049
QualiSR-Set120/RealESRGAN/ava_images___18037.npy.gz,RealESRGAN,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___18037.png,QualiSR-Set120,ava_images___18037,RealESRGAN/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-9.990379,-12.938805,-9.481963,-6.3648252,-14.081976,-7.5992284,-8.356612,2.213747,-8.979769,-9.41631,-9.218647,3.4064388,-5.7813215,-2.0515983,-2.2251127,5.8687406,-10.357375,-1.1447989,-13.963123,-2.1724484,-11.354658,-2.4247165,0.43836188,-4.110163,0.8406248,-18.03291,-11.0986,-21.716572,-20.60176,-20.71248,9.193932,-0.04131508,-2.3560355,-0.7174256,-2.5637481,4.39736,4.9849153,-30.884205,4.0609455,5.7923374,0.9593129,-8.834932,7.5617495,-5.6812267,-2.1992362,-5.642297,-1.1964208,2.0516617,1.021204,0.17613047
QualiSR-Set120/SUPIR/ava_images___18037.npy.gz,SUPIR,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___18037.png,QualiSR-Set120,ava_images___18037,SUPIR/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-9.990379,-12.938805,-9.481963,-6.3648252,-14.081976,-7.5992284,-8.356612,2.213747,-8.979769,-9.41631,-9.218647,3.4064388,-5.7813215,-2.0515983,-2.2251127,5.8687406,-10.357375,-1.1447989,-13.963123,-2.1724484,-11.354658,-2.4247165,0.43836188,-4.110163,0.8406248,-18.03291,-11.0986,-21.716572,-20.60176,-20.71248,9.193932,-0.04131508,-2.3560355,-0.7174256,-2.5637481,4.39736,4.9849153,-30.884205,4.0609455,5.7923374,0.9593129,-8.834932,7.5617495,-5.6812267,-2.1992362,-5.642297,-1.1964208,2.0516617,1.021204,0.17613047
QualiSR-Set120/PASD/ava_images___217590.npy.gz,PASD,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___217590.png,QualiSR-Set120,ava_images___217590,PASD/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.8547735,-12.574227,-9.247287,-6.04752,-13.193314,-6.355573,-6.0500574,2.3181713,-9.680952,-8.842537,-7.153138,2.1617172,-4.326209,-3.3744347,-1.9407637,5.149716,-10.058124,-1.3881075,-12.972069,-1.3603133,-9.207382,-1.3706509,-0.5778127,-4.7938232,2.7980285,-15.892535,-10.840687,-18.956959,-17.830385,-17.924835,8.072071,-0.7472192,1.5459542,1.8017216,-1.3711538,0.006121874,0.6328133,-10.31636,1.3267622,2.9126542,-1.1628748,-0.44463778,1.5809364,-2.081343,0.3737719,0.7118225,0.71113,0.07927132,-0.43629098,0.44746098
QualiSR-Set120/RealESRGAN/ava_images___217590.npy.gz,RealESRGAN,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___217590.png,QualiSR-Set120,ava_images___217590,RealESRGAN/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.9086323,-12.557337,-9.201387,-6.055217,-13.187158,-6.329167,-6.0139866,2.2820141,-9.665328,-8.82544,-7.1379514,2.1814482,-4.3067985,-3.357325,-1.9517839,5.1211476,-10.01966,-1.3987604,-12.962141,-1.3724742,-9.144648,-1.3625438,-0.54325366,-4.793617,2.8167644,-15.839561,-10.775721,-18.802479,-17.770891,-17.821941,7.995705,-0.764397,1.5218978,1.8383586,-1.3642085,-0.016248941,0.6141266,-10.155695,1.2738228,2.9228332,-1.1842561,-0.3887081,1.4928074,-2.0340054,0.3998952,0.72404957,0.70577586,0.09885228,-0.41975474,0.4730358
QualiSR-Set120/SUPIR/ava_images___217590.npy.gz,SUPIR,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___217590.png,QualiSR-Set120,ava_images___217590,SUPIR/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.8547735,-12.574227,-9.247287,-6.04752,-13.193314,-6.355573,-6.0500574,2.3181713,-9.680952,-8.842537,-7.153138,2.1617172,-4.326209,-3.3744347,-1.9407637,5.149716,-10.058124,-1.3881075,-12.972069,-1.3603133,-9.207382,-1.3706509,-0.5778127,-4.7938232,2.7980285,-15.892535,-10.840687,-18.956959,-17.830385,-17.924835,8.072071,-0.7472192,1.5459542,1.8017216,-1.3711538,0.006121874,0.6328133,-10.31636,1.3267622,2.9126542,-1.1628748,-0.44463778,1.5809364,-2.081343,0.3737719,0.7118225,0.71113,0.07927132,-0.43629098,0.44746098
QualiSR-Set120/PASD/ava_images___251530.npy.gz,PASD,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___251530.png,QualiSR-Set120,ava_images___251530,PASD/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-10.298296,-11.538277,-9.143879,-7.094345,-12.648576,-9.097283,-7.6935587,1.96619,-8.523138,-8.840128,-9.825589,3.3685396,-4.999813,-2.6437476,1.1055481,3.6711702,-9.744902,0.67188656,-14.322506,-1.1735256,-9.698963,-2.469734,-2.3993359,-4.8993664,-0.60612965,-10.259988,-5.811379,-14.28096,-7.7629056,-7.3982105,-0.24528605,-1.4387188,-7.943026,-2.5934217,-2.1648793,6.233934,1.4880577,-5.31544,-2.1497135,2.6746502,-4.177658,17.868803,-17.711273,15.469137,12.561087,25.405231,3.8829064,-3.2223742,-1.9575479,-3.8893192
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-10.250063,-11.539094,-9.1511345,-7.042577,-12.578482,-9.048727,-7.6278977,1.9587677,-8.511271,-8.818114,-9.778751,3.3913825,-4.9620724,-2.6574252,1.1559492,3.6415825,-9.774005,0.64378345,-14.271535,-1.1864395,-9.625184,-2.4056492,-2.5062761,-4.904744,-0.6077025,-10.25191,-5.806179,-14.311187,-7.773628,-7.3845997,-0.2940578,-1.3894677,-7.9520082,-2.5799327,-2.1621206,6.210643,1.4579263,-5.261886,-2.1663373,2.651078,-4.1513853,17.861158,-17.73909,15.435925,12.61653,25.382687,3.8958974,-3.220822,-1.9723978,-3.891031
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-10.298296,-11.538277,-9.143879,-7.094345,-12.648576,-9.097283,-7.6935587,1.96619,-8.523138,-8.840128,-9.825589,3.3685396,-4.999813,-2.6437476,1.1055481,3.6711702,-9.744902,0.67188656,-14.322506,-1.1735256,-9.698963,-2.469734,-2.3993359,-4.8993664,-0.60612965,-10.259988,-5.811379,-14.28096,-7.7629056,-7.3982105,-0.24528605,-1.4387188,-7.943026,-2.5934217,-2.1648793,6.233934,1.4880577,-5.31544,-2.1497135,2.6746502,-4.177658,17.868803,-17.711273,15.469137,12.561087,25.405231,3.8829064,-3.2223742,-1.9575479,-3.8893192
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.2510757,-12.693567,-3.776147,-2.9281032,-12.350698,-9.529483,-11.893993,-1.318157,-13.114321,-6.016673,-11.852307,0.21228862,-2.8210561,-7.6975713,-1.1096119,4.27385,-14.23195,2.474691,-20.63742,1.1461391,-12.071016,9.470224,27.603765,-16.057411,22.200367,-28.264671,64.87811,16.786823,1.1458268,2.0289497,-1.9222959,0.9446846,-2.1163673,-1.4314487,-0.39818695,-0.6029153,0.24663207,0.6960616,-0.44994056,0.75867325,-1.0615891,1.7279813,-0.72158813,0.23570633,0.034867764,0.01824665,0.40502846,-0.9278143,2.105843,-0.26882532
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.5082264,-12.632684,-3.8002524,-3.060037,-12.333411,-9.494731,-11.685938,-1.3402927,-13.103289,-5.980417,-11.92154,0.19479108,-2.7974303,-7.6409974,-1.0808487,4.2392626,-14.359955,2.487638,-20.59475,1.2162304,-12.001932,9.423544,27.566338,-15.912892,22.06118,-28.079014,64.59977,16.72787,1.1432271,2.0563617,-1.9270706,0.97370684,-2.1145515,-1.4287102,-0.39782894,-0.55850697,0.11903682,0.6230364,-0.46539712,0.7273733,-1.0428479,1.6616745,-0.7970867,0.14542079,0.0064213276,0.13062096,0.36378324,-0.9531297,2.0979142,-0.3565826
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.2510757,-12.693567,-3.776147,-2.9281032,-12.350698,-9.529483,-11.893993,-1.318157,-13.114321,-6.016673,-11.852307,0.21228862,-2.8210561,-7.6975713,-1.1096119,4.27385,-14.23195,2.474691,-20.63742,1.1461391,-12.071016,9.470224,27.603765,-16.057411,22.200367,-28.264671,64.87811,16.786823,1.1458268,2.0289497,-1.9222959,0.9446846,-2.1163673,-1.4314487,-0.39818695,-0.6029153,0.24663207,0.6960616,-0.44994056,0.75867325,-1.0615891,1.7279813,-0.72158813,0.23570633,0.034867764,0.01824665,0.40502846,-0.9278143,2.105843,-0.26882532
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-26.616123,-1.5060892,18.139416,-15.267347,13.963547,-8.564978,35.071648,24.644398,86.17316,-26.939936,1.4935064,-103.721855,-20.21344,-10.012138,3.4811757,5.661895,-12.524767,-4.867689,-0.98493576,0.27667975,0.683095,0.8506832,3.7113888,-1.8389505,1.8081536,0.5502882,-0.79499006,-1.7978792,-2.0247254,0.25025988,-3.7703433,1.3526298,-4.579673,-1.8680353,1.432026,0.27869773,-3.6479938,-1.4728873,0.04164338,1.4274846,-0.095471025,4.0634165,-6.4253697,-0.16148734,-1.5193961,-3.4739857,-6.061326,1.179784,3.8615997,30.563545
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-26.561182,-1.5022573,18.06633,-15.154825,13.962854,-8.518163,34.957607,24.674091,85.70294,-26.855665,1.4617987,-103.24105,-20.248537,-9.897154,3.3449564,5.6565294,-12.514767,-4.847004,-1.0462503,0.23777628,0.5329704,0.79573655,3.7287643,-1.9518319,1.9327879,0.43666744,-0.8358402,-2.0064974,-2.2033405,0.20384026,-3.9035463,1.469529,-4.6473856,-1.9975808,1.5425442,0.3721807,-3.7872608,-1.4363279,-0.11945534,1.432003,-0.07574546,4.1324925,-6.411498,-0.17899728,-1.6033299,-3.5001707,-6.0107613,1.0837529,3.8546274,30.421722
