sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024,vgg_pca_025,vgg_pca_026,vgg_pca_027,vgg_pca_028,vgg_pca_029,vgg_pca_030,vgg_pca_031,vgg_pca_032,vgg_pca_033,vgg_pca_034,vgg_pca_035,vgg_pca_036,vgg_pca_037,vgg_pca_038,vgg_pca_039,vgg_pca_040,vgg_pca_041,vgg_pca_042,vgg_pca_043,vgg_pca_044,vgg_pca_045,vgg_pca_046,vgg_pca_047,vgg_pca_048,vgg_pca_049,vgg_pca_050,vgg_pca_051,vgg_pca_052,vgg_pca_053,vgg_pca_054,vgg_pca_055,vgg_pca_056,vgg_pca_057,vgg_pca_058,vgg_pca_059,vgg_pca_060,vgg_pca_061,vgg_pca_062,vgg_pca_063,vgg_pca_064,vgg_pca_065,vgg_pca_066,vgg_pca_067,vgg_pca_068,vgg_pca_069,vgg_pca_070,vgg_pca_071,vgg_pca_072,vgg_pca_073,vgg_pca_074
QualiSR-Set120/RealESRGAN/ava_images___18037.npy.gz,RealESRGAN,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___18037.png,QualiSR-Set120,ava_images___18037,RealESRGAN/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-9.990379,-12.938805,-9.481963,-6.3648252,-14.081976,-7.5992284,-8.356612,2.213747,-8.979769,-9.41631,-9.218647,3.4064388,-5.7813215,-2.0515983,-2.2251127,5.8687406,-10.357375,-1.1447989,-13.963123,-2.1724484,-11.354658,-2.4247165,0.43836188,-4.110163,0.8406248,-18.03291,-11.0986,-21.716572,-20.60176,-20.71248,9.193932,-0.04131508,-2.3560355,-0.7174256,-2.5637481,4.39736,4.9849153,-30.884205,4.0609455,5.7923374,0.9593129,-8.834932,7.5617495,-5.6812267,-2.1992362,-5.642297,-1.1964208,2.0516617,1.021204,0.17613047,0.38833356,-1.236165,-0.39698863,0.12423539,0.4015317,0.06506458,0.4389199,0.006665677,-0.0395208,0.736995,0.53572625,-0.41316175,0.1650809,0.15760913,-0.42890167,-0.113234535,-0.5410098,-0.36677766,-0.614686,0.70177954,-0.020453036,0.67215717,-0.4133339,-0.010727167,0.3717413
QualiSR-Set120/SUPIR/ava_images___18037.npy.gz,SUPIR,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___18037.png,QualiSR-Set120,ava_images___18037,SUPIR/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-9.990379,-12.938805,-9.481963,-6.3648252,-14.081976,-7.5992284,-8.356612,2.213747,-8.979769,-9.41631,-9.218647,3.4064388,-5.7813215,-2.0515983,-2.2251127,5.8687406,-10.357375,-1.1447989,-13.963123,-2.1724484,-11.354658,-2.4247165,0.43836188,-4.110163,0.8406248,-18.03291,-11.0986,-21.716572,-20.60176,-20.71248,9.193932,-0.04131508,-2.3560355,-0.7174256,-2.5637481,4.39736,4.9849153,-30.884205,4.0609455,5.7923374,0.9593129,-8.834932,7.5617495,-5.6812267,-2.1992362,-5.642297,-1.1964208,2.0516617,1.021204,0.17613047,0.38833356,-1.236165,-0.39698863,0.12423539,0.4015317,0.06506458,0.4389199,0.006665677,-0.0395208,0.736995,0.53572625,-0.41316175,0.1650809,0.15760913,-0.42890167,-0.113234535,-0.5410098,-0.36677766,-0.614686,0.70177954,-0.020453036,0.67215717,-0.4133339,-0.010727167,0.3717413
QualiSR-Set120/PASD/ava_images___217590.npy.gz,PASD,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___217590.png,QualiSR-Set120,ava_images___217590,PASD/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.8547735,-12.574227,-9.247287,-6.04752,-13.193314,-6.355573,-6.0500574,2.3181713,-9.680952,-8.842537,-7.153138,2.1617172,-4.326209,-3.3744347,-1.9407637,5.149716,-10.058124,-1.3881075,-12.972069,-1.3603133,-9.207382,-1.3706509,-0.5778127,-4.7938232,2.7980285,-15.892535,-10.840687,-18.956959,-17.830385,-17.924835,8.072071,-0.7472192,1.5459542,1.8017216,-1.3711538,0.006121874,0.6328133,-10.31636,1.3267622,2.9126542,-1.1628748,-0.44463778,1.5809364,-2.081343,0.3737719,0.7118225,0.71113,0.07927132,-0.43629098,0.44746098,0.3363334,-0.50506663,1.2048713,-1.3401405,0.096374184,0.17786947,-1.3225467,0.29995495,0.28340024,-0.74299777,-1.5123373,-0.2465322,-0.08445716,0.1722305,0.23847485,-0.5701393,-0.8396727,1.0269413,0.22468758,-0.7070641,0.75503814,-0.44820246,0.13552788,0.29789257,0.091907024
QualiSR-Set120/RealESRGAN/ava_images___217590.npy.gz,RealESRGAN,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___217590.png,QualiSR-Set120,ava_images___217590,RealESRGAN/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.9086323,-12.557337,-9.201387,-6.055217,-13.187158,-6.329167,-6.0139866,2.2820141,-9.665328,-8.82544,-7.1379514,2.1814482,-4.3067985,-3.357325,-1.9517839,5.1211476,-10.01966,-1.3987604,-12.962141,-1.3724742,-9.144648,-1.3625438,-0.54325366,-4.793617,2.8167644,-15.839561,-10.775721,-18.802479,-17.770891,-17.821941,7.995705,-0.764397,1.5218978,1.8383586,-1.3642085,-0.016248941,0.6141266,-10.155695,1.2738228,2.9228332,-1.1842561,-0.3887081,1.4928074,-2.0340054,0.3998952,0.72404957,0.70577586,0.09885228,-0.41975474,0.4730358,0.34488404,-0.51310897,1.1953701,-1.3492641,0.06654382,0.17963445,-1.3092196,0.31673756,0.30519116,-0.73452246,-1.4998885,-0.22541332,-0.05653763,0.15255591,0.19525433,-0.60754627,-0.8732208,1.0215652,0.23534632,-0.70389766,0.76539063,-0.43935016,0.10755375,0.32572043,0.059951544
QualiSR-Set120/SUPIR/ava_images___217590.npy.gz,SUPIR,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___217590.png,QualiSR-Set120,ava_images___217590,SUPIR/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-6.8547735,-12.574227,-9.247287,-6.04752,-13.193314,-6.355573,-6.0500574,2.3181713,-9.680952,-8.842537,-7.153138,2.1617172,-4.326209,-3.3744347,-1.9407637,5.149716,-10.058124,-1.3881075,-12.972069,-1.3603133,-9.207382,-1.3706509,-0.5778127,-4.7938232,2.7980285,-15.892535,-10.840687,-18.956959,-17.830385,-17.924835,8.072071,-0.7472192,1.5459542,1.8017216,-1.3711538,0.006121874,0.6328133,-10.31636,1.3267622,2.9126542,-1.1628748,-0.44463778,1.5809364,-2.081343,0.3737719,0.7118225,0.71113,0.07927132,-0.43629098,0.44746098,0.3363334,-0.50506663,1.2048713,-1.3401405,0.096374184,0.17786947,-1.3225467,0.29995495,0.28340024,-0.74299777,-1.5123373,-0.2465322,-0.08445716,0.1722305,0.23847485,-0.5701393,-0.8396727,1.0269413,0.22468758,-0.7070641,0.75503814,-0.44820246,0.13552788,0.29789257,0.091907024
QualiSR-Set120/PASD/ava_images___251530.npy.gz,PASD,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___251530.png,QualiSR-Set120,ava_images___251530,PASD/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-10.298296,-11.538277,-9.143879,-7.094345,-12.648576,-9.097283,-7.6935587,1.96619,-8.523138,-8.840128,-9.825589,3.3685396,-4.999813,-2.6437476,1.1055481,3.6711702,-9.744902,0.67188656,-14.322506,-1.1735256,-9.698963,-2.469734,-2.3993359,-4.8993664,-0.60612965,-10.259988,-5.811379,-14.28096,-7.7629056,-7.3982105,-0.24528605,-1.4387188,-7.943026,-2.5934217,-2.1648793,6.233934,1.4880577,-5.31544,-2.1497135,2.6746502,-4.177658,17.868803,-17.711273,15.469137,12.561087,25.405231,3.8829064,-3.2223742,-1.9575479,-3.8893192,-0.79332316,2.505742,-3.03091,4.1286387,-2.957067,0.12105873,-0.43487978,0.21870731,1.2587545,-1.4458487,1.2040246,3.795389,0.30159444,0.59484184,3.2890086,1.9568076,2.6483731,2.2741659,1.766696,-0.30902427,-0.5173545,3.1982126,0.6103464,1.10626,0.13115299
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-10.250063,-11.539094,-9.1511345,-7.042577,-12.578482,-9.048727,-7.6278977,1.9587677,-8.511271,-8.818114,-9.778751,3.3913825,-4.9620724,-2.6574252,1.1559492,3.6415825,-9.774005,0.64378345,-14.271535,-1.1864395,-9.625184,-2.4056492,-2.5062761,-4.904744,-0.6077025,-10.25191,-5.806179,-14.311187,-7.773628,-7.3845997,-0.2940578,-1.3894677,-7.9520082,-2.5799327,-2.1621206,6.210643,1.4579263,-5.261886,-2.1663373,2.651078,-4.1513853,17.861158,-17.73909,15.435925,12.61653,25.382687,3.8958974,-3.220822,-1.9723978,-3.891031,-0.7782331,2.5347488,-3.0279112,4.099347,-2.967926,0.11309874,-0.42038774,0.25343052,1.2546659,-1.4533226,1.2467132,3.7588003,0.3466004,0.61075807,3.2784328,2.0074494,2.6772332,2.2616277,1.7757115,-0.29806012,-0.5178441,3.151964,0.6811051,1.0816804,0.17573369
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-10.298296,-11.538277,-9.143879,-7.094345,-12.648576,-9.097283,-7.6935587,1.96619,-8.523138,-8.840128,-9.825589,3.3685396,-4.999813,-2.6437476,1.1055481,3.6711702,-9.744902,0.67188656,-14.322506,-1.1735256,-9.698963,-2.469734,-2.3993359,-4.8993664,-0.60612965,-10.259988,-5.811379,-14.28096,-7.7629056,-7.3982105,-0.24528605,-1.4387188,-7.943026,-2.5934217,-2.1648793,6.233934,1.4880577,-5.31544,-2.1497135,2.6746502,-4.177658,17.868803,-17.711273,15.469137,12.561087,25.405231,3.8829064,-3.2223742,-1.9575479,-3.8893192,-0.79332316,2.505742,-3.03091,4.1286387,-2.957067,0.12105873,-0.43487978,0.21870731,1.2587545,-1.4458487,1.2040246,3.795389,0.30159444,0.59484184,3.2890086,1.9568076,2.6483731,2.2741659,1.766696,-0.30902427,-0.5173545,3.1982126,0.6103464,1.10626,0.13115299
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.2510757,-12.693567,-3.776147,-2.9281032,-12.350698,-9.529483,-11.893993,-1.318157,-13.114321,-6.016673,-11.852307,0.21228862,-2.8210561,-7.6975713,-1.1096119,4.27385,-14.23195,2.474691,-20.63742,1.1461391,-12.071016,9.470224,27.603765,-16.057411,22.200367,-28.264671,64.87811,16.786823,1.1458268,2.0289497,-1.9222959,0.9446846,-2.1163673,-1.4314487,-0.39818695,-0.6029153,0.24663207,0.6960616,-0.44994056,0.75867325,-1.0615891,1.7279813,-0.72158813,0.23570633,0.034867764,0.01824665,0.40502846,-0.9278143,2.105843,-0.26882532,0.9713404,1.3918955,1.4190712,-1.1734977,0.1871827,0.975302,0.026368141,1.4724911,-0.3095788,0.29056802,1.3376532,5.124852,-2.9767623,-4.5964026,-1.9430782,-7.185682,-6.914561,-23.9116,-4.7032123,-0.014489949,0.17543781,-1.8181478,2.012731,2.7711,4.265185
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.5082264,-12.632684,-3.8002524,-3.060037,-12.333411,-9.494731,-11.685938,-1.3402927,-13.103289,-5.980417,-11.92154,0.19479108,-2.7974303,-7.6409974,-1.0808487,4.2392626,-14.359955,2.487638,-20.59475,1.2162304,-12.001932,9.423544,27.566338,-15.912892,22.06118,-28.079014,64.59977,16.72787,1.1432271,2.0563617,-1.9270706,0.97370684,-2.1145515,-1.4287102,-0.39782894,-0.55850697,0.11903682,0.6230364,-0.46539712,0.7273733,-1.0428479,1.6616745,-0.7970867,0.14542079,0.0064213276,0.13062096,0.36378324,-0.9531297,2.0979142,-0.3565826,0.9002197,1.2648276,1.4013846,-1.1903093,0.20503977,0.9521712,0.000269413,1.5084877,-0.27382025,0.20391062,1.2408577,5.189232,-2.9532561,-4.6004963,-1.8491875,-7.181348,-7.089141,-23.96701,-4.697722,-0.062521756,0.14877206,-1.8089725,1.9417632,2.5638638,4.248874
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.2510757,-12.693567,-3.776147,-2.9281032,-12.350698,-9.529483,-11.893993,-1.318157,-13.114321,-6.016673,-11.852307,0.21228862,-2.8210561,-7.6975713,-1.1096119,4.27385,-14.23195,2.474691,-20.63742,1.1461391,-12.071016,9.470224,27.603765,-16.057411,22.200367,-28.264671,64.87811,16.786823,1.1458268,2.0289497,-1.9222959,0.9446846,-2.1163673,-1.4314487,-0.39818695,-0.6029153,0.24663207,0.6960616,-0.44994056,0.75867325,-1.0615891,1.7279813,-0.72158813,0.23570633,0.034867764,0.01824665,0.40502846,-0.9278143,2.105843,-0.26882532,0.9713404,1.3918955,1.4190712,-1.1734977,0.1871827,0.975302,0.026368141,1.4724911,-0.3095788,0.29056802,1.3376532,5.124852,-2.9767623,-4.5964026,-1.9430782,-7.185682,-6.914561,-23.9116,-4.7032123,-0.014489949,0.17543781,-1.8181478,2.012731,2.7711,4.265185
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-26.616123,-1.5060892,18.139416,-15.267347,13.963547,-8.564978,35.071648,24.644398,86.17316,-26.939936,1.4935064,-103.721855,-20.21344,-10.012138,3.4811757,5.661895,-12.524767,-4.867689,-0.98493576,0.27667975,0.683095,0.8506832,3.7113888,-1.8389505,1.8081536,0.5502882,-0.79499006,-1.7978792,-2.0247254,0.25025988,-3.7703433,1.3526298,-4.579673,-1.8680353,1.432026,0.27869773,-3.6479938,-1.4728873,0.04164338,1.4274846,-0.095471025,4.0634165,-6.4253697,-0.16148734,-1.5193961,-3.4739857,-6.061326,1.179784,3.8615997,30.563545,-27.855112,-0.18314123,-3.009148,-2.637549,5.677316,0.24852079,-2.6692493,-3.1493733,3.1424563,-7.2505264,0.23719013,3.9467099,-1.01266,-0.41237658,-0.109926224,0.3598533,-0.9707104,0.43185985,0.39847565,0.15988368,-1.0807525,0.96980155,-1.28528,-0.16472352,-1.0095882
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-26.561182,-1.5022573,18.06633,-15.154825,13.962854,-8.518163,34.957607,24.674091,85.70294,-26.855665,1.4617987,-103.24105,-20.248537,-9.897154,3.3449564,5.6565294,-12.514767,-4.847004,-1.0462503,0.23777628,0.5329704,0.79573655,3.7287643,-1.9518319,1.9327879,0.43666744,-0.8358402,-2.0064974,-2.2033405,0.20384026,-3.9035463,1.469529,-4.6473856,-1.9975808,1.5425442,0.3721807,-3.7872608,-1.4363279,-0.11945534,1.432003,-0.07574546,4.1324925,-6.411498,-0.17899728,-1.6033299,-3.5001707,-6.0107613,1.0837529,3.8546274,30.421722,-27.785025,-0.24273658,-3.048987,-2.6729913,5.6716824,0.30932903,-2.5868666,-3.0206163,3.2069669,-7.2023034,0.25930017,3.879444,-1.1959794,-0.6017919,-0.23848152,0.4191926,-0.88985145,0.50809777,0.37790537,0.1365369,-1.0883869,1.0183784,-1.2397654,-0.20206088,-1.0302099
QualiSR-Set120/SUPIR/ava_images___273810.npy.gz,SUPIR,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___273810.png,QualiSR-Set120,ava_images___273810,SUPIR/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-26.616123,-1.5060892,18.139416,-15.267347,13.963547,-8.564978,35.071648,24.644398,86.17316,-26.939936,1.4935064,-103.721855,-20.21344,-10.012138,3.4811757,5.661895,-12.524767,-4.867689,-0.98493576,0.27667975,0.683095,0.8506832,3.7113888,-1.8389505,1.8081536,0.5502882,-0.79499006,-1.7978792,-2.0247254,0.25025988,-3.7703433,1.3526298,-4.579673,-1.8680353,1.432026,0.27869773,-3.6479938,-1.4728873,0.04164338,1.4274846,-0.095471025,4.0634165,-6.4253697,-0.16148734,-1.5193961,-3.4739857,-6.061326,1.179784,3.8615997,30.563545,-27.855112,-0.18314123,-3.009148,-2.637549,5.677316,0.24852079,-2.6692493,-3.1493733,3.1424563,-7.2505264,0.23719013,3.9467099,-1.01266,-0.41237658,-0.109926224,0.3598533,-0.9707104,0.43185985,0.39847565,0.15988368,-1.0807525,0.96980155,-1.28528,-0.16472352,-1.0095882
QualiSR-Set120/PASD/ava_images___295451.npy.gz,PASD,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___295451.png,QualiSR-Set120,ava_images___295451,PASD/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-14.247511,-8.816633,-2.5133362,-7.190001,-7.0149226,-6.6916738,-2.840479,7.4170685,1.0446749,-8.59348,-9.137514,8.446736,-0.6235938,-9.063698,8.288314,3.5272431,-9.649671,-1.319012,-20.22831,-12.232487,-8.545406,-22.545471,-76.66809,-40.038555,-23.989588,24.111198,22.967184,6.085189,1.1406302,0.7421026,0.71702623,-0.8864781,0.63683796,0.21696448,0.81772864,-0.15205383,-0.120284505,-0.07123196,0.6171222,-0.45840994,0.032798767,0.32913494,-0.5634079,0.29545188,-0.04368329,-0.7957654,-0.8213609,-0.6015111,-0.11121565,0.85438573,0.37655413,1.510695,-0.3319831,1.1205639,0.16436636,1.0351845,1.9942921,0.99416983,-2.8297477,-1.4504173,-0.7772827,6.241643,2.1698508,-7.482899,-14.049039,-0.9359649,0.9952816,6.114624,1.5754881,7.206473,5.367505,-2.3625379,4.150107,-2.0146053,4.672262
QualiSR-Set120/RealESRGAN/ava_images___295451.npy.gz,RealESRGAN,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___295451.png,QualiSR-Set120,ava_images___295451,RealESRGAN/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-14.208258,-8.798304,-2.4474497,-7.067786,-6.9979978,-6.6301084,-2.7627263,7.333877,1.0491028,-8.574353,-9.152408,8.400134,-0.5173683,-9.028996,8.093171,3.4191656,-9.50997,-1.2598263,-20.217102,-12.362987,-8.494991,-22.578768,-76.7072,-40.06065,-24.098764,24.228436,22.928421,6.10534,1.042388,0.83487606,0.7384504,-0.71473795,0.546967,0.033926725,0.88262427,-0.054285288,-0.08083902,-0.05309701,0.5376551,-0.42624083,0.072295666,0.39100695,-0.5894742,0.18558979,-0.027639389,-0.86370134,-0.6917947,-0.4594853,-0.06614083,0.88469523,0.35381973,1.4752545,-0.3708254,1.0796167,0.068985045,1.1121544,2.028295,0.9657477,-2.9076943,-1.4068011,-0.74194026,6.103554,1.9608386,-7.3943415,-13.998841,-0.97032243,0.99078476,6.0773697,1.5019407,7.0793858,5.2393804,-2.2210643,4.1702847,-2.0744996,4.694632
QualiSR-Set120/SUPIR/ava_images___295451.npy.gz,SUPIR,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___295451.png,QualiSR-Set120,ava_images___295451,SUPIR/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-14.247511,-8.816633,-2.5133362,-7.190001,-7.0149226,-6.6916738,-2.840479,7.4170685,1.0446749,-8.59348,-9.137514,8.446736,-0.6235938,-9.063698,8.288314,3.5272431,-9.649671,-1.319012,-20.22831,-12.232487,-8.545406,-22.545471,-76.66809,-40.038555,-23.989588,24.111198,22.967184,6.085189,1.1406302,0.7421026,0.71702623,-0.8864781,0.63683796,0.21696448,0.81772864,-0.15205383,-0.120284505,-0.07123196,0.6171222,-0.45840994,0.032798767,0.32913494,-0.5634079,0.29545188,-0.04368329,-0.7957654,-0.8213609,-0.6015111,-0.11121565,0.85438573,0.37655413,1.510695,-0.3319831,1.1205639,0.16436636,1.0351845,1.9942921,0.99416983,-2.8297477,-1.4504173,-0.7772827,6.241643,2.1698508,-7.482899,-14.049039,-0.9359649,0.9952816,6.114624,1.5754881,7.206473,5.367505,-2.3625379,4.150107,-2.0146053,4.672262
QualiSR-Set120/PASD/ava_images___308473.npy.gz,PASD,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___308473.png,QualiSR-Set120,ava_images___308473,PASD/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-2.958377,-11.983038,-7.2241254,-9.714552,-12.635502,-8.612712,-13.304682,-7.252285,-9.600002,-8.616441,-12.929062,4.5751114,-3.0248168,-9.700325,-3.3263903,-6.1498055,-6.657648,6.0818496,-15.175618,0.3750348,-3.7834485,25.512384,-3.2931385,-16.06332,71.05021,39.64513,-21.67844,2.1178808,3.9426436,3.745205,-1.0116435,0.6615342,-0.99371624,-0.057483196,-0.2507252,-0.1013546,0.26387855,-0.5409546,-0.44133222,1.0835195,-0.7830501,0.8572726,-0.51526785,0.2705016,-0.20407796,-0.9227662,-0.5948926,2.2376828,-0.16239887,0.3194211,0.2065661,-1.1836638,-0.38438076,0.8117558,-0.5592027,-0.31037542,0.48169744,0.23643318,0.03287065,0.21551734,-0.34985185,-1.2187461,0.30089366,-0.1326792,-2.7888806,-0.5211908,0.93187374,-1.5984339,-6.8143835,1.8999238,1.9452634,4.2403293,0.23034579,-0.17893785,-1.7041723
