sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024,resnet_pca_025,resnet_pca_026,resnet_pca_027,resnet_pca_028,resnet_pca_029,resnet_pca_030,resnet_pca_031,resnet_pca_032,resnet_pca_033,resnet_pca_034,resnet_pca_035,resnet_pca_036,resnet_pca_037,resnet_pca_038,resnet_pca_039,resnet_pca_040,resnet_pca_041,resnet_pca_042,resnet_pca_043,resnet_pca_044,resnet_pca_045,resnet_pca_046,resnet_pca_047,resnet_pca_048,resnet_pca_049
QualiSR-Set120/RealESRGAN/ava_images___18037.npy.gz,RealESRGAN,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___18037.png,QualiSR-Set120,ava_images___18037,RealESRGAN/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-4.406584,9.505528,-1.6206145,4.292923,0.0890156,-1.3518283,0.44397953,0.44657624,-0.36516666,-0.13534898,-0.42572036,0.5323217,-0.07300717,0.15878223,0.082527444,1.0986123,0.84614354,0.02361402,0.49830395,-0.95410615,-0.33182764,2.0721447,5.0583034,-1.205641,0.87720203,-0.85484844,3.2577167,-1.0590847,-0.2767329,-0.6495133,-0.16534796,-0.20970291,-0.15540603,-0.61534745,-0.1754863,-0.030600622,-0.109623425,0.066724956,-0.028779551,-0.26875016,-0.17395723,-0.2981553,-0.1933168,-0.120192826,0.012838781,0.31010514,-0.14389707,-0.15086484,0.1754328,0.062304266
QualiSR-Set120/SUPIR/ava_images___18037.npy.gz,SUPIR,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___18037.png,QualiSR-Set120,ava_images___18037,SUPIR/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-4.260322,8.606981,-1.0414889,3.401117,0.33341432,-1.1679709,0.39083722,0.32197607,-0.4547993,-0.05196964,-0.39295498,0.7259102,-0.55834115,-0.10426599,0.06959011,1.1784661,0.7864062,0.066536084,0.60651684,-1.1320336,-0.5007199,2.2666938,5.4975977,-1.1650844,0.99218774,-0.72043115,3.517366,-1.3063493,-0.15712076,-0.59384054,-0.06774166,-0.2675389,-0.2056571,-0.3166359,-0.32548547,0.05860068,0.025330769,-0.027147055,0.16948791,-0.19255422,-0.16724455,-0.24916536,-0.23096536,-0.071407646,-0.005315423,-0.029303059,-0.031156063,0.032430023,0.020389616,0.053186454
QualiSR-Set120/PASD/ava_images___217590.npy.gz,PASD,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___217590.png,QualiSR-Set120,ava_images___217590,PASD/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-2.488053,3.9659312,-0.23257285,1.7675314,-0.7457057,0.372087,-0.08103539,-0.25007325,-0.82679796,-0.05617573,-0.18784365,0.042390212,-0.3662539,0.3630169,-0.02066356,-0.0064810812,-0.3155396,-0.2131903,-0.080810025,0.18255015,-0.35234177,0.31609803,1.2509065,-0.24569829,0.2532154,-0.15117039,1.0228919,-0.3826499,0.0020343363,0.002294898,-0.14150327,0.15144666,0.29942697,0.043393686,-0.36761317,-0.3081023,-0.20333266,-0.14874241,-0.18274671,-0.10142224,0.30412313,-0.063020885,-0.11189853,0.12991998,0.38022172,-0.10138333,0.30600876,0.06366688,-0.33877465,-0.30465344
QualiSR-Set120/RealESRGAN/ava_images___217590.npy.gz,RealESRGAN,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___217590.png,QualiSR-Set120,ava_images___217590,RealESRGAN/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-2.5844374,4.120676,-0.44726592,2.0971332,-0.7178467,0.24486005,-0.14196073,-0.055768967,-0.7682445,-0.10776257,-0.17052391,0.10345625,-0.36593783,0.5065225,-0.057098627,0.07492685,-0.22684371,-0.309174,-0.052539155,0.17670123,-0.36372465,0.36468083,1.1939433,-0.29796714,0.2706155,-0.29039836,0.980051,-0.27156985,-0.116549194,-0.057150602,-0.16350141,0.21423778,0.3025871,-0.018186063,-0.20255466,-0.16766551,-0.2444233,-0.22816372,-0.26745224,-0.23025636,0.14278612,-0.20791513,-0.20415251,0.13279657,0.18752396,0.001322478,0.26296473,0.032669216,-0.2877363,-0.18917331
QualiSR-Set120/SUPIR/ava_images___217590.npy.gz,SUPIR,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___217590.png,QualiSR-Set120,ava_images___217590,SUPIR/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-2.534455,4.097741,-0.40231186,1.9435463,-0.72883,0.3110447,-0.033163577,-0.14047563,-0.7921028,-0.07280593,-0.18312791,0.030209541,-0.338978,0.39023146,-0.043958724,0.048198402,-0.20901671,-0.22132717,-0.026416183,0.14854304,-0.33392456,0.399157,1.4891008,-0.28602165,0.3025715,-0.26314712,1.195575,-0.45747676,-0.006857857,-0.055089533,-0.10582903,0.1643606,0.24240714,-0.0017843992,-0.3520221,-0.30624008,-0.24278924,-0.080848545,-0.19539621,-0.096630104,0.2239523,-0.05802998,-0.109856665,0.1554082,0.28752756,-0.11796814,0.31353402,0.09697366,-0.33538055,-0.24966595
QualiSR-Set120/PASD/ava_images___251530.npy.gz,PASD,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___251530.png,QualiSR-Set120,ava_images___251530,PASD/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-1.7976295,5.4000793,2.8030593,-7.2620707,1.2653319,-5.9753585,-1.6817752,2.1349325,-8.035776,3.7619922,-4.493597,1.6137302,-1.0279936,1.6126393,-1.9593627,-0.29102623,-1.9069886,0.21951482,-0.92411023,-0.915325,-0.24434935,0.17775935,-1.5620869,0.29320568,0.053540558,0.5251462,-1.8297869,-1.5557765,1.0949085,0.100575626,1.0911734,-0.90922606,-1.709192,-5.6691146,-0.06502478,-2.72423,-2.293778,0.8371904,-0.8275169,0.7707934,0.17014253,0.52955914,-0.1240633,0.05821857,0.8757855,0.08024028,0.17058468,-0.31869492,-0.957927,0.3567596
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-2.0134172,5.785575,2.265442,-6.330735,1.9085807,-5.5357203,-1.2687715,1.6322407,-7.1847253,3.1083229,-3.5952206,2.3476553,-1.2842681,1.4152669,-1.7166669,0.19606,-2.701232,0.27262014,-0.7547204,-0.8687971,-0.2202721,0.24863464,-1.028421,0.34508407,0.1971601,0.26070237,-1.0728382,-1.6650231,1.1381297,0.15767843,0.4258283,-0.574727,-0.42768678,-1.470084,0.3102616,-0.86175704,-0.55145925,0.2890453,0.13138379,0.0115713095,0.3150046,0.16755804,0.057437673,0.08320239,-0.29629117,0.119332016,0.2802119,0.22769177,0.5658554,0.03706093
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-2.485532,5.648758,2.7379909,-7.4341927,2.097158,-6.6010957,-1.6869981,2.551248,-7.3202395,3.4819727,-4.042303,2.2866333,-0.86534077,1.3523263,-1.7760816,0.023994654,-2.6790602,0.57758135,-1.1999495,-1.1508629,-0.3284517,0.35120118,-1.3472338,0.47635514,0.09915432,0.5202508,-1.886624,-1.9397844,1.1250541,-0.26211125,0.4412792,-0.5895581,-0.3813618,-1.9596152,0.6365163,0.1689183,0.3013628,0.1814901,-0.017354049,-0.2721932,-0.1250186,-0.3218512,-0.18816413,0.26968938,-0.43878525,0.19705483,-0.33147597,0.24903572,1.0288335,-0.1926249
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,2.081984,3.4565651,-3.8355682,-1.6797081,5.438577,-1.089071,1.4166172,-2.0548499,-0.8573184,-3.0361865,1.3736554,-2.893204,-4.4274397,-5.534026,2.8830404,0.9513996,1.1136558,-0.43187708,0.35806936,-0.56152105,-1.3210416,-0.8604058,-1.2205052,0.29060924,0.1840165,1.3318298,-2.0921578,0.7547238,-0.35546184,0.020494819,-0.1640369,0.035981208,0.5078411,-1.1612861,-1.2494107,-0.44061458,-0.49552435,-0.8521795,0.8690108,-1.168126,-1.0502484,-1.7957823,-0.93853885,-0.5932734,0.45297337,-0.5289862,-0.01507251,0.062041074,-0.7823656,-0.5537553
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,1.6646119,3.588621,-4.614938,-0.86184597,6.272149,-1.5283084,1.1505512,-1.3762654,-0.8185234,-3.3628347,0.7925127,-2.2583861,-3.7442403,-5.0757833,3.010073,1.2182755,1.4479816,-0.46716344,0.6495888,-0.8129341,-0.6094901,0.0058210194,-0.6895946,-0.06423959,1.1314563,0.5921885,-2.3142147,1.1224159,0.0894237,0.48845622,0.012409054,0.20722474,0.48808065,-0.82734805,-1.8725975,0.5726113,-0.3908142,-0.9201751,-0.072671875,-1.2230172,-1.1211402,-2.171566,-0.53754073,-1.0682049,0.045311928,0.5286581,0.62926555,0.102079995,-0.0040340424,0.24465844
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,1.5972861,4.0226574,-4.063879,-1.4692882,6.117708,-1.5829856,1.0335683,-1.5080926,-0.52786404,-2.150792,0.9091773,-2.248354,-3.9997077,-5.042387,2.8958526,0.9747637,1.0927913,-0.4084813,-0.2718432,-1.0311736,-1.190015,-0.059951246,-0.13478611,-0.107656635,0.7649647,1.3170571,-2.2208366,1.4045908,-0.4633283,0.30793548,-0.26011673,0.12674022,0.3647181,-1.3202932,-1.4548362,0.2438683,-0.36376476,-0.30236778,0.90625536,-0.99923027,-1.3875407,-2.3764277,-1.5092603,-0.6068577,-0.3249601,-0.32428673,-0.09176017,0.23654011,-0.16026226,-0.7492368
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-3.395878,-3.8094409,-3.263677,0.35101908,-2.2811532,0.7640691,2.082714,1.1875454,0.46006665,4.540043,0.4902475,1.7525421,-1.8367321,-1.3680302,-2.5116072,5.0093913,0.6769627,-2.9538167,0.96536815,0.5816788,0.46940297,-0.6320665,-1.2956036,-0.81816554,0.63284504,0.5613948,0.8479811,0.49420378,-0.29262894,0.28215927,-0.0639666,-0.25667524,-0.24236348,0.07102674,-0.37348714,-0.1536789,-0.046632953,0.23741147,0.109264925,-0.78970796,0.9194875,-0.17540249,0.31901735,1.3111446,0.14203614,-0.62216175,-0.13341232,-0.13562363,-0.7864808,-0.9614625
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-3.4904585,-4.350708,-3.694599,0.56638646,-2.1011949,0.39916325,2.199962,1.9802989,0.1985721,4.885102,0.677044,1.874122,-1.6553562,-1.7421982,-2.061341,5.495013,0.56161696,-3.037567,0.9780978,0.47369844,0.8553736,-0.55240744,-1.4571047,-1.0173842,1.0464381,0.67044485,0.7529236,0.38754717,-0.46640396,0.009157538,-0.25038785,-0.43013692,-0.17598954,0.06966722,-0.019969732,0.068523765,-0.16904208,0.31036124,-0.028375916,-0.35308218,0.3883398,-0.07824638,0.14200759,0.41781855,-0.27320045,-0.46506536,-0.21330933,-0.039117992,-0.27600875,-0.2419047
