sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024,vgg_pca_025,vgg_pca_026,vgg_pca_027,vgg_pca_028,vgg_pca_029,vgg_pca_030,vgg_pca_031,vgg_pca_032,vgg_pca_033,vgg_pca_034,vgg_pca_035,vgg_pca_036,vgg_pca_037,vgg_pca_038,vgg_pca_039,vgg_pca_040,vgg_pca_041,vgg_pca_042,vgg_pca_043,vgg_pca_044,vgg_pca_045,vgg_pca_046,vgg_pca_047,vgg_pca_048,vgg_pca_049
QualiSR-Set120/RealESRGAN/ava_images___18037.npy.gz,RealESRGAN,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___18037.png,QualiSR-Set120,ava_images___18037,RealESRGAN/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-14.52563,-12.195883,-10.435051,-9.328315,1.1790508,-14.6564455,-7.264049,-12.401651,-6.4371767,-11.665642,-2.668462,-12.36836,-5.563625,0.4442898,-8.231466,-2.897099,-9.48874,1.7962842,5.2811913,-9.095434,7.4762087,-9.428229,-5.39041,-12.060122,-2.314886,-14.152761,-14.369808,-1.1272452,49.62786,3.382988,-2.0567584,-2.7592967,0.3065867,-2.4622962,-7.458702,12.246547,-27.244091,8.787804,-3.5257697,22.750423,9.157243,-3.053639,-7.584468,8.670339,-16.509476,13.633207,1.2107583,-1.7562399,0.1884017,-0.2993818
QualiSR-Set120/SUPIR/ava_images___18037.npy.gz,SUPIR,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___18037.png,QualiSR-Set120,ava_images___18037,SUPIR/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,-13.888279,-12.308006,-10.735114,-9.362439,1.2650526,-14.521344,-7.198902,-12.046156,-6.327861,-11.102095,-2.9750848,-12.078538,-5.4471827,0.16307233,-7.7663383,-2.3239698,-9.0715685,0.8664961,5.4297037,-9.320288,7.0381107,-9.710429,-4.97016,-11.391054,-2.7788882,-14.663866,-14.137291,-1.5136707,45.781467,3.2998462,-1.7411005,-1.9888155,0.049224794,-2.5130224,-7.2755737,12.560651,-26.873377,7.84269,-2.8190508,20.845495,8.398009,-2.6466975,-7.060728,7.611807,-13.059505,11.086781,1.5257496,-1.6792736,0.054248095,-0.16072011
QualiSR-Set120/PASD/ava_images___217590.npy.gz,PASD,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___217590.png,QualiSR-Set120,ava_images___217590,PASD/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-11.753786,-11.926158,-10.630571,-9.373846,1.0459042,-13.887914,-4.7186937,-11.162887,-4.726505,-11.38963,-2.7502687,-10.041873,-5.590902,-1.4798352,-7.0388517,-2.3312874,-8.686906,0.39470005,3.7427487,-9.682,6.047559,-9.449535,-2.528288,-11.439893,-0.293409,-11.413798,-13.374902,-0.22913624,40.284615,2.133731,-2.1454978,-3.5429742,-2.4194746,-0.38401085,-1.0933384,3.932944,-7.9911156,2.5692585,-1.3809874,6.964138,2.9448848,-2.1834657,-1.1088431,0.9160197,-2.2394753,1.2872405,0.69390976,-0.80318165,-1.0464044,-0.80887693
QualiSR-Set120/RealESRGAN/ava_images___217590.npy.gz,RealESRGAN,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___217590.png,QualiSR-Set120,ava_images___217590,RealESRGAN/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-11.286373,-11.555364,-10.781429,-9.792147,0.8913163,-13.599791,-4.534195,-11.070095,-4.8640466,-11.21247,-2.229666,-8.96192,-5.6835136,-2.0052752,-7.53222,-2.1464458,-9.476784,0.71700287,3.8704593,-9.822264,6.4233236,-9.838797,-2.7520947,-11.3740635,-0.321873,-11.9035,-13.588665,0.92232525,41.802795,2.3968139,-2.1852517,-4.174179,-2.354748,-0.47253668,-0.321077,2.6559114,-6.934037,2.5509868,-2.064854,7.0467596,2.9324183,-1.81426,-1.5381773,1.3980703,-3.1827717,1.9939704,0.6855644,-0.9679322,-1.2151482,-0.6199994
QualiSR-Set120/SUPIR/ava_images___217590.npy.gz,SUPIR,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___217590.png,QualiSR-Set120,ava_images___217590,SUPIR/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,-12.030082,-11.698868,-10.520329,-9.558096,1.1778616,-13.792783,-4.422428,-11.096541,-4.6282196,-11.281655,-2.6886468,-9.568151,-5.7115474,-1.7278885,-7.03102,-2.611092,-8.58465,0.22744155,3.6689713,-9.5224495,6.0761776,-9.057108,-2.8481143,-11.596853,-0.74606246,-11.261026,-12.902922,-0.06362062,40.160816,2.2000155,-2.1717324,-3.743777,-2.4708302,-0.51942396,-1.2927095,4.146495,-8.668701,2.573336,-1.5136335,7.426072,3.2176065,-2.063506,-1.1948979,1.1523991,-2.738596,1.5233321,0.76261127,-1.0449245,-1.0338786,-0.5627507
QualiSR-Set120/PASD/ava_images___251530.npy.gz,PASD,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___251530.png,QualiSR-Set120,ava_images___251530,PASD/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-11.733587,-10.406759,-10.003461,-10.223412,0.23498666,-14.6426525,-8.948881,-11.90015,-7.173161,-12.332739,-3.8884003,-12.6612215,-6.7411666,-1.0402149,-2.236479,-1.8203058,-7.8917084,0.044588447,7.752289,-12.19121,10.10792,-10.712781,-5.8462706,-6.6064568,-3.6711478,-6.5166206,-11.816336,-3.5658436,20.92095,1.9167461,-0.3791201,0.9247596,-0.15849459,-3.24306,-2.1340141,8.498907,-16.646614,-6.5158167,4.00307,-2.883947,-6.4859924,4.426046,2.0863073,-6.9076986,43.457592,-28.559233,-2.946453,10.964684,1.930835,-7.7040935
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-14.094134,-11.324532,-10.175021,-9.594938,-1.2821044,-14.45631,-8.360862,-11.903703,-7.5407085,-11.2873335,-2.786828,-12.197318,-6.1612005,-0.6051889,-3.6851854,-1.0094028,-7.3181205,-0.6979854,6.363117,-11.182553,7.333412,-9.85723,-3.6564624,-6.9758415,-2.4047508,-7.3060594,-9.884712,-2.2438467,20.340641,1.1017773,-0.9541659,1.6993406,-0.05759275,-1.4799734,-1.6045322,5.5144186,-13.293192,-4.348083,2.7289593,-2.5437303,-5.015869,3.4377832,1.3345962,-6.067778,32.85485,-22.176638,-2.0818882,9.796921,0.7245152,-5.5590086
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-13.26791,-11.51239,-10.489777,-9.410975,-0.7975863,-14.242794,-8.006855,-11.55117,-7.3431916,-11.325521,-2.8746343,-12.212811,-5.513188,-0.0656845,-2.918915,-0.94860697,-7.254337,-0.47322178,7.033391,-10.941317,7.0521574,-8.8216095,-3.9648478,-7.596245,-3.5162404,-6.172841,-9.184269,-2.446906,18.149857,0.8139857,-0.34748304,1.049132,-0.18999112,-1.1813794,-1.7060492,6.222279,-13.382445,-5.670427,2.8346083,-2.9360101,-5.1158934,3.6552482,1.9400417,-5.787709,29.95918,-20.687504,-1.6426641,8.359646,1.2526796,-4.9098897
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,2.526886,-15.27658,-3.2476597,-5.30824,-1.235643,-14.502877,-12.600896,-7.4587784,-9.478865,-18.022564,-2.9147744,-8.457218,-10.373303,-9.574182,-1.2039015,-0.50414526,-10.491384,1.1650672,8.798614,-24.377106,25.861254,-21.59658,-13.055393,9.015436,47.236534,-50.879486,73.33176,1.4434772,-13.958409,5.906793,-2.3204675,-1.381146,0.43326363,3.4887114,2.2755353,0.6736691,-1.0142865,-0.54790837,0.40183425,-0.4818837,0.68465006,-4.104077,0.5156218,-0.82083523,-2.6430788,-2.3639066,-1.4442937,-4.4170327,-0.6188276,-5.9930067
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-0.5394144,-13.625998,-5.6637115,-5.9281063,-2.7997766,-14.862631,-11.237549,-7.624245,-12.147073,-18.34096,-4.8717766,-8.241714,-10.693756,-8.869825,-3.7909014,2.0787783,-9.96825,3.6557825,7.9291906,-21.227526,27.146675,-22.156748,-11.259102,10.778238,48.859833,-48.199425,75.38139,-1.3625807,-13.664174,0.8345662,-3.2200565,-1.2824957,0.18382284,1.7717665,0.6265414,-0.58782935,3.2176113,2.132226,-1.1467481,2.1566536,0.83522546,1.8556767,-2.1889596,0.48216295,-3.8924952,4.632501,0.70126116,2.9885745,1.0947112,5.876498
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,-1.2042408,-14.745191,-7.099873,-5.9231405,-0.81587017,-14.593408,-11.286924,-8.871693,-11.002129,-17.400475,-4.085703,-9.024454,-10.319261,-8.345267,-2.7991934,0.39265415,-10.337911,0.031071067,7.9598646,-22.66951,24.15773,-20.152937,-10.515127,7.345213,39.308075,-40.9609,60.292866,-1.7612039,-8.673457,3.4816031,-1.5871112,-0.17453384,-1.1617576,-0.02229178,-0.9275296,1.2294731,-2.4449024,0.9243651,-0.82606673,-2.4199007,-0.5688845,0.17121315,0.5166791,-1.4008739,2.755002,-1.2462587,-1.2738614,0.712574,0.73476934,1.5204659
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-28.77277,-0.28904533,15.280862,-16.808693,-20.60211,13.580478,30.794558,-1.3041401,5.9838567,136.30965,-75.248985,26.49384,-78.71461,-7.790827,3.8379037,-0.96886706,-15.778936,5.020541,0.5802102,-2.275189,2.8294768,0.0045542717,-4.0337067,1.9966345,3.5717783,4.425025,1.434021,1.4258394,0.36922646,1.8977157,-1.3101645,2.5166008,-1.8686192,1.4461287,2.5848587,-1.2734909,-2.2566614,-6.6195908,0.93534154,-0.5248941,4.1694226,10.122976,0.98253137,-7.4315934,33.26922,46.946045,-1.8333292,-17.200468,23.513193,0.06475747
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-27.054504,-1.7979879,16.881054,-15.698643,-21.605389,13.8278475,27.738562,-5.8196054,5.4062924,126.21103,-68.685905,24.95422,-74.21161,-5.2090816,2.1887677,-2.520951,-15.454485,5.8556185,-0.90421486,-0.52894306,0.59354365,1.616405,-2.7007866,4.496318,6.360336,0.21218348,-2.9923358,0.124904834,-0.16119671,-1.4280406,2.6857934,-1.9319456,0.85738695,1.9532877,-2.2550478,0.38094854,1.987956,6.8607607,-0.14115572,2.867297,-3.136632,-8.67325,-2.5609484,10.98299,-29.934803,-44.47397,2.5960703,16.948391,-21.019056,-1.2779582
