sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-0.9886427,4.363054,1.7294422,-5.0118656,0.74354756
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,-0.9832257,4.30005,1.7151654,-5.0107865,0.7401284
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,4.471296,6.358472,-3.183626,-1.1297222,4.855309
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,4.4715405,6.4475884,-3.1634839,-1.1945773,4.9169893
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,4.471296,6.358472,-3.183626,-1.1297222,4.855309
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-2.7801394,-4.743374,-3.7546208,0.6958611,-2.1513298
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-2.8306985,-4.76056,-3.7765954,0.7051443,-2.152617
QualiSR-Set120/SUPIR/ava_images___273810.npy.gz,SUPIR,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___273810.png,QualiSR-Set120,ava_images___273810,SUPIR/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-2.7801394,-4.743374,-3.7546208,0.6958611,-2.1513298
QualiSR-Set120/PASD/ava_images___295451.npy.gz,PASD,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___295451.png,QualiSR-Set120,ava_images___295451,PASD/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-2.2521832,-2.563722,-1.4342556,-0.24572378,-0.9073564
QualiSR-Set120/RealESRGAN/ava_images___295451.npy.gz,RealESRGAN,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___295451.png,QualiSR-Set120,ava_images___295451,RealESRGAN/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-2.2853665,-2.5599368,-1.4265404,-0.23862639,-0.9196074
QualiSR-Set120/SUPIR/ava_images___295451.npy.gz,SUPIR,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___295451.png,QualiSR-Set120,ava_images___295451,SUPIR/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-2.2521832,-2.563722,-1.4342556,-0.24572378,-0.9073564
QualiSR-Set120/PASD/ava_images___308473.npy.gz,PASD,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___308473.png,QualiSR-Set120,ava_images___308473,PASD/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,8.51733,3.9433134,-1.5976913,-2.8233566,4.9041233
QualiSR-Set120/RealESRGAN/ava_images___308473.npy.gz,RealESRGAN,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___308473.png,QualiSR-Set120,ava_images___308473,RealESRGAN/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,8.540449,3.9589646,-1.569536,-2.8115854,4.8358545
QualiSR-Set120/SUPIR/ava_images___308473.npy.gz,SUPIR,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___308473.png,QualiSR-Set120,ava_images___308473,SUPIR/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,8.51733,3.9433134,-1.5976913,-2.8233566,4.9041233
QualiSR-Set120/PASD/ava_images___321917.npy.gz,PASD,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___321917.png,QualiSR-Set120,ava_images___321917,PASD/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,0.4748267,3.0868573,4.0557594,-3.0229142,3.3973403
QualiSR-Set120/RealESRGAN/ava_images___321917.npy.gz,RealESRGAN,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___321917.png,QualiSR-Set120,ava_images___321917,RealESRGAN/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,0.4748267,3.0868573,4.0557594,-3.0229142,3.3973403
QualiSR-Set120/SUPIR/ava_images___321917.npy.gz,SUPIR,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___321917.png,QualiSR-Set120,ava_images___321917,SUPIR/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,0.4748267,3.0868573,4.0557594,-3.0229142,3.3973403
QualiSR-Set120/PASD/ava_images___360165.npy.gz,PASD,ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___360165.png,QualiSR-Set120,ava_images___360165,PASD/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___360165.png,train,-1.511297,-0.6238972,0.35049957,-0.20301929,-1.4184619
QualiSR-Set120/RealESRGAN/ava_images___360165.npy.gz,RealESRGAN,ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___360165.png,QualiSR-Set120,ava_images___360165,RealESRGAN/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___360165.png,train,-1.5029018,-0.6040742,0.36914754,-0.20845294,-1.4299802
QualiSR-Set120/SUPIR/ava_images___360165.npy.gz,SUPIR,ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___360165.png,QualiSR-Set120,ava_images___360165,SUPIR/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___360165.png,train,-1.511297,-0.6238972,0.35049957,-0.20301929,-1.4184619
QualiSR-Set120/PASD/ava_images___426629.npy.gz,PASD,ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___426629.png,QualiSR-Set120,ava_images___426629,PASD/ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___426629.png,test,-0.2134043,4.265645,0.3524381,-0.92430866,0.8700081
QualiSR-Set120/RealESRGAN/ava_images___426629.npy.gz,RealESRGAN,ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___426629.png,QualiSR-Set120,ava_images___426629,RealESRGAN/ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___426629.png,test,-0.2134043,4.265645,0.3524381,-0.92430866,0.8700081
QualiSR-Set120/SUPIR/ava_images___426629.npy.gz,SUPIR,ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___426629.png,QualiSR-Set120,ava_images___426629,SUPIR/ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___426629.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___426629.png,test,-0.2134043,4.265645,0.3524381,-0.92430866,0.8700081
QualiSR-Set120/PASD/ava_images___436880.npy.gz,PASD,ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___436880.png,QualiSR-Set120,ava_images___436880,PASD/ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___436880.png,train,8.167823,1.00258,-0.56865984,-2.2228365,0.22596574
QualiSR-Set120/RealESRGAN/ava_images___436880.npy.gz,RealESRGAN,ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___436880.png,QualiSR-Set120,ava_images___436880,RealESRGAN/ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___436880.png,train,8.167823,1.00258,-0.56865984,-2.2228365,0.22596574
QualiSR-Set120/SUPIR/ava_images___436880.npy.gz,SUPIR,ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___436880.png,QualiSR-Set120,ava_images___436880,SUPIR/ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___436880.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___436880.png,train,8.167823,1.00258,-0.56865984,-2.2228365,0.22596574
QualiSR-Set120/PASD/ava_images___46021.npy.gz,PASD,ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___46021.png,QualiSR-Set120,ava_images___46021,PASD/ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___46021.png,train,-1.8868072,-2.2252865,0.9116119,-1.2876065,2.901434
QualiSR-Set120/RealESRGAN/ava_images___46021.npy.gz,RealESRGAN,ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___46021.png,QualiSR-Set120,ava_images___46021,RealESRGAN/ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___46021.png,train,-1.8868072,-2.2252865,0.9116119,-1.2876065,2.901434
QualiSR-Set120/SUPIR/ava_images___46021.npy.gz,SUPIR,ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___46021.png,QualiSR-Set120,ava_images___46021,SUPIR/ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___46021.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___46021.png,train,-1.8868072,-2.2252865,0.9116119,-1.2876065,2.901434
QualiSR-Set120/PASD/ava_images___472713.npy.gz,PASD,ava_images___472713.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___472713.png,QualiSR-Set120,ava_images___472713,PASD/ava_images___472713.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___472713.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___472713.png,test,-0.87364805,-1.5942537,-0.022747278,0.8434472,-1.2944609
QualiSR-Set120/RealESRGAN/ava_images___472713.npy.gz,RealESRGAN,ava_images___472713.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___472713.png,QualiSR-Set120,ava_images___472713,RealESRGAN/ava_images___472713.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___472713.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___472713.png,test,-0.8338783,-1.595996,-0.02305895,0.8363545,-1.2733676
QualiSR-Set120/SUPIR/ava_images___472713.npy.gz,SUPIR,ava_images___472713.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___472713.png,QualiSR-Set120,ava_images___472713,SUPIR/ava_images___472713.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___472713.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___472713.png,test,-0.87364805,-1.5942537,-0.022747278,0.8434472,-1.2944609
QualiSR-Set120/PASD/ava_images___501777.npy.gz,PASD,ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___501777.png,QualiSR-Set120,ava_images___501777,PASD/ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___501777.png,test,0.30332816,-1.1875322,-0.72808033,0.14056575,0.10521281
QualiSR-Set120/RealESRGAN/ava_images___501777.npy.gz,RealESRGAN,ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___501777.png,QualiSR-Set120,ava_images___501777,RealESRGAN/ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___501777.png,test,0.30332816,-1.1875322,-0.72808033,0.14056575,0.10521281
QualiSR-Set120/SUPIR/ava_images___501777.npy.gz,SUPIR,ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___501777.png,QualiSR-Set120,ava_images___501777,SUPIR/ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___501777.png,test,0.30332816,-1.1875322,-0.72808033,0.14056575,0.10521281
