sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024
QualiSR-Set120/RealESRGAN/ava_images___18037.npy.gz,RealESRGAN,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___18037.png,QualiSR-Set120,ava_images___18037,RealESRGAN/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,9.44915,2.4944825,4.401325,3.1402476,-0.21490589,3.3881752,-1.1162924,0.31893027,0.12081951,-0.24942261,-0.61402947,0.2530616,0.6055785,-0.66443187,0.48143485,-0.307122,0.12594861,-1.3543658,0.7066285,0.60707086,-0.73535,5.0175176,2.9243176,-0.6686809,-1.8312645
QualiSR-Set120/SUPIR/ava_images___18037.npy.gz,SUPIR,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___18037.png,QualiSR-Set120,ava_images___18037,SUPIR/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,8.772827,1.9972827,3.5692124,2.656075,0.15096787,2.8861659,-0.89542174,0.28914034,0.17031169,-0.4040525,-0.82974917,-0.052457392,0.26931965,-0.86688834,0.45277658,-0.39674103,0.0010252297,-1.5644288,0.7195517,0.69988817,-0.80267036,5.6889477,3.274853,-0.58974314,-2.2066917
QualiSR-Set120/PASD/ava_images___217590.npy.gz,PASD,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___217590.png,QualiSR-Set120,ava_images___217590,PASD/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,4.1709166,0.5224571,1.7097226,1.990706,-0.07030901,0.16122961,-0.5996204,0.53069025,-0.56167316,0.07229309,-0.14502013,-0.10915816,0.08560282,-0.088769816,-0.40038145,-0.057991993,0.03476721,-0.04268521,0.17023526,0.35645905,-0.33561662,0.73262423,0.61621386,-0.14642997,-0.7151077
QualiSR-Set120/RealESRGAN/ava_images___217590.npy.gz,RealESRGAN,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___217590.png,QualiSR-Set120,ava_images___217590,RealESRGAN/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,4.3137383,0.64885306,2.038756,2.088342,-0.18308666,0.52034116,-0.5645523,0.6430573,-0.46751356,0.04544924,-0.20050287,-0.06149125,0.21669692,-0.103941105,-0.4679125,0.011246432,0.15013945,-0.15340114,0.11201675,0.38598934,-0.3058912,0.7063368,0.5638074,-0.25814438,-0.6020839
QualiSR-Set120/SUPIR/ava_images___217590.npy.gz,SUPIR,ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___217590.png,QualiSR-Set120,ava_images___217590,SUPIR/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___217590.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___217590.png,test,4.252868,0.6174481,1.9225527,2.007348,-0.1230285,0.3369956,-0.62665516,0.5877551,-0.48710114,0.07971099,-0.17176205,-0.065297246,0.12170547,-0.07855224,-0.36026597,-0.0473773,0.088704586,-0.14869106,0.21238752,0.39420432,-0.39731947,0.97381467,0.729909,-0.20190914,-0.7770964
QualiSR-Set120/PASD/ava_images___251530.npy.gz,PASD,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___251530.png,QualiSR-Set120,ava_images___251530,PASD/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,8.4978285,2.8711028,-9.992068,-7.0773315,-0.82241213,1.5862672,-2.7908342,5.307422,-3.8761632,-0.045309152,-0.53118473,-0.19219208,-0.72313,0.90018076,-0.50923187,-0.47507915,-0.6291965,0.12090659,-0.6482395,-0.32460207,0.78913313,-1.0363164,-0.37775487,0.452698,0.7749125
QualiSR-Set120/RealESRGAN/ava_images___251530.npy.gz,RealESRGAN,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___251530.png,QualiSR-Set120,ava_images___251530,RealESRGAN/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,8.15441,2.798345,-8.152172,-5.919588,-0.14225799,1.6845009,-2.6793592,4.448158,-3.4242876,-0.112122476,-0.8958272,-0.8836896,-0.32601926,0.22117054,-0.9428884,-1.0297793,-0.37225562,0.34643683,-0.55514956,-0.296269,0.32842314,-0.3343055,-0.17873882,0.1428298,0.117987305
QualiSR-Set120/SUPIR/ava_images___251530.npy.gz,SUPIR,ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___251530.png,QualiSR-Set120,ava_images___251530,SUPIR/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___251530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___251530.png,train,8.656204,2.497233,-9.289398,-7.420265,-0.48248404,2.4004447,-2.1734467,4.6871014,-3.085123,-0.0023733196,-0.5931358,-0.5523801,-0.19143528,0.46038738,-0.59505767,-1.10724,-0.550336,0.7512144,-0.8393583,-0.18200952,0.67448026,-0.3196258,-0.44287562,0.5298821,0.6469126
QualiSR-Set120/PASD/ava_images___253900.npy.gz,PASD,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___253900.png,QualiSR-Set120,ava_images___253900,PASD/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,0.5259155,7.0644946,0.3111583,-1.3273957,3.5581882,0.17744684,-2.3177564,-4.0443726,4.9160156,-0.29209507,1.6718285,-3.5225143,-3.8048074,-3.016407,0.3615544,-0.52333975,-2.9098587,-2.447669,-0.5049375,0.7769319,0.8193014,-1.5110424,-0.50042486,0.9617423,0.7411939
QualiSR-Set120/RealESRGAN/ava_images___253900.npy.gz,RealESRGAN,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___253900.png,QualiSR-Set120,ava_images___253900,RealESRGAN/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,0.60950106,7.5552335,1.3188539,-1.5889373,3.893018,1.6232669,-2.03662,-3.3669517,4.8459916,-0.7522335,1.6021233,-3.4256115,-2.938174,-3.028406,0.5184308,-0.05731472,-2.6832073,-2.5323524,-0.20779532,0.35065734,1.0109789,-0.55461407,-0.4232598,-0.35962158,1.1143413
QualiSR-Set120/SUPIR/ava_images___253900.npy.gz,SUPIR,ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___253900.png,QualiSR-Set120,ava_images___253900,SUPIR/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___253900.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___253900.png,train,1.2409616,7.4042544,0.51778203,-1.7786386,3.7913,1.3313813,-1.8851125,-3.626629,4.624664,-0.66910547,1.242239,-2.7186928,-3.5859258,-3.0566,0.6096374,-0.54905343,-2.7232752,-1.9150498,-0.7751669,0.7493711,0.79636186,-0.104562104,0.038666606,0.44548512,1.0002695
QualiSR-Set120/PASD/ava_images___273810.npy.gz,PASD,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___273810.png,QualiSR-Set120,ava_images___273810,PASD/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-2.1964955,-3.2656026,4.2890754,-2.8822255,-1.5921732,-0.6121726,-1.1991,2.6396523,-1.9692283,0.7866607,-1.7836332,1.3796268,-3.3010917,-3.647179,1.7959423,-3.5074947,4.0092835,-2.9654932,-0.67258006,-0.9767793,0.287632,-1.1897955,0.525903,0.27465227,-0.68858254
QualiSR-Set120/RealESRGAN/ava_images___273810.npy.gz,RealESRGAN,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___273810.png,QualiSR-Set120,ava_images___273810,RealESRGAN/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-2.6587653,-3.2298973,4.445241,-3.2803981,-1.806341,0.078160524,-1.2315805,3.0858707,-1.7546561,1.1547338,-1.4195739,1.4996221,-2.9801521,-4.360028,1.879956,-3.5133028,3.8801415,-2.8616369,-0.733418,-1.5208149,0.45244753,-1.1119903,0.54862213,0.13855176,-0.6538013
QualiSR-Set120/SUPIR/ava_images___273810.npy.gz,SUPIR,ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___273810.png,QualiSR-Set120,ava_images___273810,SUPIR/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___273810.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___273810.png,train,-2.650611,-3.4928675,4.5495224,-3.3092759,-1.8846248,0.048434258,-1.2985723,3.0746355,-1.7712457,0.92583215,-1.724671,1.8498406,-3.5503476,-4.383377,2.1240659,-4.0107694,4.480259,-3.4335148,-1.1140753,-1.4760208,0.4344961,-1.2170055,0.79760647,0.33512723,-0.7841624
QualiSR-Set120/PASD/ava_images___295451.npy.gz,PASD,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___295451.png,QualiSR-Set120,ava_images___295451,PASD/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-1.4055355,-2.0032456,1.9583199,-1.957711,0.2189853,-0.7251904,-0.6208554,0.18058617,-0.69224983,0.696003,-1.7405856,-0.38517106,1.9094603,0.32945216,-1.2361912,-2.8221102,-1.3206686,0.45431808,-1.5015303,4.632775,-3.3294885,2.5698056,-2.4974105,3.1414063,2.0242605
QualiSR-Set120/RealESRGAN/ava_images___295451.npy.gz,RealESRGAN,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___295451.png,QualiSR-Set120,ava_images___295451,RealESRGAN/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-2.3572345,-1.8202592,2.4820418,-2.839289,0.17708276,0.6467366,-0.7575061,0.29804802,-0.6360535,0.88708997,-1.6793637,-0.7299422,2.405465,0.1649554,-0.986683,-3.260624,-1.1664358,0.4569527,-1.6750214,4.5732846,-3.4018478,2.7754076,-2.9471846,3.3165092,2.365492
QualiSR-Set120/SUPIR/ava_images___295451.npy.gz,SUPIR,ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___295451.png,QualiSR-Set120,ava_images___295451,SUPIR/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___295451.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___295451.png,train,-0.9077282,-1.9550399,1.6499702,-1.3028123,0.27991372,-1.0937303,-0.35080907,-0.026187286,-0.65746325,0.6354202,-1.3890431,-0.62074697,1.7238598,0.44463843,-1.1827189,-2.3616872,-1.3882406,0.49409848,-1.3488051,3.7196684,-2.854284,2.1484923,-2.0598147,2.8526773,1.5680354
QualiSR-Set120/PASD/ava_images___308473.npy.gz,PASD,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___308473.png,QualiSR-Set120,ava_images___308473,PASD/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-2.4429495,7.1581264,-0.5279945,-0.7300681,4.8549843,-1.6931999,1.010882,-2.7380438,-0.011127412,2.4693923,-3.50483,1.9260135,-0.18580723,0.9217656,2.91051,-1.3922783,2.0247307,4.73361,-2.0593078,-3.6903572,-1.43478,1.3092754,0.09928574,-0.21518148,0.8179573
QualiSR-Set120/RealESRGAN/ava_images___308473.npy.gz,RealESRGAN,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___308473.png,QualiSR-Set120,ava_images___308473,RealESRGAN/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-1.571058,5.9916177,0.06551477,-0.7373277,4.6413565,-2.104503,0.66898537,-2.7138882,0.2741329,2.2550776,-3.1351066,1.6234643,-0.034745455,0.9019096,2.3648794,-1.3828825,1.660979,4.1120205,-1.9321826,-3.5300796,-1.08621,1.2693257,0.19293743,-0.47242826,0.78590345
QualiSR-Set120/SUPIR/ava_images___308473.npy.gz,SUPIR,ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___308473.png,QualiSR-Set120,ava_images___308473,SUPIR/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___308473.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___308473.png,train,-2.2572355,7.06535,-0.40404436,-1.6187513,4.6914506,-2.0518327,0.7650604,-2.4762294,0.43349737,1.8315284,-3.683745,2.1246135,0.18844992,0.9318053,2.4569445,-1.9716655,1.7964766,4.4508047,-1.6450809,-3.0614693,-0.93457633,0.96787256,0.12911868,-0.40056056,0.5178592
QualiSR-Set120/PASD/ava_images___321917.npy.gz,PASD,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___321917.png,QualiSR-Set120,ava_images___321917,PASD/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,2.2897496,-1.2642971,-1.9733158,0.050117075,3.2703424,-1.8219819,0.3067972,1.8981174,2.569962,-0.30463037,0.5867193,0.09221572,-0.28299934,0.25446594,0.13273492,1.4772568,1.3737805,-0.12763137,1.8774762,0.07940502,-1.0817373,-0.4031566,-0.15770535,-1.1045856,-1.377501
QualiSR-Set120/RealESRGAN/ava_images___321917.npy.gz,RealESRGAN,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___321917.png,QualiSR-Set120,ava_images___321917,RealESRGAN/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,2.8344607,-0.3603027,-2.7576718,-0.9267981,3.7407677,-0.89719737,-0.0008800812,2.5381074,2.60795,-0.671606,0.69682276,0.2572878,-0.020721257,0.33376318,0.18412998,1.4486291,1.5543382,0.1414913,1.8080468,-0.15919106,-0.81570756,-0.57228124,-0.36162537,-1.2918293,-1.2126478
QualiSR-Set120/SUPIR/ava_images___321917.npy.gz,SUPIR,ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___321917.png,QualiSR-Set120,ava_images___321917,SUPIR/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___321917.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___321917.png,train,2.8005805,-1.2579788,-2.7908733,-0.38703513,3.9022658,-1.3840128,0.3158921,2.54938,2.7845879,-0.47038698,0.67307854,0.07836193,-0.13132092,0.10898509,0.1934534,1.7639909,1.635896,-0.27127546,2.146552,0.117778525,-1.0690374,-0.26108637,-0.24447487,-1.3525524,-1.3359139
QualiSR-Set120/PASD/ava_images___360165.npy.gz,PASD,ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___360165.png,QualiSR-Set120,ava_images___360165,PASD/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___360165.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___360165.png,train,0.7554101,-1.8232921,0.50476927,0.8694241,-0.18751012,-2.553852,0.080761045,-0.30955285,-0.7496522,0.15630037,-0.15846977,-0.6284313,-0.52876544,0.043508492,-0.37477002,-0.106984586,-0.39738837,0.3252248,0.18040635,0.4797329,-1.2319007,-0.3894447,-0.21678792,0.19073917,-0.28813475
